iter	Passed	Remaining
1658	87757	18038
1659	87822	17987
1660	87874	17934
1661	87924	17881
1662	87974	17827
1663	88026	17774
1664	88077	17721
1665	88128	17668
1666	88179	17614
1667	88237	17562
1668	88292	17510
1669	88351	17458
1670	88413	17407
1671	88474	17356
1672	88538	17305
1673	88599	17254
1674	88657	17202
1675	88716	17150
1676	88773	17098
1677	88824	17045
1678	88882	16993
1679	88955	16943
1680	89013	16891
1681	89065	16838
1682	89116	16785
1683	89181	16734
1684	89237	16682
1685	89294	16630
1686	89349	16577
1687	89411	16526
1688	89475	16475
1689	89529	16422
1690	89633	16379
1691	89695	16327
1692	89743	16273
1693	89802	16221
1694	89857	16169
1695	89913	16116
1696	89975	16065
1697	90032	16012
1698	90084	15959
1699	90138	15906
1700	90192	15853
1701	90256	15802
1702	90315	15750
1703	90366	15697
1704	90424	15645
1705	90481	15592
1706	90543	15541
1707	90609	15490
1708	90667	15438
1709	90738	15388
1710	90794	15335
1711	90852	15283
1712	90907	15230
1713	90960	15177
1714	91020	15125
1715	91069	15072
1716	91128	15020
1717	91180	14966
1718	91236	14914
1719	91305	14863
1720	91379	14813
1721	91434	14761
1722	91496	14709
1723	91560	14658
1724	91622	14606
1725	91676	14553
1726	91739	14501
1727	91800	14450
1728	91851	14396
1729	91917	14345
1730	91975	14293
1731	92034	14240
1732	92081	14186
1733	92140	14134
1734	92186	14080
1735	92240	14027
1736	92307	13976
1737	92364	13923
1738	92413	13870
1739	92469	13817
1740	92524	13764
1741	92579	13711
1742	92644	13660
1743	92695	13606
1744	92764	13555
1745	92835	13505
1746	92891	13452
1747	92955	13400
1748	93012	13348
1749	93080	13297
1750	93144	13245
1751	93205	13193
1752	93266	13141
1753	93315	13087
1754	93368	13034
1755	93423	12981
1756	93472	12927
1757	93530	12875
1758	93590	12822
1759	93652	12770
1760	93701	12717
1761	93749	12663
1762	93805	12610
1763	93863	12557
1764	93926	12505
1765	93984	12453
1766	94036	12399
1767	94090	12346
1768	94148	12294
1769	94215	12242
1770	94273	12190
1771	94376	12143
1772	94439	12091
1773	94500	12038
1774	94554	11985
1775	94606	11932
1776	94665	11879
1777	94716	11826
1778	94768	11772
1779	94815	11718
1780	94881	11667
1781	94934	11613
1782	94980	11559
1783	95032	11506
1784	95092	11453
1785	95145	11400
1786	95200	11347
1787	95254	11294
1788	95311	11241
1789	95362	11187
1790	95415	11134
1791	95483	11082
1792	95540	11030
1793	95593	10976
1794	95650	10923
1795	95714	10871
1796	95775	10819
1797	95838	10767
1798	95908	10715
1799	95963	10662
1800	96030	10610
1801	96089	10558
1802	96153	10505
1803	96203	10452
1804	96261	10399
1805	96331	10347
1806	96386	10294
1807	96442	10241
1808	96501	10188
1809	96565	10136
1810	96625	10084
1811	96679	10030
1812	96737	9977
1813	96804	9925
1814	96854	9872
1815	96911	9819
1816	96975	9766
1817	97036	9714
1818	97084	9660
1819	97148	9608
1820	97198	9554
1821	97260	9501
1822	97307	9447
1823	97360	9394
1824	97412	9340
1825	97477	9288
1826	97534	9235
1827	97591	9182
1828	97643	9129
1829	97700	9075
1830	97747	9022
1831	97796	8968
1832	97847	8914
1833	97896	8860
1834	97947	8807
1835	98000	8753
1836	98053	8700
1837	98108	8647
1838	98167	8594
1839	98217	8540
1840	98265	8486
1841	98316	8433
1842	98375	8380
1843	98430	8327
1844	98486	8273
1845	98553	8221
1846	98606	8168
1847	98664	8115
1848	98715	8061
1849	98770	8008
1850	98832	7955
1851	98883	7902
1852	98937	7848
1853	98986	7795
1854	99041	7741
1855	99100	7688
1856	99167	7636
1857	99231	7583
1858	99340	7534
1859	99404	7482
1860	99458	7428
1861	99527	7376
1862	99584	7323
1863	99640	7269
1864	99690	7216
1865	99747	7163
1866	99807	7110
1867	99860	7056
1868	99915	7003
1869	99974	6950
1870	100033	6897
1871	100101	6844
1872	100160	6791
1873	100219	6738
1874	100273	6684
1875	100342	6632
1876	100397	6579
1877	100466	6526
1878	100531	6473
1879	100587	6420
1880	100651	6367
1881	100714	6314
1882	100775	6261
1883	100838	6208
1884	100885	6154
1885	100941	6101
1886	100990	6047
1887	101045	5994
1888	101100	5940
1889	101156	5887
1890	101206	5833
1891	101259	5780
1892	101324	5727
1893	101376	5673
1894	101441	5620
1895	101499	5567
1896	101562	5514
1897	101623	5461
1898	101675	5407
1899	101737	5354
1900	101789	5300
1901	101842	5247
1902	101890	5193
1903	101950	5140
1904	102016	5087
1905	102076	5034
1906	102146	4981
1907	102222	4928
1908	102275	4875
1909	102331	4821
1910	102383	4768
1911	102451	4715
1912	102504	4661
1913	102558	4608
1914	102620	4554
1915	102713	4503
1916	102767	4449
1917	102818	4395
1918	102869	4342
1919	102931	4288
1920	102985	4235
1921	103034	4181
1922	103082	4127
1923	103142	4074
1924	103195	4020
1925	103247	3966
1926	103298	3913
1927	103365	3860
1928	103428	3806
1929	103484	3753
1930	103550	3700
1931	103603	3646
1932	103667	3593
1933	103721	3539
1934	103784	3486
1935	103842	3432
1936	103905	3379
1937	103971	3326
1938	104034	3272
1939	104103	3219
1940	104162	3166
1941	104227	3112
1942	104299	3059
1943	104365	3006
1944	104423	2952
1945	104485	2899
1946	104557	2846
1947	104614	2792
1948	104667	2738
1949	104717	2685
1950	104772	2631
1951	104842	2578
1952	104899	2524
1953	104946	2470
1954	104999	2416
1955	105051	2363
1956	105111	2309
1957	105170	2255
1958	105227	2202
1959	105281	2148
1960	105331	2094
1961	105403	2041
1962	105478	1988
1963	105552	1934
1964	105610	1881
1965	105666	1827
1966	105734	1773
1967	105792	1720
1968	105843	1666
1969	105900	1612
1970	105950	1558
1971	106006	1505
1972	106060	1451
1973	106120	1397
1974	106190	1344
1975	106251	1290
1976	106306	1236
1977	106361	1182
1978	106414	1129
1979	106465	1075
1980	106521	1021
1981	106580	967
1982	106643	914
1983	106697	860
1984	106751	806
1985	106800	752
1986	106867	699
1987	106958	645
1988	107017	591
1989	107068	538
1990	107126	484
1991	107174	430
1992	107234	376
1993	107294	322
1994	107355	269
1995	107418	215
1996	107480	161
1997	107536	107
1998	107602	53
1999	107666	0
