Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,
ml,mAU,ml,mS/cm,ml,%B,
12.986,1589.63,12.986,20.77,12.986,0,
12.99,1589.656,12.99,20.76783,12.99,0,
12.993,1589.883,12.993,20.75,12.993,0,
12.996,1589.98,12.996,20.75,12.996,0,
13,1589.987,13,20.74781,13,0,
13.003,1590.066,13.003,20.73,13.003,0,
13.006,1590.268,13.006,20.73,13.006,0,
13.01,1590.32,13.01,20.73,13.01,0,
13.013,1590.333,13.013,20.72759,13.013,0,
13.016,1590.45,13.016,20.71,13.016,0,
13.02,1590.597,13.02,20.71,13.02,0,
13.023,1590.65,13.023,20.70757,13.023,0,
13.026,1590.663,13.026,20.69,13.026,0,
13.03,1590.772,13.03,20.69,13.03,0,
13.033,1590.95,13.033,20.69,13.033,0,
13.036,1590.95,13.036,20.68743,13.036,0,
13.04,1590.967,13.04,20.67,13.04,0,
13.043,1591.117,13.043,20.67,13.043,0,
13.046,1591.24,13.046,20.67,13.046,0,
13.05,1591.24,13.05,20.66773,13.05,0,
13.053,1591.257,13.053,20.64876,13.053,0,
13.056,1591.397,13.056,20.64,13.056,0,
13.06,1591.51,13.06,20.64,13.06,0,
13.063,1591.51,13.063,20.63751,13.063,0,
13.066,1591.532,13.066,20.62,13.066,0,
13.07,1591.69,13.07,20.62,13.07,0,
13.073,1591.77,13.073,20.62,13.073,0,
13.076,1591.775,13.076,20.61736,13.076,0,
13.08,1591.824,13.08,20.6,13.08,0,
13.083,1591.94,13.083,20.6,13.083,0,
13.086,1592.01,13.086,20.6,13.086,0,
13.09,1592.019,13.09,20.59883,13.09,0,
13.093,1592.105,13.093,20.59,13.093,0,
13.096,1592.215,13.096,20.59,13.096,0,
13.1,1592.25,13.1,20.58765,13.1,0,
13.103,1592.259,13.103,20.57,13.103,0,
13.106,1592.339,13.106,20.57,13.106,0,
13.11,1592.46,13.11,20.57,13.11,0,
13.113,1592.46,13.113,20.56871,13.113,0,
13.116,1592.469,13.116,20.55865,13.116,0,
13.12,1592.547,13.12,20.55,13.12,0,
13.123,1592.67,13.123,20.55,13.123,0,
13.126,1592.67,13.126,20.55,13.126,0,
13.13,1592.682,13.13,20.54759,13.13,0,
13.133,1592.782,13.133,20.53,13.133,0,
13.136,1592.86,13.136,20.53137,13.136,0,
13.14,1592.86,13.14,20.53758,13.14,0,
13.143,1592.873,13.143,20.52,13.143,0,
13.146,1592.971,13.146,20.52,13.146,0,
13.15,1593.04,13.15,20.52,13.15,0,
13.153,1593.04,13.153,20.51868,13.153,0,
13.156,1593.055,13.156,20.51,13.156,0,
13.16,1593.156,13.16,20.51,13.16,0,
13.163,1593.2,13.163,20.50867,13.163,0,
13.166,1593.204,13.166,20.5,13.166,0,
13.17,1593.24,13.17,20.5,13.17,0,
13.173,1593.318,13.173,20.5,13.173,0,
13.176,1593.37,13.176,20.4986,13.176,0,
13.18,1593.376,13.18,20.48876,13.18,0,
13.183,1593.431,13.183,20.48,13.183,0,
13.186,1593.504,13.186,20.48,13.186,0,
13.19,1593.53,13.19,20.48,13.19,0,
13.193,1593.537,13.193,20.47864,13.193,0,
13.196,1593.593,13.196,20.47,13.196,0,
13.2,1593.67,13.2,20.47,13.2,0,
13.203,1593.67,13.203,20.46864,13.203,0,
13.206,1593.68,13.206,20.46,13.206,0,
13.21,1593.75,13.21,20.46,13.21,0,
13.213,1593.82,13.213,20.46,13.213,0,
13.216,1593.82,13.216,20.45857,13.216,0,
13.22,1593.828,13.22,20.45,13.22,0,
13.223,1593.89,13.223,20.45,13.223,0,
13.226,1593.95,13.226,20.45,13.226,0,
13.23,1593.95,13.23,20.44872,13.23,0,
13.233,1593.961,13.233,20.44,13.233,0,
13.236,1594.035,13.236,20.44,13.236,0,
13.24,1594.06,13.24,20.43845,13.24,0,
13.243,1594.06,13.243,20.43,13.243,0,
13.246,1594.074,13.246,20.43,13.246,0,
13.25,1594.155,13.25,20.43,13.25,0,
13.253,1594.18,13.253,20.43,13.253,0,
13.256,1594.185,13.256,20.42849,13.256,0,
13.26,1594.223,13.26,20.42,13.26,0,
13.263,1594.293,13.263,20.42,13.263,0,
13.266,1594.31,13.266,20.42,13.266,0,
13.27,1594.315,13.27,20.41842,13.27,0,
13.273,1594.349,13.273,20.41,13.273,0,
13.276,1594.403,13.276,20.41,13.276,0,
13.28,1594.42,13.28,20.40842,13.28,0,
13.283,1594.426,13.283,20.4,13.283,0,
13.286,1594.471,13.286,20.4,13.286,0,
13.29,1594.53,13.29,20.4,13.29,0,
13.293,1594.53,13.293,20.4,13.293,0,
13.296,1594.539,13.296,20.4,13.296,0,
13.3,1594.598,13.3,20.4,13.3,0,
13.303,1594.64,13.303,20.4,13.303,0,
13.306,1594.64,13.306,20.39845,13.306,0,
13.31,1594.646,13.31,20.38839,13.31,0,
13.313,1594.687,13.313,20.38,13.313,0,
13.316,1594.73,13.316,20.38,13.316,0,
13.32,1594.73,13.32,20.38,13.32,0,
13.323,1594.739,13.323,20.38,13.323,0,
13.326,1594.795,13.326,20.38,13.326,0,
13.33,1594.82,13.33,20.38,13.33,0,
13.333,1594.82,13.333,20.37852,13.333,0,
13.336,1594.828,13.336,20.37,13.336,0,
13.34,1594.875,13.34,20.37,13.34,0,
13.343,1594.9,13.343,20.37,13.343,0,
13.346,1594.902,13.346,20.37,13.346,0,
13.35,1594.92,13.35,20.37,13.35,0,
13.353,1594.971,13.353,20.37,13.353,0,
13.356,1594.98,13.356,20.36841,13.356,0,
13.36,1594.985,13.36,20.36,13.36,0,
13.363,1595.016,13.363,20.36,13.363,0,
13.366,1595.053,13.366,20.36,13.366,0,
13.37,1595.07,13.37,20.36,13.37,0,
13.373,1595.074,13.373,20.35849,13.373,0,
13.376,1595.108,13.376,20.35,13.376,0,
13.38,1595.15,13.38,20.35,13.38,0,
13.383,1595.15,13.383,20.35,13.383,0,
13.386,1595.156,13.386,20.35,13.386,0,
13.39,1595.197,13.39,20.35,13.39,0,
13.393,1595.23,13.393,20.35,13.393,0,
13.396,1595.23,13.396,20.34837,13.396,0,
13.4,1595.237,13.4,20.34,13.4,0,
13.403,1595.276,13.403,20.34,13.403,0,
13.406,1595.31,13.406,20.34,13.406,0,
13.41,1595.31,13.41,20.34,13.41,0,
13.413,1595.318,13.413,20.34,13.413,0,
13.416,1595.365,13.416,20.34,13.416,0,
13.42,1595.39,13.42,20.34,13.42,0,
13.423,1595.392,13.423,20.34,13.423,0,
13.426,1595.405,13.426,20.34,13.426,0,
13.43,1595.435,13.43,20.34,13.43,0,
13.433,1595.46,13.433,20.33844,13.433,0,
13.436,1595.462,13.436,20.33,13.436,0,
13.44,1595.48,13.44,20.33,13.44,0,
13.443,1595.532,13.443,20.33,13.443,0,
13.446,1595.54,13.446,20.33,13.446,0,
13.45,1595.545,13.45,20.33,13.45,0,
13.453,1595.576,13.453,20.33,13.453,0,
13.456,1595.61,13.456,20.33,13.456,0,
13.46,1595.61,13.46,20.33,13.46,0,
13.463,1595.615,13.463,20.32841,13.463,0,
13.466,1595.648,13.466,20.32,13.466,0,
13.47,1595.69,13.47,20.32,13.47,0,
13.473,1595.69,13.473,20.32,13.473,0,
13.476,1595.695,13.476,20.32,13.476,0,
13.48,1595.725,13.48,20.32,13.48,0,
13.483,1595.75,13.483,20.32,13.483,0,
13.486,1595.75,13.486,20.32,13.486,0,
13.49,1595.755,13.49,20.32,13.49,0,
13.493,1595.786,13.493,20.32,13.493,0,
13.496,1595.82,13.496,20.31828,13.496,0,
13.5,1595.82,13.5,20.31,13.5,0,
13.503,1595.826,13.503,20.31,13.503,0,
13.506,1595.863,13.506,20.31,13.506,0,
13.51,1595.88,13.51,20.31,13.51,0,
13.513,1595.882,13.513,20.31,13.513,0,
13.516,1595.897,13.516,20.31,13.516,0,
13.52,1595.934,13.52,20.31,13.52,0,
13.523,1595.95,13.523,20.31,13.523,0,
13.526,1595.953,13.526,20.30826,13.526,0,
13.53,1595.975,13.53,20.3,13.53,0,
13.533,1596.002,13.533,20.3,13.533,0,
13.536,1596.01,13.536,20.3,13.536,0,
13.54,1596.014,13.54,20.3,13.54,0,
13.543,1596.038,13.543,20.3,13.543,0,
13.546,1596.08,13.546,20.3,13.546,0,
13.55,1596.08,13.55,20.3,13.55,0,
13.553,1596.085,13.553,20.3,13.553,0,
13.556,1596.115,13.556,20.3,13.556,0,
13.56,1596.14,13.56,20.3,13.56,0,
13.563,1596.14,13.563,20.3,13.563,0,
13.566,1596.145,13.566,20.3,13.566,0,
13.57,1596.176,13.57,20.3,13.57,0,
13.573,1596.2,13.573,20.3,13.573,0,
13.576,1596.2,13.576,20.29822,13.576,0,
13.58,1596.207,13.58,20.29,13.58,0,
13.583,1596.243,13.583,20.29,13.583,0,
13.586,1596.26,13.586,20.29,13.586,0,
13.59,1596.26,13.59,20.29,13.59,0,
13.593,1596.267,13.593,20.29,13.593,0,
13.596,1596.304,13.596,20.29,13.596,0,
13.6,1596.32,13.6,20.29,13.6,0,
13.603,1596.322,13.603,20.29,13.603,0,
13.606,1596.337,13.606,20.29,13.606,0,
13.61,1596.37,13.61,20.29,13.61,0,
13.613,1596.37,13.613,20.29,13.613,0,
13.616,1596.374,13.616,20.29,13.616,0,
13.62,1596.397,13.62,20.29,13.62,0,
13.623,1596.432,13.623,20.29,13.623,0,
13.626,1596.44,13.626,20.29,13.626,0,
13.63,1596.444,13.63,20.28813,13.63,0,
13.633,1596.467,13.633,20.28,13.633,0,
13.636,1596.5,13.636,20.28,13.636,0,
13.64,1596.5,13.64,20.28,13.64,0,
13.643,1596.503,13.643,20.28,13.643,0,
13.646,1596.524,13.646,20.28,13.646,0,
13.65,1596.54,13.65,20.28,13.65,0,
13.653,1596.54,13.653,20.28,13.653,0,
13.656,1596.544,13.656,20.28,13.656,0,
13.66,1596.566,13.66,20.28,13.66,0,
13.663,1596.59,13.663,20.28,13.663,0,
13.667,1596.59,13.667,20.28,13.667,0,
13.67,1596.598,13.67,20.28,13.67,0,
13.673,1596.632,13.673,20.28,13.673,0,
13.677,1596.64,13.677,20.28,13.677,0,
13.68,1596.64,13.68,20.28,13.68,0,
13.683,1596.645,13.683,20.28,13.683,0,
13.687,1596.674,13.687,20.28,13.687,0,
13.69,1596.69,13.69,20.28,13.69,0,
13.693,1596.692,13.693,20.27822,13.693,0,
13.697,1596.706,13.697,20.27,13.697,0,
13.7,1596.732,13.7,20.27,13.7,0,
13.703,1596.74,13.703,20.27203,13.703,0,
13.707,1596.742,13.707,20.27811,13.707,0,
13.71,1596.754,13.71,20.27,13.71,0,
13.713,1596.772,13.713,20.27,13.713,0,
13.717,1596.78,13.717,20.27,13.717,0,
13.72,1596.784,13.72,20.27,13.72,0,
13.723,1596.806,13.723,20.27,13.723,0,
13.727,1596.83,13.727,20.27,13.727,0,
13.73,1596.83,13.73,20.27,13.73,0,
13.733,1596.834,13.733,20.27,13.733,0,
13.737,1596.854,13.737,20.27,13.737,0,
13.74,1596.87,13.74,20.27,13.74,0,
13.743,1596.87,13.743,20.27,13.743,0,
13.747,1596.876,13.747,20.27,13.747,0,
13.75,1596.904,13.75,20.27,13.75,0,
13.753,1596.92,13.753,20.27,13.753,0,
13.757,1596.92,13.757,20.27,13.757,0,
13.76,1596.926,13.76,20.27,13.76,0,
13.763,1596.954,13.763,20.27,13.763,0,
13.767,1596.97,13.767,20.27,13.767,0,
13.77,1596.97,13.77,20.27,13.77,0,
13.773,1596.976,13.773,20.27,13.773,0,
13.777,1597.004,13.777,20.27,13.777,0,
13.78,1597.02,13.78,20.27,13.78,0,
13.783,1597.02,13.783,20.27,13.783,0,
13.787,1597.028,13.787,20.27,13.787,0,
13.79,1597.06,13.79,20.27,13.79,0,
13.793,1597.06,13.793,20.2679,13.793,0,
13.797,1597.064,13.797,20.26,13.797,0,
13.8,1597.086,13.8,20.26,13.8,0,
13.803,1597.11,13.803,20.26,13.803,0,
13.807,1597.11,13.807,20.26,13.807,0,
13.81,1597.112,13.81,20.26,13.81,0,
13.813,1597.124,13.813,20.26,13.813,0,
13.817,1597.14,13.817,20.26,13.817,0,
13.82,1597.14,13.82,20.26,13.82,0,
13.823,1597.144,13.823,20.26,13.823,0,
13.827,1597.164,13.827,20.26,13.827,0,
13.83,1597.18,13.83,20.26,13.83,0,
13.833,1597.18,13.833,20.26,13.833,0,
13.837,1597.184,13.837,20.26,13.837,0,
13.84,1597.204,13.84,20.26,13.84,0,
13.843,1597.22,13.843,20.26,13.843,0,
13.847,1597.22,13.847,20.26,13.847,0,
13.85,1597.224,13.85,20.26,13.85,0,
13.853,1597.244,13.853,20.26,13.853,0,
13.857,1597.26,13.857,20.26,13.857,0,
13.86,1597.262,13.86,20.26,13.86,0,
13.863,1597.274,13.863,20.26,13.863,0,
13.867,1597.294,13.867,20.26,13.867,0,
13.87,1597.31,13.87,20.26,13.87,0,
13.873,1597.312,13.873,20.26,13.873,0,
13.877,1597.322,13.877,20.26,13.877,0,
13.88,1597.332,13.88,20.26,13.88,0,
13.883,1597.34,13.883,20.26,13.883,0,
13.887,1597.344,13.887,20.26,13.887,0,
13.89,1597.364,13.89,20.26,13.89,0,
13.893,1597.38,13.893,20.26,13.893,0,
13.897,1597.38,13.897,20.26,13.897,0,
13.9,1597.386,13.9,20.26,13.9,0,
13.903,1597.414,13.903,20.26,13.903,0,
13.907,1597.43,13.907,20.26,13.907,0,
13.91,1597.43,13.91,20.25784,13.91,0,
13.913,1597.437,13.913,20.25,13.913,0,
13.917,1597.464,13.917,20.25,13.917,0,
13.92,1597.48,13.92,20.25,13.92,0,
13.923,1597.48,13.923,20.25,13.923,0,
13.927,1597.484,13.927,20.25,13.927,0,
13.93,1597.504,13.93,20.25,13.93,0,
13.933,1597.52,13.933,20.25,13.933,0,
13.937,1597.52,13.937,20.25,13.937,0,
13.94,1597.527,13.94,20.25,13.94,0,
13.943,1597.554,13.943,20.25,13.943,0,
13.947,1597.57,13.947,20.25,13.947,0,
13.95,1597.572,13.95,20.25,13.95,0,
13.953,1597.587,13.953,20.25,13.953,0,
13.957,1597.61,13.957,20.25,13.957,0,
13.96,1597.61,13.96,20.25,13.96,0,
13.963,1597.615,13.963,20.25,13.963,0,
13.967,1597.634,13.967,20.25,13.967,0,
13.97,1597.652,13.97,20.25,13.97,0,
13.973,1597.66,13.973,20.25,13.973,0,
13.977,1597.662,13.977,20.25,13.977,0,
13.98,1597.677,13.98,20.25,13.98,0,
13.983,1597.7,13.983,20.25,13.983,0,
13.987,1597.7,13.987,20.25,13.987,0,
13.99,1597.704,13.99,20.25,13.99,0,
13.993,1597.727,13.993,20.25,13.993,0,
13.997,1597.75,13.997,20.25,13.997,0,
14,1597.75,14,20.25,14,0,
14.003,1597.755,14.003,20.25,14.003,0,
14.007,1597.774,14.007,20.25,14.007,0,
14.01,1597.79,14.01,20.25,14.01,0,
14.013,1597.79,14.013,20.25,14.013,0,
14.017,1597.797,14.017,20.25,14.017,0,
14.02,1597.824,14.02,20.25,14.02,0,
14.023,1597.84,14.023,20.25,14.023,0,
14.027,1597.84,14.027,20.25,14.027,0,
14.03,1597.849,14.03,20.25,14.03,0,
14.033,1597.885,14.033,20.25,14.033,0,
14.037,1597.9,14.037,20.25,14.037,0,
14.04,1597.902,14.04,20.25,14.04,0,
14.043,1597.917,14.043,20.25,14.043,0,
14.047,1597.942,14.047,20.25,14.047,0,
14.05,1597.95,14.05,20.25,14.05,0,
14.053,1597.952,14.053,20.25,14.053,0,
14.057,1597.964,14.057,20.25,14.057,0,
14.06,1597.982,14.06,20.25,14.06,0,
14.063,1597.99,14.063,20.25,14.063,0,
14.067,1597.992,14.067,20.25,14.067,0,
14.07,1598.007,14.07,20.25,14.07,0,
14.073,1598.03,14.073,20.25,14.073,0,
14.077,1598.03,14.077,20.25,14.077,0,
14.08,1598.035,14.08,20.24769,14.08,0,
14.083,1598.057,14.083,20.24,14.083,0,
14.087,1598.08,14.087,20.24,14.087,0,
14.09,1598.08,14.09,20.24,14.09,0,
14.093,1598.085,14.093,20.24,14.093,0,
14.097,1598.107,14.097,20.24,14.097,0,
14.1,1598.13,14.1,20.24,14.1,0,
14.103,1598.13,14.103,20.24,14.103,0,
14.107,1598.137,14.107,20.24,14.107,0,
14.11,1598.162,14.11,20.24,14.11,0,
14.113,1598.17,14.113,20.24,14.113,0,
14.117,1598.17,14.117,20.24,14.117,0,
14.12,1598.177,14.12,20.24,14.12,0,
14.123,1598.202,14.123,20.24,14.123,0,
14.127,1598.21,14.127,20.24,14.127,0,
14.13,1598.212,14.13,20.24,14.13,0,
14.133,1598.225,14.133,20.24,14.133,0,
14.137,1598.24,14.137,20.24,14.137,0,
14.14,1598.24,14.14,20.24,14.14,0,
14.143,1598.242,14.143,20.24,14.143,0,
14.147,1598.255,14.147,20.24,14.147,0,
14.15,1598.27,14.15,20.24,14.15,0,
14.153,1598.27,14.153,20.24,14.153,0,
14.157,1598.272,14.157,20.24,14.157,0,
14.16,1598.287,14.16,20.24,14.16,0,
14.163,1598.31,14.163,20.24,14.163,0,
14.167,1598.31,14.167,20.24,14.167,0,
14.17,1598.312,14.17,20.24,14.17,0,
14.173,1598.325,14.173,20.24,14.173,0,
14.177,1598.34,14.177,20.24,14.177,0,
14.18,1598.34,14.18,20.24,14.18,0,
14.183,1598.345,14.183,20.24,14.183,0,
14.187,1598.365,14.187,20.24,14.187,0,
14.19,1598.38,14.19,20.24,14.19,0,
14.193,1598.38,14.193,20.24,14.193,0,
14.197,1598.385,14.197,20.24,14.197,0,
14.2,1598.4,14.2,20.24,14.2,0,
14.203,1598.4,14.203,20.24,14.203,0,
14.207,1598.403,14.207,20.24,14.207,0,
14.21,1598.412,14.21,20.24,14.21,0,
14.213,1598.423,14.213,20.24,14.213,0,
14.217,1598.43,14.217,20.24,14.217,0,
14.22,1598.432,14.22,20.24,14.22,0,
14.223,1598.44,14.223,20.24,14.223,0,
14.227,1598.443,14.227,20.24,14.227,0,
14.23,1598.45,14.23,20.24,14.23,0,
14.233,1598.45,14.233,20.24,14.233,0,
14.237,1598.455,14.237,20.24,14.237,0,
14.24,1598.47,14.24,20.24,14.24,0,
14.243,1598.47,14.243,20.24,14.243,0,
14.247,1598.47,14.247,20.24,14.247,0,
14.25,1598.472,14.25,20.24,14.25,0,
14.253,1598.48,14.253,20.24,14.253,0,
14.257,1598.48,14.257,20.24,14.257,0,
14.26,1598.482,14.26,20.24,14.26,0,
14.263,1598.49,14.263,20.24,14.263,0,
14.267,1598.49,14.267,20.24,14.267,0,
14.27,1598.49,14.27,20.24,14.27,0,
14.273,1598.493,14.273,20.24,14.273,0,
14.277,1598.503,14.277,20.24,14.277,0,
14.28,1598.51,14.28,20.24,14.28,0,
14.283,1598.51,14.283,20.24,14.283,0,
14.287,1598.513,14.287,20.24,14.287,0,
14.29,1598.52,14.29,20.24,14.29,0,
14.293,1598.52,14.293,20.24,14.293,0,
14.297,1598.52,14.297,20.24,14.297,0,
14.3,1598.525,14.3,20.24,14.3,0,
14.303,1598.54,14.303,20.24,14.303,0,
14.307,1598.54,14.307,20.24,14.307,0,
14.31,1598.537,14.31,20.24,14.31,0,
14.313,1598.53,14.313,20.24,14.313,0,
14.317,1598.533,14.317,20.24,14.317,0,
14.32,1598.54,14.32,20.24,14.32,0,
14.323,1598.54,14.323,20.24,14.323,0,
14.327,1598.543,14.327,20.24,14.327,0,
14.33,1598.55,14.33,20.24,14.33,0,
14.333,1598.55,14.333,20.24,14.333,0,
14.337,1598.553,14.337,20.24,14.337,0,
14.34,1598.56,14.34,20.24,14.34,0,
14.343,1598.56,14.343,20.24,14.343,0,
14.347,1598.56,14.347,20.24,14.347,0,
14.35,1598.563,14.35,20.24,14.35,0,
14.353,1598.575,14.353,20.24,14.353,0,
14.357,1598.59,14.357,20.24,14.357,0,
14.36,1598.59,14.36,20.24,14.36,0,
14.363,1598.595,14.363,20.24,14.363,0,
14.367,1598.613,14.367,20.24,14.367,0,
14.37,1598.62,14.37,20.24,14.37,0,
14.373,1598.62,14.373,20.24,14.373,0,
14.377,1598.623,14.377,20.24,14.377,0,
14.38,1598.633,14.38,20.24,14.38,0,
14.383,1598.64,14.383,20.24,14.383,0,
14.387,1598.643,14.387,20.24,14.387,0,
14.39,1598.653,14.39,20.24,14.39,0,
14.393,1598.663,14.393,20.24,14.393,0,
14.397,1598.67,14.397,20.24,14.397,0,
14.4,1598.67,14.4,20.23742,14.4,0,
14.403,1598.673,14.403,20.23,14.403,0,
14.407,1598.683,14.407,20.23,14.407,0,
14.41,1598.69,14.41,20.23259,14.41,0,
14.413,1598.693,14.413,20.23731,14.413,0,
14.417,1598.705,14.417,20.23,14.417,0,
14.42,1598.72,14.42,20.23,14.42,0,
14.423,1598.72,14.423,20.23,14.423,0,
14.427,1598.725,14.427,20.23,14.427,0,
14.43,1598.745,14.43,20.23,14.43,0,
14.433,1598.76,14.433,20.23,14.433,0,
14.437,1598.76,14.437,20.23,14.437,0,
14.44,1598.765,14.44,20.23,14.44,0,
14.443,1598.786,14.443,20.23,14.443,0,
14.447,1598.8,14.447,20.23,14.447,0,
14.45,1598.8,14.45,20.23,14.45,0,
14.453,1598.808,14.453,20.23,14.453,0,
14.457,1598.833,14.457,20.23,14.457,0,
14.46,1598.84,14.46,20.23,14.46,0,
14.463,1598.84,14.463,20.23,14.463,0,
14.467,1598.848,14.467,20.23,14.467,0,
14.47,1598.873,14.47,20.23,14.47,0,
14.473,1598.88,14.473,20.23,14.473,0,
14.477,1598.883,14.477,20.23,14.477,0,
14.48,1598.901,14.48,20.23,14.48,0,
14.483,1598.933,14.483,20.23,14.483,0,
14.487,1598.94,14.487,20.23,14.487,0,
14.49,1598.943,14.49,20.23,14.49,0,
14.493,1598.955,14.493,20.23,14.493,0,
14.497,1598.973,14.497,20.23,14.497,0,
14.5,1598.98,14.5,20.23,14.5,0,
14.503,1598.985,14.503,20.23,14.503,0,
14.507,1599.006,14.507,20.23,14.507,0,
14.51,1599.02,14.51,20.23,14.51,0,
14.513,1599.02,14.513,20.23,14.513,0,
14.517,1599.028,14.517,20.23,14.517,0,
14.52,1599.055,14.52,20.23,14.52,0,
14.523,1599.07,14.523,20.23,14.523,0,
14.527,1599.07,14.527,20.23,14.527,0,
14.53,1599.078,14.53,20.23,14.53,0,
14.533,1599.106,14.533,20.23,14.533,0,
14.537,1599.12,14.537,20.23,14.537,0,
14.54,1599.12,14.54,20.23,14.54,0,
14.543,1599.128,14.543,20.23,14.543,0,
14.547,1599.156,14.547,20.23,14.547,0,
14.55,1599.17,14.55,20.23,14.55,0,
14.553,1599.173,14.553,20.23,14.553,0,
14.557,1599.188,14.557,20.23,14.557,0,
14.56,1599.215,14.56,20.23,14.56,0,
14.563,1599.23,14.563,20.23,14.563,0,
14.567,1599.233,14.567,20.23,14.567,0,
14.57,1599.245,14.57,20.23,14.57,0,
14.573,1599.263,14.573,20.23,14.573,0,
14.577,1599.27,14.577,20.23,14.577,0,
14.58,1599.273,14.58,20.23,14.58,0,
14.583,1599.289,14.583,20.23,14.583,0,
14.587,1599.31,14.587,20.23,14.587,0,
14.59,1599.31,14.59,20.23,14.59,0,
14.593,1599.316,14.593,20.23,14.593,0,
14.597,1599.336,14.597,20.23,14.597,0,
14.6,1599.35,14.6,20.23,14.6,0,
14.603,1599.35,14.603,20.23,14.603,0,
14.607,1599.356,14.607,20.23,14.607,0,
14.61,1599.373,14.61,20.23,14.61,0,
14.613,1599.38,14.613,20.23,14.613,0,
14.617,1599.38,14.617,20.23,14.617,0,
14.62,1599.389,14.62,20.23,14.62,0,
14.623,1599.413,14.623,20.23,14.623,0,
14.627,1599.42,14.627,20.23,14.627,0,
14.63,1599.42,14.63,20.23,14.63,0,
14.633,1599.426,14.633,20.23,14.633,0,
14.637,1599.443,14.637,20.23,14.637,0,
14.64,1599.45,14.64,20.23,14.64,0,
14.643,1599.453,14.643,20.23,14.643,0,
14.647,1599.466,14.647,20.23,14.647,0,
14.65,1599.483,14.65,20.23,14.65,0,
14.653,1599.49,14.653,20.23,14.653,0,
14.657,1599.493,14.657,20.23,14.657,0,
14.66,1599.503,14.66,20.23,14.66,0,
14.663,1599.513,14.663,20.23,14.663,0,
14.667,1599.52,14.667,20.23,14.667,0,
14.67,1599.523,14.67,20.23,14.67,0,
14.673,1599.533,14.673,20.23,14.673,0,
14.677,1599.54,14.677,20.23,14.677,0,
14.68,1599.54,14.68,20.23,14.68,0,
14.683,1599.546,14.683,20.23,14.683,0,
14.687,1599.563,14.687,20.23,14.687,0,
14.69,1599.57,14.69,20.23,14.69,0,
14.693,1599.57,14.693,20.23,14.693,0,
14.697,1599.576,14.697,20.23,14.697,0,
14.7,1599.593,14.7,20.23,14.7,0,
14.703,1599.6,14.703,20.23,14.703,0,
14.707,1599.6,14.707,20.23,14.707,0,
14.71,1599.606,14.71,20.23,14.71,0,
14.713,1599.623,14.713,20.23,14.713,0,
14.717,1599.63,14.717,20.23,14.717,0,
14.72,1599.63,14.72,20.23,14.72,0,
14.723,1599.636,14.723,20.23,14.723,0,
14.727,1599.653,14.727,20.23,14.727,0,
14.73,1599.66,14.73,20.23,14.73,0,
14.733,1599.663,14.733,20.23,14.733,0,
14.737,1599.676,14.737,20.23,14.737,0,
14.74,1599.69,14.74,20.23,14.74,0,
14.743,1599.69,14.743,20.23,14.743,0,
14.747,1599.693,14.747,20.23,14.747,0,
14.75,1599.703,14.75,20.23,14.75,0,
14.753,1599.71,14.753,20.23,14.753,0,
14.757,1599.71,14.757,20.23,14.757,0,
14.76,1599.713,14.76,20.23,14.76,0,
14.763,1599.723,14.763,20.23,14.763,0,
14.767,1599.73,14.767,20.23,14.767,0,
14.77,1599.73,14.77,20.23,14.77,0,
14.773,1599.736,14.773,20.23,14.773,0,
14.777,1599.753,14.777,20.23,14.777,0,
14.78,1599.76,14.78,20.23,14.78,0,
14.783,1599.76,14.783,20.23,14.783,0,
14.787,1599.763,14.787,20.23,14.787,0,
14.79,1599.77,14.79,20.23,14.79,0,
14.793,1599.77,14.793,20.23,14.793,0,
14.797,1599.77,14.797,20.23,14.797,0,
14.8,1599.773,14.8,20.23,14.8,0,
14.803,1599.783,14.803,20.23,14.803,0,
14.807,1599.79,14.807,20.23,14.807,0,
14.81,1599.79,14.81,20.23,14.81,0,
14.813,1599.79,14.813,20.23,14.813,0,
14.817,1599.793,14.817,20.23,14.817,0,
14.82,1599.8,14.82,20.23,14.82,0,
14.823,1599.8,14.823,20.23,14.823,0,
14.827,1599.8,14.827,20.23,14.827,0,
14.83,1599.8,14.83,20.23,14.83,0,
14.833,1599.8,14.833,20.23,14.833,0,
14.837,1599.8,14.837,20.23,14.837,0,
14.84,1599.8,14.84,20.23,14.84,0,
14.843,1599.8,14.843,20.23,14.843,0,
14.847,1599.8,14.847,20.23,14.847,0,
14.85,1599.803,14.85,20.23,14.85,0,
14.853,1599.81,14.853,20.23,14.853,0,
14.857,1599.81,14.857,20.23,14.857,0,
14.86,1599.81,14.86,20.23,14.86,0,
14.863,1599.81,14.863,20.23,14.863,0,
14.867,1599.81,14.867,20.23,14.867,0,
14.87,1599.81,14.87,20.23,14.87,0,
14.873,1599.81,14.873,20.23,14.873,0,
14.877,1599.81,14.877,20.23,14.877,0,
14.88,1599.813,14.88,20.23,14.88,0,
14.883,1599.82,14.883,20.23,14.883,0,
14.887,1599.82,14.887,20.23,14.887,0,
14.89,1599.82,14.89,20.23,14.89,0,
14.893,1599.82,14.893,20.23,14.893,0,
14.897,1599.82,14.897,20.23,14.897,0,
14.9,1599.82,14.9,20.23,14.9,0,
14.903,1599.82,14.903,20.23,14.903,0,
14.907,1599.82,14.907,20.23,14.907,0,
14.91,1599.82,14.91,20.23,14.91,0,
