Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,
ml,mAU,ml,mS/cm,ml,%B,
25.642,1637.603,25.642,20.17,25.642,0,
25.646,1637.61,25.646,20.17,25.646,0,
25.649,1637.61,25.649,20.17,25.649,0,
25.652,1637.629,25.652,20.17,25.652,0,
25.656,1637.646,25.656,20.17,25.656,0,
25.659,1637.65,25.659,20.17,25.659,0,
25.662,1637.656,25.662,20.17,25.662,0,
25.666,1637.673,25.666,20.17,25.666,0,
25.669,1637.693,25.669,20.17,25.669,0,
25.672,1637.7,25.672,20.17,25.672,0,
25.676,1637.706,25.676,20.17,25.676,0,
25.679,1637.735,25.679,20.17,25.679,0,
25.682,1637.75,25.682,20.17,25.682,0,
25.686,1637.75,25.686,20.17,25.686,0,
25.689,1637.763,25.689,20.17,25.689,0,
25.692,1637.782,25.692,20.17,25.692,0,
25.696,1637.79,25.696,20.17,25.696,0,
25.699,1637.79,25.699,20.17,25.699,0,
25.702,1637.802,25.702,20.17,25.702,0,
25.706,1637.828,25.706,20.17,25.706,0,
25.709,1637.84,25.709,20.17,25.709,0,
25.712,1637.84,25.712,20.17,25.712,0,
25.716,1637.852,25.716,20.17,25.716,0,
25.719,1637.873,25.719,20.17,25.719,0,
25.722,1637.88,25.722,20.17,25.722,0,
25.726,1637.88,25.726,20.17,25.726,0,
25.729,1637.899,25.729,20.17,25.729,0,
25.732,1637.916,25.732,20.17,25.732,0,
25.736,1637.92,25.736,20.17,25.736,0,
25.739,1637.92,25.739,20.17,25.739,0,
25.742,1637.939,25.742,20.17,25.742,0,
25.746,1637.956,25.746,20.17,25.746,0,
25.749,1637.96,25.749,20.17,25.749,0,
25.752,1637.966,25.752,20.17,25.752,0,
25.756,1637.982,25.756,20.17,25.756,0,
25.759,1638.003,25.759,20.17,25.759,0,
25.762,1638.01,25.762,20.17,25.762,0,
25.766,1638.016,25.766,20.17,25.766,0,
25.769,1638.033,25.769,20.17,25.769,0,
25.772,1638.046,25.772,20.17,25.772,0,
25.776,1638.05,25.776,20.17,25.776,0,
25.779,1638.063,25.779,20.16366,25.779,0,
25.782,1638.089,25.782,20.16,25.782,0,
25.786,1638.1,25.786,20.16,25.786,0,
25.789,1638.1,25.789,20.16,25.789,0,
25.792,1638.119,25.792,20.16,25.792,0,
25.796,1638.149,25.796,20.16,25.796,0,
25.799,1638.16,25.799,20.16,25.799,0,
25.802,1638.16,25.802,20.16,25.802,0,
25.806,1638.173,25.806,20.16,25.806,0,
25.809,1638.193,25.809,20.16,25.809,0,
25.812,1638.2,25.812,20.16,25.812,0,
25.816,1638.2,25.816,20.16,25.816,0,
25.819,1638.219,25.819,20.16,25.819,0,
25.822,1638.243,25.822,20.16,25.822,0,
25.826,1638.25,25.826,20.16,25.826,0,
25.829,1638.25,25.829,20.16,25.829,0,
25.832,1638.275,25.832,20.16,25.832,0,
25.836,1638.296,25.836,20.16,25.836,0,
25.839,1638.3,25.839,20.16,25.839,0,
25.842,1638.306,25.842,20.16,25.842,0,
25.846,1638.329,25.846,20.16,25.846,0,
25.849,1638.34,25.849,20.16,25.849,0,
25.852,1638.34,25.852,20.16,25.852,0,
25.856,1638.353,25.856,20.16,25.856,0,
25.859,1638.372,25.859,20.16,25.859,0,
25.862,1638.386,25.862,20.16,25.862,0,
25.866,1638.39,25.866,20.16,25.866,0,
25.869,1638.402,25.869,20.16,25.869,0,
25.872,1638.429,25.872,20.16,25.872,0,
25.876,1638.44,25.876,20.16,25.876,0,
25.879,1638.44,25.879,20.16,25.879,0,
25.882,1638.452,25.882,20.16,25.882,0,
25.886,1638.479,25.886,20.16,25.886,0,
25.889,1638.49,25.889,20.16,25.889,0,
25.892,1638.49,25.892,20.16,25.892,0,
25.896,1638.503,25.896,20.16,25.896,0,
25.899,1638.529,25.899,20.16,25.899,0,
25.902,1638.54,25.902,20.16,25.902,0,
25.906,1638.54,25.906,20.16,25.906,0,
25.909,1638.565,25.909,20.16,25.909,0,
25.912,1638.586,25.912,20.16,25.912,0,
25.916,1638.59,25.916,20.16,25.916,0,
25.919,1638.59,25.919,20.16,25.919,0,
25.922,1638.615,25.922,20.16,25.922,0,
25.926,1638.636,25.926,20.16,25.926,0,
25.929,1638.64,25.929,20.16,25.929,0,
25.932,1638.646,25.932,20.16,25.932,0,
25.936,1638.669,25.936,20.16,25.936,0,
25.939,1638.686,25.939,20.16,25.939,0,
25.942,1638.69,25.942,20.16,25.942,0,
25.946,1638.696,25.946,20.16,25.946,0,
25.949,1638.719,25.949,20.16,25.949,0,
25.952,1638.736,25.952,20.16,25.952,0,
25.956,1638.74,25.956,20.16,25.956,0,
25.959,1638.746,25.959,20.16,25.959,0,
25.962,1638.769,25.962,20.16,25.962,0,
25.966,1638.78,25.966,20.16,25.966,0,
25.969,1638.78,25.969,20.16,25.969,0,
25.972,1638.799,25.972,20.16,25.972,0,
25.976,1638.829,25.976,20.16,25.976,0,
25.979,1638.84,25.979,20.16,25.979,0,
25.982,1638.84,25.982,20.16,25.982,0,
25.986,1638.853,25.986,20.16,25.986,0,
25.989,1638.879,25.989,20.16,25.989,0,
25.992,1638.89,25.992,20.16,25.992,0,
25.996,1638.89,25.996,20.16,25.996,0,
25.999,1638.909,25.999,20.16,25.999,0,
26.002,1638.926,26.002,20.16,26.002,0,
26.006,1638.93,26.006,20.16,26.006,0,
26.009,1638.93,26.009,20.16,26.009,0,
26.012,1638.943,26.012,20.16,26.012,0,
26.016,1638.963,26.016,20.16,26.016,0,
26.019,1638.97,26.019,20.16,26.019,0,
26.022,1638.976,26.022,20.16,26.022,0,
26.026,1638.999,26.026,20.16,26.026,0,
26.029,1639.016,26.029,20.16,26.029,0,
26.032,1639.02,26.032,20.16,26.032,0,
26.036,1639.026,26.036,20.16,26.036,0,
26.039,1639.043,26.039,20.16,26.039,0,
26.042,1639.05,26.042,20.16,26.042,0,
26.046,1639.05,26.046,20.16,26.046,0,
26.049,1639.056,26.049,20.16,26.049,0,
26.052,1639.079,26.052,20.16,26.052,0,
26.056,1639.09,26.056,20.16,26.056,0,
26.059,1639.09,26.059,20.16,26.059,0,
26.062,1639.109,26.062,20.16,26.062,0,
26.066,1639.133,26.066,20.16,26.066,0,
26.069,1639.14,26.069,20.16,26.069,0,
26.072,1639.14,26.072,20.16,26.072,0,
26.076,1639.153,26.076,20.16,26.076,0,
26.079,1639.179,26.079,20.16,26.079,0,
26.082,1639.19,26.082,20.16,26.082,0,
26.086,1639.19,26.086,20.16,26.086,0,
26.089,1639.209,26.089,20.16,26.089,0,
26.092,1639.226,26.092,20.16,26.092,0,
26.096,1639.23,26.096,20.16,26.096,0,
26.099,1639.236,26.099,20.16,26.099,0,
26.102,1639.246,26.102,20.16,26.102,0,
26.106,1639.263,26.106,20.16,26.106,0,
26.109,1639.27,26.109,20.16,26.109,0,
26.112,1639.276,26.112,20.16,26.112,0,
26.116,1639.286,26.116,20.16,26.116,0,
26.119,1639.29,26.119,20.16,26.119,0,
26.122,1639.29,26.122,20.16,26.122,0,
26.126,1639.303,26.126,20.16,26.126,0,
26.129,1639.329,26.129,20.16,26.129,0,
26.132,1639.34,26.132,20.16,26.132,0,
26.136,1639.34,26.136,20.16,26.136,0,
26.139,1639.353,26.139,20.16,26.139,0,
26.142,1639.379,26.142,20.16,26.142,0,
26.146,1639.39,26.146,20.16,26.146,0,
26.149,1639.39,26.149,20.16,26.149,0,
26.153,1639.403,26.153,20.16,26.153,0,
26.156,1639.423,26.156,20.16,26.156,0,
26.159,1639.43,26.159,20.16,26.159,0,
26.163,1639.43,26.163,20.16,26.163,0,
26.166,1639.449,26.166,20.16,26.166,0,
26.169,1639.81,26.169,20.2237,26.169,0,
26.173,1640.01,26.173,20.26,26.173,0,
26.176,1640.016,26.176,20.26,26.176,0,
26.179,1640.02,26.179,20.26,26.179,0,
26.183,1640.02,26.183,20.26,26.183,0,
26.186,1640.02,26.186,20.26,26.186,0,
26.189,1640.02,26.189,20.26,26.189,0,
26.193,1640.02,26.193,20.26,26.193,0,
26.196,1640.02,26.196,20.26,26.196,0,
26.199,1640.02,26.199,20.26,26.199,0,
26.203,1640.02,26.203,20.26,26.203,0,
26.206,1640.02,26.206,20.26,26.206,0,
26.209,1640.02,26.209,20.2536,26.209,0,
26.213,1640.02,26.213,20.25,26.213,0,
26.216,1640.02,26.216,20.25,26.216,0,
26.219,1640.02,26.219,20.25,26.219,0,
26.223,1640.02,26.223,20.25,26.223,0,
26.226,1640.026,26.226,20.25,26.226,0,
26.229,1640.03,26.229,20.25,26.229,0,
26.233,1640.03,26.233,20.25,26.233,0,
26.236,1640.036,26.236,20.25,26.236,0,
26.239,1640.047,26.239,20.25,26.239,0,
26.243,1640.05,26.243,20.25,26.243,0,
26.246,1640.05,26.246,20.25,26.246,0,
26.249,1640.057,26.249,20.25,26.249,0,
26.253,1640.073,26.253,20.25,26.253,0,
26.256,1640.08,26.256,20.25,26.256,0,
26.259,1640.08,26.259,20.25,26.259,0,
26.263,1640.086,26.263,20.25,26.263,0,
26.266,1640.096,26.266,20.25,26.266,0,
26.269,1640.1,26.269,20.25,26.269,0,
26.273,1640.1,26.273,20.25,26.273,0,
26.276,1640.106,26.276,20.25,26.276,0,
26.279,1640.11,26.279,20.25,26.279,0,
26.283,1640.11,26.283,20.25,26.283,0,
26.286,1640.11,26.286,20.25,26.286,0,
26.289,1640.123,26.289,20.25,26.289,0,
26.293,1640.13,26.293,20.25,26.293,0,
26.296,1640.13,26.296,20.25,26.296,0,
26.299,1640.13,26.299,20.24371,26.299,0,
26.303,1640.136,26.303,20.24,26.303,0,
26.306,1640.14,26.306,20.24,26.306,0,
26.309,1640.14,26.309,20.24,26.309,0,
26.313,1640.146,26.313,20.24,26.313,0,
26.316,1640.15,26.316,20.24,26.316,0,
26.319,1640.15,26.319,20.24,26.319,0,
26.323,1640.15,26.323,20.24,26.323,0,
26.326,1640.15,26.326,20.24,26.326,0,
26.329,1640.137,26.329,20.24,26.329,0,
26.333,1640.13,26.333,20.24,26.333,0,
26.336,1640.13,26.336,20.24,26.336,0,
26.339,1640.124,26.339,20.24,26.339,0,
26.343,1640.114,26.343,20.24,26.343,0,
26.346,1640.11,26.346,20.24,26.346,0,
26.349,1640.11,26.349,20.24,26.349,0,
26.353,1640.104,26.353,20.24,26.353,0,
26.356,1640.094,26.356,20.24,26.356,0,
26.359,1640.09,26.359,20.24,26.359,0,
26.363,1640.09,26.363,20.23367,26.363,0,
26.366,1640.071,26.366,20.23,26.366,0,
26.369,1640.047,26.369,20.23,26.369,0,
26.373,1640.04,26.373,20.23,26.373,0,
26.376,1640.04,26.376,20.23,26.376,0,
26.379,1640.015,26.379,20.23,26.379,0,
26.383,1639.987,26.383,20.23,26.383,0,
26.386,1639.98,26.386,20.23,26.386,0,
26.389,1639.974,26.389,20.23,26.389,0,
26.393,1639.932,26.393,20.23,26.393,0,
26.396,1639.904,26.396,20.23,26.396,0,
26.399,1639.9,26.399,20.23,26.399,0,
26.403,1639.881,26.403,20.23,26.403,0,
26.406,1639.838,26.406,20.23,26.406,0,
26.409,1639.807,26.409,20.23,26.409,0,
26.413,1639.8,26.413,20.23,26.413,0,
26.416,1639.781,26.416,20.23,26.416,0,
26.419,1639.719,26.419,20.23,26.419,0,
26.423,1639.69,26.423,20.23,26.423,0,
26.426,1639.69,26.426,20.22351,26.426,0,
26.429,1639.652,26.429,20.22,26.429,0,
26.433,1639.585,26.433,20.22,26.433,0,
26.436,1639.56,26.436,20.22,26.436,0,
26.439,1639.56,26.439,20.22,26.439,0,
26.443,1639.509,26.443,20.22,26.443,0,
26.446,1639.428,26.446,20.22,26.446,0,
26.449,1639.4,26.449,20.22,26.449,0,
26.453,1639.4,26.453,20.22,26.453,0,
26.456,1639.33,26.456,20.22,26.456,0,
26.459,1639.252,26.459,20.22,26.459,0,
26.463,1639.23,26.463,20.22,26.463,0,
26.466,1639.211,26.466,20.22,26.466,0,
26.469,1639.137,26.469,20.22,26.469,0,
26.473,1639.062,26.473,20.22,26.473,0,
26.476,1639.04,26.476,20.22,26.476,0,
26.479,1639.015,26.479,20.22,26.479,0,
26.483,1638.916,26.483,20.22,26.483,0,
26.486,1638.845,26.486,20.22,26.486,0,
26.489,1638.83,26.489,20.22,26.489,0,
26.493,1638.785,26.493,20.22,26.493,0,
26.496,1638.671,26.496,20.22,26.496,0,
26.499,1638.62,26.499,20.22,26.499,0,
26.503,1638.62,26.503,20.21355,26.503,0,
26.506,1638.576,26.506,20.21,26.506,0,
26.509,1638.455,26.509,20.21,26.509,0,
26.513,1638.4,26.513,20.21,26.513,0,
26.516,1638.4,26.516,20.21,26.516,0,
26.519,1638.33,26.519,20.21,26.519,0,
26.523,1638.219,26.523,20.21,26.523,0,
26.526,1638.18,26.526,20.21,26.526,0,
26.529,1638.18,26.529,20.21,26.529,0,
26.533,1638.109,26.533,20.21,26.533,0,
26.536,1638.006,26.536,20.21,26.536,0,
26.539,1637.97,26.539,20.21,26.539,0,
26.543,1637.97,26.543,20.21,26.543,0,
26.546,1637.88,26.546,20.21,26.546,0,
26.549,1637.792,26.549,20.21,26.549,0,
26.553,1637.77,26.553,20.21,26.553,0,
26.556,1637.751,26.556,20.21,26.556,0,
26.559,1637.682,26.559,20.21,26.559,0,
26.563,1637.618,26.563,20.21,26.563,0,
26.566,1637.6,26.566,20.20359,26.566,0,
26.569,1637.555,26.569,20.2,26.569,0,
26.573,1637.478,26.573,20.2,26.573,0,
26.576,1637.431,26.576,20.2,26.576,0,
26.579,1637.42,26.579,20.2,26.579,0,
26.583,1637.387,26.583,20.2,26.583,0,
26.586,1637.312,26.586,20.2,26.586,0,
26.589,1637.28,26.589,20.2,26.589,0,
26.593,1637.28,26.593,20.2,26.593,0,
26.596,1637.248,26.596,20.2,26.596,0,
26.599,1637.198,26.599,20.2,26.599,0,
26.603,1637.18,26.603,20.2,26.603,0,
26.606,1637.18,26.606,20.2,26.606,0,
26.609,1637.154,26.609,20.2,26.609,0,
26.613,1637.108,26.613,20.2,26.613,0,
26.616,1637.09,26.616,20.2,26.616,0,
26.619,1637.09,26.619,20.2,26.619,0,
26.623,1637.065,26.623,20.2,26.623,0,
26.626,1637.037,26.626,20.2,26.626,0,
26.629,1637.03,26.629,20.19354,26.629,0,
26.633,1637.03,26.633,20.19,26.633,0,
26.636,1637.011,26.636,20.19,26.636,0,
26.639,1636.994,26.639,20.19,26.639,0,
26.643,1636.99,26.643,20.19,26.643,0,
26.646,1636.99,26.646,20.19,26.646,0,
26.649,1636.99,26.649,20.19,26.649,0,
26.653,1636.99,26.653,20.19,26.653,0,
26.656,1636.99,26.656,20.19,26.656,0,
26.659,1636.996,26.659,20.19,26.659,0,
26.663,1637.006,26.663,20.19,26.663,0,
26.666,1637.016,26.666,20.19,26.666,0,
26.669,1637.02,26.669,20.19,26.669,0,
26.673,1637.026,26.673,20.19,26.673,0,
26.676,1637.049,26.676,20.19,26.676,0,
26.679,1637.06,26.679,20.19,26.679,0,
26.683,1637.06,26.683,20.1836,26.683,0,
26.686,1637.086,26.686,20.18,26.686,0,
26.689,1637.133,26.689,20.18,26.689,0,
26.693,1637.15,26.693,20.18,26.693,0,
26.696,1637.15,26.696,20.18,26.696,0,
26.699,1637.182,26.699,20.18,26.699,0,
26.703,1637.239,26.703,20.18,26.703,0,
26.706,1637.26,26.706,20.18,26.706,0,
26.709,1637.26,26.709,20.18,26.709,0,
26.713,1637.311,26.713,20.18,26.713,0,
26.716,1637.366,26.716,20.18,26.716,0,
26.719,1637.38,26.719,20.18,26.719,0,
26.723,1637.38,26.723,20.18,26.723,0,
26.726,1637.451,26.726,20.18,26.726,0,
26.729,1637.523,26.729,20.18,26.729,0,
26.733,1637.54,26.733,20.18,26.733,0,
26.736,1637.559,26.736,20.18,26.736,0,
26.739,1637.635,26.739,20.18,26.739,0,
26.743,1637.689,26.743,20.18,26.743,0,
26.746,1637.7,26.746,20.17354,26.746,0,
26.749,1637.739,26.749,20.17,26.749,0,
26.753,1637.812,26.753,20.17,26.753,0,
26.756,1637.859,26.756,20.17,26.756,0,
26.759,1637.87,26.759,20.17,26.759,0,
26.763,1637.909,26.763,20.17,26.763,0,
26.766,1638.001,26.766,20.17,26.766,0,
26.769,1638.04,26.769,20.17,26.769,0,
26.773,1638.04,26.773,20.17,26.773,0,
26.776,1638.098,26.776,20.17,26.776,0,
26.779,1638.194,26.779,20.17,26.779,0,
26.783,1638.23,26.783,20.17,26.783,0,
26.786,1638.23,26.786,20.17,26.786,0,
26.789,1638.287,26.789,20.17,26.789,0,
26.793,1638.378,26.793,20.17,26.793,0,
26.796,1638.41,26.796,20.17,26.796,0,
26.799,1638.41,26.799,20.1636,26.799,0,
26.803,1638.487,26.803,20.16,26.803,0,
26.806,1638.563,26.806,20.16,26.806,0,
26.809,1638.58,26.809,20.16,26.809,0,
26.813,1638.58,26.813,20.16,26.813,0,
26.816,1638.658,26.816,20.16,26.816,0,
26.819,1638.739,26.819,20.16,26.819,0,
26.823,1638.76,26.823,20.16,26.823,0,
26.826,1638.78,26.826,20.16,26.826,0,
26.829,1638.861,26.829,20.16,26.829,0,
26.833,1638.919,26.833,20.16,26.833,0,
26.836,1638.93,26.836,20.16,26.836,0,
26.839,1638.969,26.839,20.16,26.839,0,
26.843,1639.061,26.843,20.16,26.843,0,
26.846,1639.1,26.846,20.16,26.846,0,
26.849,1639.1,26.849,20.16,26.849,0,
26.853,1639.139,26.853,20.16,26.853,0,
26.856,1639.225,26.856,20.16,26.856,0,
26.859,1639.26,26.859,20.16,26.859,0,
26.863,1639.26,26.863,20.15354,26.863,0,
26.866,1639.312,26.866,20.15,26.866,0,
26.869,1639.385,26.869,20.15,26.869,0,
26.873,1639.41,26.873,20.15,26.873,0,
26.876,1639.41,26.876,20.15,26.876,0,
26.879,1639.455,26.879,20.15,26.879,0,
26.883,1639.519,26.883,20.15,26.883,0,
26.886,1639.54,26.886,20.15,26.886,0,
26.889,1639.54,26.889,20.15,26.889,0,
26.893,1639.598,26.893,20.15,26.893,0,
26.896,1639.663,26.896,20.15,26.896,0,
26.899,1639.68,26.899,20.15,26.899,0,
26.903,1639.693,26.903,20.15,26.903,0,
26.906,1639.733,26.906,20.15,26.906,0,
26.909,1639.763,26.909,20.15,26.909,0,
26.913,1639.783,26.913,20.15,26.913,0,
26.916,1639.816,26.916,20.15,26.916,0,
26.919,1639.863,26.919,20.15,26.919,0,
26.923,1639.893,26.923,20.15,26.923,0,
26.926,1639.9,26.926,20.15,26.926,0,
26.929,1639.919,26.929,20.15,26.929,0,
26.933,1639.976,26.933,20.15,26.933,0,
26.936,1640,26.936,20.15,26.936,0,
26.939,1640,26.939,20.15,26.939,0,
26.943,1640.026,26.943,20.15,26.943,0,
26.946,1640.072,26.946,20.15,26.946,0,
26.949,1640.09,26.949,20.15,26.949,0,
26.953,1640.09,26.953,20.15,26.953,0,
26.956,1640.122,26.956,20.15,26.956,0,
26.959,1640.172,26.959,20.15,26.959,0,
26.963,1640.19,26.963,20.15,26.963,0,
26.966,1640.19,26.966,20.15,26.966,0,
26.969,1640.222,26.969,20.15,26.969,0,
26.973,1640.26,26.973,20.15,26.973,0,
26.976,1640.27,26.976,20.15,26.976,0,
26.979,1640.27,26.979,20.15,26.979,0,
26.983,1640.303,26.983,20.15,26.983,0,
26.986,1640.333,26.986,20.15,26.986,0,
26.989,1640.34,26.989,20.15,26.989,0,
26.993,1640.347,26.993,20.15,26.993,0,
26.996,1640.382,26.996,20.15,26.996,0,
26.999,1640.406,26.999,20.15,26.999,0,
27.003,1640.41,27.003,20.15,27.003,0,
27.006,1640.423,27.006,20.15,27.006,0,
27.009,1640.456,27.009,20.15,27.009,0,
27.013,1640.477,27.013,20.15,27.013,0,
27.016,1640.48,27.016,20.14351,27.016,0,
27.019,1640.5,27.019,20.14,27.019,0,
27.023,1640.543,27.023,20.14,27.023,0,
27.026,1640.56,27.026,20.14,27.026,0,
27.029,1640.56,27.029,20.14,27.029,0,
27.033,1640.58,27.033,20.14,27.033,0,
27.036,1640.609,27.036,20.14,27.036,0,
27.039,1640.62,27.039,20.14,27.039,0,
27.043,1640.62,27.043,20.14,27.043,0,
27.046,1640.64,27.046,20.14,27.046,0,
27.049,1640.67,27.049,20.14,27.049,0,
27.053,1640.68,27.053,20.14,27.053,0,
27.056,1640.68,27.056,20.14,27.056,0,
27.059,1640.713,27.059,20.14,27.059,0,
27.063,1640.743,27.063,20.14,27.063,0,
27.066,1640.75,27.066,20.14,27.066,0,
27.069,1640.75,27.069,20.14,27.069,0,
27.073,1640.783,27.073,20.14,27.073,0,
27.076,1640.807,27.076,20.14,27.076,0,
27.079,1640.81,27.079,20.14,27.079,0,
27.083,1640.823,27.083,20.14,27.083,0,
27.086,1640.856,27.086,20.14,27.086,0,
27.089,1640.877,27.089,20.14,27.089,0,
27.093,1640.88,27.093,20.14,27.093,0,
27.096,1640.893,27.096,20.14,27.096,0,
27.099,1640.913,27.099,20.14,27.099,0,
27.103,1640.927,27.103,20.14,27.103,0,
27.106,1640.93,27.106,20.14,27.106,0,
27.109,1640.937,27.109,20.14,27.109,0,
27.113,1640.959,27.113,20.14,27.113,0,
27.116,1640.97,27.116,20.14,27.116,0,
27.119,1640.97,27.119,20.14,27.119,0,
27.123,1640.989,27.123,20.14,27.123,0,
27.126,1641.019,27.126,20.14,27.126,0,
27.129,1641.03,27.129,20.14,27.129,0,
27.133,1641.03,27.133,20.14,27.133,0,
27.136,1641.049,27.136,20.14,27.136,0,
27.139,1641.08,27.139,20.14,27.139,0,
27.143,1641.09,27.143,20.14,27.143,0,
27.146,1641.09,27.146,20.14,27.146,0,
27.149,1641.11,27.149,20.14,27.149,0,
27.153,1641.126,27.153,20.14,27.153,0,
27.156,1641.13,27.156,20.14,27.156,0,
27.159,1641.13,27.159,20.14,27.159,0,
27.163,1641.156,27.163,20.14,27.163,0,
27.166,1641.183,27.166,20.14,27.166,0,
27.169,1641.19,27.169,20.14,27.169,0,
27.173,1641.196,27.173,20.14,27.173,0,
27.176,1641.213,27.176,20.14,27.176,0,
27.179,1641.22,27.179,20.14,27.179,0,
27.183,1641.22,27.183,20.14,27.183,0,
27.186,1641.233,27.186,20.14,27.186,0,
27.189,1641.26,27.189,20.14,27.189,0,
27.193,1641.27,27.193,20.14,27.193,0,
27.196,1641.27,27.196,20.14,27.196,0,
27.199,1641.283,27.199,20.14,27.199,0,
27.203,1641.303,27.203,20.14,27.203,0,
27.206,1641.31,27.206,20.14,27.206,0,
27.209,1641.31,27.209,20.14,27.209,0,
27.213,1641.323,27.213,20.14,27.213,0,
27.216,1641.35,27.216,20.14,27.216,0,
27.219,1641.36,27.219,20.14,27.219,0,
27.223,1641.36,27.223,20.14,27.223,0,
27.226,1641.367,27.226,20.14,27.226,0,
27.229,1641.383,27.229,20.14,27.229,0,
27.233,1641.39,27.233,20.14,27.233,0,
27.236,1641.39,27.236,20.14,27.236,0,
27.239,1641.403,27.239,20.14,27.239,0,
27.243,1641.417,27.243,20.14,27.243,0,
27.246,1641.42,27.246,20.14,27.246,0,
27.249,1641.427,27.249,20.14,27.249,0,
27.253,1641.443,27.253,20.14,27.253,0,
27.256,1641.457,27.256,20.14,27.256,0,
27.259,1641.46,27.259,20.14,27.259,0,
27.263,1641.466,27.263,20.14,27.263,0,
27.266,1641.477,27.266,20.14,27.266,0,
27.269,1641.48,27.269,20.14,27.269,0,
27.273,1641.48,27.273,20.14,27.273,0,
27.276,1641.487,27.276,20.14,27.276,0,
27.279,1641.503,27.279,20.14,27.279,0,
27.283,1641.51,27.283,20.14,27.283,0,
27.286,1641.51,27.286,20.14,27.286,0,
27.289,1641.523,27.289,20.14,27.289,0,
27.293,1641.536,27.293,20.14,27.293,0,
27.296,1641.54,27.296,20.14,27.296,0,
27.299,1641.54,27.299,20.14,27.299,0,
27.303,1641.553,27.303,20.14,27.303,0,
27.306,1641.567,27.306,20.14,27.306,0,
27.309,1641.57,27.309,20.14,27.309,0,
27.313,1641.57,27.313,20.14,27.313,0,
27.316,1641.583,27.316,20.14,27.316,0,
27.319,1641.597,27.319,20.14,27.319,0,
27.323,1641.6,27.323,20.14,27.323,0,
27.326,1641.6,27.326,20.14,27.326,0,
27.329,1641.613,27.329,20.14,27.329,0,
27.333,1641.633,27.333,20.14,27.333,0,
27.336,1641.64,27.336,20.14,27.336,0,
27.339,1641.64,27.339,20.14,27.339,0,
27.343,1641.653,27.343,20.14,27.343,0,
27.346,1641.66,27.346,20.14,27.346,0,
27.349,1641.66,27.349,20.14,27.349,0,
27.353,1641.667,27.353,20.14,27.353,0,
27.356,1641.683,27.356,20.14,27.356,0,
27.359,1641.697,27.359,20.14,27.359,0,
27.363,1641.7,27.363,20.14,27.363,0,
27.366,1641.707,27.366,20.14,27.366,0,
27.369,1641.723,27.369,20.14,27.369,0,
27.373,1641.73,27.373,20.14,27.373,0,
27.376,1641.73,27.376,20.14,27.376,0,
27.379,1641.737,27.379,20.14,27.379,0,
27.383,1641.747,27.383,20.14,27.383,0,
27.386,1641.75,27.386,20.14,27.386,0,
27.389,1641.75,27.389,20.14,27.389,0,
27.393,1641.763,27.393,20.14,27.393,0,
27.396,1641.776,27.396,20.14,27.396,0,
27.399,1641.78,27.399,20.14,27.399,0,
27.403,1641.78,27.403,20.14,27.403,0,
27.406,1641.8,27.406,20.14,27.406,0,
27.409,1641.817,27.409,20.14,27.409,0,
27.413,1641.82,27.413,20.14,27.413,0,
27.416,1641.82,27.416,20.14,27.416,0,
27.419,1641.839,27.419,20.14,27.419,0,
27.423,1641.857,27.423,20.14,27.423,0,
27.426,1641.86,27.426,20.14,27.426,0,
27.429,1641.867,27.429,20.14,27.429,0,
27.433,1641.883,27.433,20.14,27.433,0,
27.436,1641.89,27.436,20.14,27.436,0,
27.439,1641.89,27.439,20.14,27.439,0,
27.443,1641.897,27.443,20.14,27.443,0,
27.446,1641.913,27.446,20.14,27.446,0,
27.449,1641.92,27.449,20.14,27.449,0,
27.453,1641.92,27.453,20.14,27.453,0,
27.456,1641.927,27.456,20.14,27.456,0,
27.459,1641.937,27.459,20.14,27.459,0,
27.463,1641.94,27.463,20.14,27.463,0,
27.466,1641.94,27.466,20.14,27.466,0,
27.469,1641.953,27.469,20.14,27.469,0,
27.473,1641.967,27.473,20.14,27.473,0,
27.476,1641.97,27.476,20.14,27.476,0,
27.479,1641.97,27.479,20.14,27.479,0,
27.483,1641.983,27.483,20.14,27.483,0,
27.486,1642.003,27.486,20.14,27.486,0,
27.489,1642.01,27.489,20.14,27.489,0,
27.493,1642.01,27.493,20.14,27.493,0,
27.496,1642.023,27.496,20.14,27.496,0,
27.499,1642.037,27.499,20.14,27.499,0,
27.503,1642.04,27.503,20.14,27.503,0,
27.506,1642.04,27.506,20.14,27.506,0,
27.509,1642.053,27.509,20.14,27.509,0,
27.513,1642.067,27.513,20.14,27.513,0,
27.516,1642.07,27.516,20.14,27.516,0,
27.519,1642.077,27.519,20.14,27.519,0,
27.523,1642.1,27.523,20.14,27.523,0,
27.526,1642.11,27.526,20.14,27.526,0,
27.529,1642.11,27.529,20.14,27.529,0,
27.533,1642.123,27.533,20.14,27.533,0,
27.536,1642.143,27.536,20.14,27.536,0,
27.539,1642.15,27.539,20.14,27.539,0,
27.543,1642.15,27.543,20.14,27.543,0,
27.546,1642.157,27.546,20.14,27.546,0,
27.549,1642.173,27.549,20.14,27.549,0,
27.553,1642.18,27.553,20.14,27.553,0,
27.556,1642.18,27.556,20.14,27.556,0,
27.559,1642.187,27.559,20.14,27.559,0,
27.563,1642.203,27.563,20.14,27.563,0,
27.566,1642.21,27.566,20.14,27.566,0,
27.569,1642.21,27.569,20.14,27.569,0,
27.573,1642.223,27.573,20.14,27.573,0,
