Chrom.1,,Chrom.1,,Chrom.1,,
0.49,263.13,0.49,36.08,0.49,0,
0.493,263.13,0.493,36.08,0.493,0,
0.497,263.13,0.497,36.08,0.497,0,
0.5,263.13,0.5,36.08,0.5,0,
0.503,263.13,0.503,36.08,0.503,0,
0.507,263.13,0.507,36.08,0.507,0,
0.51,263.1295,0.51,36.08,0.51,0,
0.513,263.12,0.513,36.08,0.513,0,
0.517,263.12,0.517,36.08,0.517,0,
0.52,263.12,0.52,36.08,0.52,0,
0.523,263.12,0.523,36.08,0.523,0,
0.527,263.12,0.527,36.08,0.527,0,
0.53,263.12,0.53,36.08,0.53,0,
0.533,263.12,0.533,36.08,0.533,0,
0.537,263.1196,0.537,36.08,0.537,0,
0.54,263.11,0.54,36.08,0.54,0,
0.543,263.11,0.543,36.08,0.543,0,
0.547,263.11,0.547,36.08,0.547,0,
0.55,263.11,0.55,36.08,0.55,0,
0.553,263.11,0.553,36.08,0.553,0,
0.557,263.11,0.557,36.08,0.557,0,
0.56,263.11,0.56,36.08,0.56,0,
0.563,263.11,0.563,36.08,0.563,0,
0.567,263.11,0.567,36.08,0.567,0,
0.57,263.11,0.57,36.08,0.57,0,
0.573,263.11,0.573,36.08,0.573,0,
0.577,263.1104,0.577,36.08,0.577,0,
0.58,263.12,0.58,36.08,0.58,0,
0.583,263.12,0.583,36.08,0.583,0,
0.587,263.12,0.587,36.08,0.587,0,
0.59,263.1205,0.59,36.08,0.59,0,
0.593,263.13,0.593,36.08,0.593,0,
0.597,263.13,0.597,36.08,0.597,0,
0.6,263.13,0.6,36.08,0.6,0,
0.603,263.13,0.603,36.08,0.603,0,
0.607,263.13,0.607,36.08,0.607,0,
0.61,263.13,0.61,36.08,0.61,0,
0.613,263.13,0.613,36.08,0.613,0,
0.617,263.13,0.617,36.08,0.617,0,
0.62,263.13,0.62,36.08,0.62,0,
0.623,263.13,0.623,36.08,0.623,0,
0.627,263.13,0.627,36.08,0.627,0,
0.63,263.1306,0.63,36.08,0.63,0,
0.633,263.14,0.633,36.08,0.633,0,
0.637,263.14,0.637,36.08,0.637,0,
0.64,263.14,0.64,36.08,0.64,0,
0.643,263.1404,0.643,36.08,0.643,0,
0.647,263.15,0.647,36.08,0.647,0,
0.65,263.15,0.65,36.08,0.65,0,
0.653,263.1496,0.653,36.08,0.653,0,
0.657,263.14,0.657,36.08,0.657,0,
0.66,263.14,0.66,36.08,0.66,0,
0.663,263.1404,0.663,36.08,0.663,0,
0.667,263.15,0.667,36.08,0.667,0,
0.67,263.15,0.67,36.08,0.67,0,
0.673,263.15,0.673,36.08,0.673,0,
0.677,263.15,0.677,36.08,0.677,0,
0.68,263.15,0.68,36.08,0.68,0,
0.683,263.15,0.683,36.08,0.683,0,
0.687,263.15,0.687,36.08,0.687,0,
0.69,263.1506,0.69,36.08,0.69,0,
0.693,263.16,0.693,36.08,0.693,0,
0.697,263.16,0.697,36.08,0.697,0,
0.7,263.16,0.7,36.08,0.7,0,
0.703,263.16,0.703,36.08,0.703,0,
0.707,263.16,0.707,36.08,0.707,0,
0.71,263.16,0.71,36.08,0.71,0,
0.713,263.16,0.713,36.08,0.713,0,
0.717,263.1606,0.717,36.08,0.717,0,
0.72,263.17,0.72,36.08,0.72,0,
0.723,263.17,0.723,36.08,0.723,0,
0.727,263.17,0.727,36.08,0.727,0,
0.73,263.17,0.73,36.08,0.73,0,
0.733,263.17,0.733,36.08,0.733,0,
0.737,263.17,0.737,36.08,0.737,0,
0.74,263.1707,0.74,36.08,0.74,0,
0.743,263.18,0.743,36.08,0.743,0,
0.747,263.18,0.747,36.08,0.747,0,
0.75,263.18,0.75,36.08,0.75,0,
0.753,263.1805,0.753,36.08,0.753,0,
0.757,263.19,0.757,36.08,0.757,0,
0.76,263.19,0.76,36.08,0.76,0,
0.763,263.19,0.763,36.08,0.763,0,
0.767,263.19,0.767,36.08,0.767,0,
0.77,263.19,0.77,36.08,0.77,0,
0.773,263.19,0.773,36.08,0.773,0,
0.777,263.19,0.777,36.08,0.777,0,
0.78,263.1907,0.78,36.08,0.78,0,
0.783,263.2,0.783,36.08,0.783,0,
0.787,263.2,0.787,36.08,0.787,0,
0.79,263.2,0.79,36.08,0.79,0,
0.793,263.2005,0.793,36.08,0.793,0,
0.797,263.21,0.797,36.08,0.797,0,
0.8,263.21,0.8,36.08,0.8,0,
0.803,263.21,0.803,36.08,0.803,0,
0.807,263.21,0.807,36.08,0.807,0,
0.81,263.2107,0.81,36.08,0.81,0,
0.813,263.22,0.813,36.08,0.813,0,
0.817,263.22,0.817,36.08,0.817,0,
0.82,263.22,0.82,36.08,0.82,0,
0.823,263.22,0.823,36.08,0.823,0,
0.827,263.22,0.827,36.08,0.827,0,
0.83,263.2207,0.83,36.08,0.83,0,
0.833,263.23,0.833,36.08,0.833,0,
0.837,263.23,0.837,36.08,0.837,0,
0.84,263.23,0.84,36.08,0.84,0,
0.843,263.23,0.843,36.08,0.843,0,
0.847,263.2294,0.847,36.08,0.847,0,
0.85,263.22,0.85,36.08,0.85,0,
0.853,263.22,0.853,36.08,0.853,0,
0.857,263.22,0.857,36.08,0.857,0,
0.86,263.22,0.86,36.08,0.86,0,
0.863,263.22,0.863,36.08,0.863,0,
0.867,263.22,0.867,36.08,0.867,0,
0.87,263.2193,0.87,36.08,0.87,0,
0.873,263.2105,0.873,36.08,0.873,0,
0.877,263.22,0.877,36.08,0.877,0,
0.88,263.22,0.88,36.08,0.88,0,
0.883,263.22,0.883,36.08,0.883,0,
0.887,263.2206,0.887,36.08,0.887,0,
0.89,263.23,0.89,36.08,0.89,0,
0.893,263.23,0.893,36.08,0.893,0,
0.897,263.2307,0.897,36.08,0.897,0,
0.9,263.2393,0.9,36.08,0.9,0,
0.903,263.23,0.903,36.08,0.903,0,
0.907,263.23,0.907,36.08,0.907,0,
0.91,263.2307,0.91,36.08,0.91,0,
0.913,263.24,0.913,36.08,0.913,0,
0.917,263.24,0.917,36.08,0.917,0,
0.92,263.24,0.92,36.08,0.92,0,
0.923,263.24,0.923,36.08,0.923,0,
0.927,263.24,0.927,36.08,0.927,0,
0.93,263.24,0.93,36.08,0.93,0,
0.933,263.24,0.933,36.08,0.933,0,
0.937,263.24,0.937,36.08,0.937,0,
0.94,263.24,0.94,36.08,0.94,0,
0.943,263.24,0.943,36.08,0.943,0,
0.947,263.24,0.947,36.08,0.947,0,
0.95,263.24,0.95,36.08,0.95,0,
0.953,263.24,0.953,36.08,0.953,0,
0.957,263.24,0.957,36.08,0.957,0,
0.96,263.24,0.96,36.08,0.96,0,
0.964,263.2406,0.964,36.08,0.964,0,
0.967,263.25,0.967,36.08,0.967,0,
0.97,263.25,0.97,36.08,0.97,0,
0.974,263.2506,0.974,36.08,0.974,0,
0.977,263.2607,0.977,36.08,0.977,0,
0.98,263.27,0.98,36.08,0.98,0,
0.984,263.27,0.984,36.08,0.984,0,
0.987,263.27,0.987,36.08,0.987,0,
0.99,263.27,0.99,36.08,0.99,0,
0.994,263.27,0.994,36.08,0.994,0,
0.997,263.27,0.997,36.08,0.997,0,
1,263.2692,1,36.08,1,0,
1.004,263.2594,1.004,36.08,1.004,0,
1.007,263.25,1.007,36.08,1.007,0,
1.01,263.2492,1.01,36.08,1.01,0,
1.014,263.2381,1.014,36.08,1.014,0,
1.017,263.2093,1.017,36.08,1.017,0,
1.02,263.2,1.02,36.08,1.02,0,
1.024,263.1987,1.024,36.08,1.024,0,
1.027,263.1778,1.027,36.08,1.027,0,
1.03,263.1492,1.03,36.08,1.03,0,
1.034,263.14,1.034,36.08065,1.034,0,
1.037,263.1378,1.037,36.09,1.037,0,
1.04,263.1042,1.04,36.09,1.04,0,
1.044,263.04,1.044,36.09,1.044,0,
1.047,263.04,1.047,36.09,1.047,0,
1.05,263.0342,1.05,36.09,1.05,0,
1.054,262.966,1.054,36.09,1.054,0,
1.057,262.91,1.057,36.09,1.057,0,
1.06,262.91,1.06,36.09,1.06,0,
1.064,262.906,1.064,36.09,1.064,0,
1.067,262.8454,1.067,36.09,1.067,0,
1.07,262.79,1.07,36.09,1.07,0,
1.074,262.79,1.074,36.09067,1.074,0,
1.077,262.7823,1.077,36.1,1.077,0,
1.08,262.6866,1.08,36.1,1.08,0,
1.084,262.65,1.084,36.09932,1.084,0,
1.087,262.65,1.087,36.09078,1.087,0,
1.09,262.6423,1.09,36.1,1.09,0,
1.094,262.5573,1.094,36.1,1.094,0,
1.097,262.52,1.097,36.1,1.097,0,
1.1,262.5182,1.1,36.1,1.1,0,
1.104,262.4952,1.104,36.1,1.104,0,
1.107,262.4284,1.107,36.1,1.107,0,
1.11,262.41,1.11,36.1,1.11,0,
1.114,262.4079,1.114,36.1,1.114,0,
1.117,262.3752,1.117,36.1,1.117,0,
1.12,262.32,1.12,36.1,1.12,0,
1.124,262.32,1.124,36.1,1.124,0,
1.127,262.3176,1.127,36.1008,1.127,0,
1.13,262.2865,1.13,36.11,1.13,0,
1.134,262.25,1.134,36.11,1.134,0,
1.137,262.25,1.137,36.11,1.137,0,
1.14,262.2482,1.14,36.11,1.14,0,
1.144,262.2293,1.144,36.11,1.144,0,
1.147,262.22,1.147,36.11,1.147,0,
1.15,262.22,1.15,36.11,1.15,0,
1.154,262.2193,1.154,36.11,1.154,0,
1.157,262.21,1.157,36.11,1.157,0,
1.16,262.21,1.16,36.11,1.16,0,
1.164,262.21,1.164,36.11,1.164,0,
1.167,262.2117,1.167,36.11,1.167,0,
1.17,262.2309,1.17,36.11,1.17,0,
1.174,262.24,1.174,36.11,1.174,0,
1.177,262.2408,1.177,36.11,1.177,0,
1.18,262.25,1.18,36.11,1.18,0,
1.184,262.2507,1.184,36.11,1.184,0,
1.187,262.26,1.187,36.11084,1.187,0,
1.19,262.2609,1.19,36.12,1.19,0,
1.194,262.2715,1.194,36.12,1.194,0,
1.197,262.2917,1.197,36.12,1.197,0,
1.2,262.31,1.2,36.12,1.2,0,
1.204,262.3115,1.204,36.12,1.204,0,
1.207,262.3369,1.207,36.12,1.207,0,
1.21,262.41,1.21,36.12,1.21,0,
1.214,262.41,1.214,36.12,1.214,0,
1.217,262.4169,1.217,36.12,1.217,0,
1.22,262.4984,1.22,36.12,1.22,0,
1.224,262.58,1.224,36.12,1.224,0,
1.227,262.58,1.227,36.12,1.227,0,
1.23,262.5904,1.23,36.12,1.23,0,
1.234,262.6985,1.234,36.12,1.234,0,
1.237,262.8,1.237,36.12,1.237,0,
1.24,262.8,1.24,36.12,1.24,0,
1.244,262.8132,1.244,36.12,1.244,0,
1.247,262.9788,1.247,36.12,1.247,0,
1.25,263.07,1.25,36.12096,1.25,0,
1.254,263.07,1.254,36.13,1.254,0,
1.257,263.0913,1.257,36.13,1.257,0,
1.26,263.3225,1.26,36.13,1.26,0,
1.264,263.44,1.264,36.13,1.264,0,
1.267,263.4463,1.267,36.13,1.267,0,
1.27,263.5371,1.27,36.13,1.27,0,
1.274,263.7964,1.274,36.13,1.274,0,
1.277,263.87,1.277,36.13,1.277,0,
1.28,263.8836,1.28,36.13,1.28,0,
1.284,264.0269,1.284,36.13,1.284,0,
1.287,264.2263,1.287,36.13,1.287,0,
1.29,264.29,1.29,36.13,1.29,0,
1.294,264.3013,1.294,36.13,1.294,0,
1.297,264.4537,1.297,36.13,1.297,0,
1.3,264.69,1.3,36.13,1.3,0,
1.304,264.69,1.304,36.13082,1.304,0,
1.307,264.7065,1.307,36.14,1.307,0,
1.31,264.8869,1.31,36.14,1.31,0,
1.314,265.04,1.314,36.14,1.314,0,
1.317,265.04,1.317,36.14,1.317,0,
1.32,265.054,1.32,36.14,1.32,0,
1.324,265.1899,1.324,36.14,1.324,0,
1.327,265.3,1.327,36.14,1.327,0,
1.33,265.3,1.33,36.14,1.33,0,
1.334,265.3117,1.334,36.14,1.334,0,
1.337,265.4447,1.337,36.14,1.337,0,
1.34,265.49,1.34,36.14,1.34,0,
1.344,265.49,1.344,36.14,1.344,0,
1.347,265.4957,1.347,36.14,1.347,0,
1.35,265.551,1.35,36.14,1.35,0,
1.354,265.56,1.354,36.14,1.354,0,
1.357,265.56,1.357,36.14,1.357,0,
1.36,265.558,1.36,36.14,1.36,0,
1.364,265.5392,1.364,36.14,1.364,0,
1.367,265.53,1.367,36.14,1.367,0,
1.37,265.5259,1.37,36.14,1.37,0,
1.374,265.4814,1.374,36.14,1.374,0,
1.377,265.3871,1.377,36.14,1.377,0,
1.38,265.36,1.38,36.14103,1.38,0,
1.384,265.3522,1.384,36.15,1.384,0,
1.387,265.2477,1.387,36.15,1.387,0,
1.39,265.04,1.39,36.15,1.39,0,
1.394,265.04,1.394,36.15,1.394,0,
1.397,265.0215,1.397,36.15,1.397,0,
1.4,264.8249,1.4,36.15,1.4,0,
1.404,264.61,1.404,36.15,1.404,0,
1.407,264.61,1.407,36.15,1.407,0,
1.41,264.5794,1.41,36.15,1.41,0,
1.414,264.2917,1.414,36.15,1.414,0,
1.417,264,1.417,36.15,1.417,0,
1.42,264,1.42,36.15,1.42,0,
1.424,263.9563,1.424,36.15,1.424,0,
1.427,263.4822,1.427,36.15,1.427,0,
1.43,263.23,1.43,36.15,1.43,0,
1.434,263.23,1.434,36.15,1.434,0,
1.437,263.168,1.437,36.15,1.437,0,
1.44,262.5736,1.44,36.15,1.44,0,
1.444,262.27,1.444,36.15091,1.444,0,
1.447,262.2519,1.447,36.16,1.447,0,
1.45,262.0081,1.45,36.16,1.45,0,
1.454,261.3118,1.454,36.16,1.454,0,
1.457,261.13,1.457,36.16,1.457,0,
1.46,261.0856,1.46,36.16,1.46,0,
1.464,260.6366,1.464,36.16,1.464,0,
1.467,259.81,1.467,36.16,1.467,0,
1.47,259.81,1.47,36.16,1.47,0,
1.474,259.7648,1.474,36.16,1.474,0,
1.477,259.2144,1.477,36.16,1.477,0,
1.48,258.29,1.48,36.16,1.48,0,
1.484,258.29,1.484,36.16,1.484,0,
1.487,258.2043,1.487,36.16,1.487,0,
1.49,257.363,1.49,36.16,1.49,0,
1.494,256.58,1.494,36.16,1.494,0,
1.497,256.58,1.497,36.16,1.497,0,
1.5,256.4792,1.5,36.16,1.5,0,
1.504,255.5815,1.504,36.16,1.504,0,
1.507,254.73,1.507,36.16105,1.507,0,
1.51,254.73,1.51,36.17,1.51,0,
1.514,254.6058,1.514,36.17,1.514,0,
1.517,253.3496,1.517,36.17,1.517,0,
1.52,252.75,1.52,36.17,1.52,0,
1.524,252.7176,1.524,36.17,1.524,0,
1.527,252.299,1.527,36.17,1.527,0,
1.53,251.2812,1.53,36.17,1.53,0,
1.534,250.66,1.534,36.17,1.534,0,
1.537,250.5845,1.537,36.17,1.537,0,
1.54,249.8254,1.54,36.17,1.54,0,
1.544,248.8143,1.544,36.17,1.544,0,
1.547,248.48,1.547,36.17,1.547,0,
1.55,248.3946,1.55,36.17,1.55,0,
1.554,247.5811,1.554,36.17,1.554,0,
1.557,246.2,1.557,36.17,1.557,0,
1.56,246.2,1.56,36.17,1.56,0,
1.564,246.0874,1.564,36.17,1.564,0,
1.567,244.9223,1.567,36.17,1.567,0,
1.57,243.87,1.57,36.17,1.57,0,
1.574,243.87,1.574,36.17098,1.574,0,
1.577,243.7393,1.577,36.18,1.577,0,
1.58,242.5312,1.58,36.18,1.58,0,
1.584,241.47,1.584,36.18,1.584,0,
1.587,241.47,1.587,36.18,1.587,0,
1.59,241.2805,1.59,36.18,1.59,0,
1.594,239.7581,1.594,36.18,1.594,0,
1.597,239.02,1.597,36.18,1.597,0,
1.6,239.02,1.6,36.18,1.6,0,
1.604,238.8553,1.604,36.18,1.604,0,
1.607,237.2881,1.607,36.18,1.607,0,
1.61,236.55,1.61,36.18,1.61,0,
1.614,236.5086,1.614,36.18,1.614,0,
1.617,235.9563,1.617,36.18,1.617,0,
1.62,234.4404,1.62,36.18,1.62,0,
1.624,234.07,1.624,36.18,1.624,0,
1.627,233.9782,1.627,36.18,1.627,0,
1.63,233.1028,1.63,36.18,1.63,0,
1.634,231.968,1.634,36.18,1.634,0,
1.637,231.6,1.637,36.18113,1.637,0,
1.64,231.501,1.64,36.19,1.64,0,
1.644,230.5992,1.644,36.19,1.644,0,
1.647,229.11,1.647,36.19,1.647,0,
1.65,229.11,1.65,36.19,1.65,0,
1.654,228.9827,1.654,36.19,1.654,0,
1.657,227.7399,1.657,36.19,1.657,0,
1.66,226.65,1.66,36.19,1.66,0,
1.664,226.65,1.664,36.19,1.664,0,
1.667,226.5103,1.667,36.19,1.667,0,
1.67,225.2834,1.67,36.19,1.67,0,
1.674,224.22,1.674,36.19,1.674,0,
1.677,224.22,1.677,36.19,1.677,0,
1.68,224.0252,1.68,36.19,1.68,0,
1.684,222.5356,1.684,36.19,1.684,0,
1.687,221.82,1.687,36.19,1.687,0,
1.69,221.82,1.69,36.19,1.69,0,
1.694,221.6503,1.694,36.19,1.694,0,
1.697,220.1292,1.697,36.19,1.697,0,
1.7,219.44,1.7,36.19,1.7,0,
1.704,219.3984,1.704,36.19,1.704,0,
1.707,218.8698,1.707,36.19,1.707,0,
1.71,217.463,1.71,36.19,1.71,0,
1.714,217.13,1.714,36.19,1.714,0,
1.717,217.0406,1.717,36.19,1.717,0,
1.72,216.2297,1.72,36.19,1.72,0,
1.724,215.2001,1.724,36.19,1.724,0,
1.727,214.87,1.727,36.19,1.727,0,
1.73,214.7776,1.73,36.19,1.73,0,
1.734,213.9715,1.734,36.19,1.734,0,
1.737,212.67,1.737,36.19,1.737,0,
1.74,212.67,1.74,36.19,1.74,0,
1.744,212.552,1.744,36.19,1.744,0,
1.747,211.4621,1.747,36.19,1.747,0,
1.75,210.52,1.75,36.19,1.75,0,
1.754,210.52,1.754,36.19,1.754,0,
1.757,210.3938,1.757,36.19,1.757,0,
1.76,209.3408,1.76,36.19,1.76,0,
1.764,208.45,1.764,36.19,1.764,0,
1.767,208.45,1.767,36.19,1.767,0,
1.77,208.2795,1.77,36.19,1.77,0,
1.774,207.0367,1.774,36.19,1.774,0,
1.777,206.45,1.777,36.19,1.777,0,
1.78,206.45,1.78,36.19,1.78,0,
1.784,206.3059,1.784,36.19,1.784,0,
1.787,205.0819,1.787,36.19,1.787,0,
1.79,204.52,1.79,36.19,1.79,0,
1.794,204.4841,1.794,36.19,1.794,0,
1.797,204.0479,1.797,36.19,1.797,0,
1.8,202.92,1.8,36.19,1.8,0,
1.804,202.65,1.804,36.19,1.804,0,
1.807,202.576,1.807,36.19,1.807,0,
1.81,201.9346,1.81,36.19,1.81,0,
1.814,201.1259,1.814,36.19,1.814,0,
1.817,200.86,1.817,36.19,1.817,0,
1.82,200.7845,1.82,36.19,1.82,0,
1.824,200.1521,1.824,36.19,1.824,0,
1.827,199.16,1.827,36.19,1.827,0,
1.83,199.16,1.83,36.19,1.83,0,
1.834,199.0647,1.834,36.19,1.834,0,
1.837,198.2273,1.837,36.19,1.837,0,
1.84,197.51,1.84,36.19,1.84,0,
1.844,197.51,1.844,36.19,1.844,0,
1.847,197.4106,1.847,36.19,1.847,0,
1.85,196.6183,1.85,36.19,1.85,0,
1.854,195.95,1.854,36.19,1.854,0,
1.857,195.95,1.857,36.19,1.857,0,
1.86,195.8173,1.86,36.19,1.86,0,
1.864,194.8928,1.864,36.19,1.864,0,
1.867,194.46,1.867,36.19,1.867,0,
1.87,194.428,1.87,36.19,1.87,0,
1.874,194.1366,1.874,36.19,1.874,0,
1.877,193.4513,1.877,36.19,1.877,0,
1.88,193.05,1.88,36.19,1.88,0,
1.884,192.9969,1.884,36.19,1.884,0,
1.887,192.514,1.887,36.19,1.887,0,
1.89,191.9017,1.89,36.19,1.89,0,
1.894,191.72,1.894,36.19,1.894,0,
1.897,191.6633,1.897,36.19,1.897,0,
1.9,191.1665,1.9,36.19,1.9,0,
1.904,190.44,1.904,36.19,1.904,0,
1.907,190.44,1.907,36.1887,1.907,0,
1.91,190.3572,1.91,36.18136,1.91,0,
1.914,189.7593,1.914,36.19,1.914,0,
1.917,189.24,1.917,36.19,1.917,0,
1.92,189.24,1.92,36.19,1.92,0,
1.924,189.1713,1.924,36.19,1.924,0,
1.927,188.5993,1.927,36.19,1.927,0,
1.93,188.13,1.93,36.18863,1.93,0,
1.934,188.13,1.934,36.18,1.934,0,
1.937,188.0354,1.937,36.18,1.937,0,
1.94,187.3618,1.94,36.18,1.94,0,
1.944,187.06,1.944,36.18,1.944,0,
1.947,187.06,1.947,36.18,1.947,0,
1.95,186.966,1.95,36.18,1.95,0,
1.954,186.3408,1.954,36.18,1.954,0,
1.957,186.06,1.957,36.18,1.957,0,
1.96,186.0378,1.96,36.18,1.96,0,
1.964,185.8434,1.964,36.18,1.964,0,
1.967,185.3987,1.967,36.18,1.967,0,
1.97,185.13,1.97,36.18,1.97,0,
1.974,185.0929,1.974,36.18,1.974,0,
1.977,184.7711,1.977,36.18,1.977,0,
1.98,184.3704,1.98,36.18,1.98,0,
