Chrom.1,,Chrom.1,,Chrom.1,,
14.64,144.1475,14.64,35.91,14.64,60.33968,
14.643,144.4511,14.643,35.91,14.643,60.35941,
14.646,144.46,14.646,35.91,14.646,60.37959,
14.65,145.0539,14.65,35.91,14.65,60.3998,
14.653,145.924,14.653,35.91,14.653,60.42913,
14.656,146.2343,14.656,35.91,14.656,60.44961,
14.66,146.24,14.66,35.91,14.66,60.4698,
14.663,146.813,14.663,35.91,14.663,60.48943,
14.666,147.9872,14.666,35.91,14.666,60.50961,
14.67,148.01,14.67,35.91,14.67,60.53973,
14.673,148.01,14.673,35.91,14.673,60.55944,
14.676,148.8833,14.676,35.91,14.676,60.57963,
14.68,149.7925,14.68,35.91,14.68,60.59983,
14.683,149.8,14.683,35.91,14.683,60.62918,
14.686,149.8,14.686,35.91,14.686,60.64964,
14.69,150.693,14.69,35.91,14.69,60.66984,
14.693,151.5855,14.693,35.91,14.693,60.68946,
14.696,151.61,14.696,35.91,14.696,60.70965,
14.7,151.61,14.7,35.91,14.7,60.72985,
14.703,152.7881,14.703,35.91,14.703,60.74947,
14.706,153.4198,14.706,35.91,14.706,60.7795,
14.71,153.43,14.71,35.90007,14.71,60.79987,
14.713,153.43,14.713,35.9,14.713,60.81948,
14.716,154.6204,14.716,35.9,14.716,60.83968,
14.72,155.2465,14.72,35.9,14.72,60.85989,
14.723,155.25,14.723,35.9,14.723,60.88925,
14.726,155.5552,14.726,35.9,14.726,60.90969,
14.73,156.7737,14.73,35.9,14.73,60.9299,
14.733,157.0824,14.733,35.9,14.733,60.94951,
14.736,157.09,14.736,35.9,14.736,60.97956,
14.74,157.6972,14.74,35.9,14.74,60.99991,
14.743,158.6078,14.743,35.9,14.743,61.01952,
14.746,158.9356,14.746,35.9,14.746,61.03972,
14.75,158.94,14.75,35.9,14.75,61.05993,
14.753,159.5358,14.753,35.9,14.753,61.0893,
14.756,160.7633,14.756,35.9,14.756,61.10973,
14.76,160.78,14.76,35.9,14.76,61.12994,
14.763,160.78,14.763,35.9,14.763,61.14955,
14.766,161.6979,14.766,35.9,14.766,61.17961,
14.77,162.6376,14.77,35.9,14.77,61.19995,
14.773,162.64,14.773,35.9,14.773,61.21956,
14.776,162.64,14.776,35.9,14.776,61.23976,
14.78,163.5781,14.78,35.9,14.78,61.25996,
14.783,164.5,14.783,35.9,14.783,61.28936,
14.786,164.52,14.786,35.9,14.786,61.30977,
14.79,164.52,14.79,35.9,14.79,61.32998,
14.793,165.7636,14.793,35.9,14.793,61.34958,
14.796,166.423,14.796,35.9,14.796,61.37967,
14.8,166.43,14.8,35.9,14.8,61.39999,
14.803,166.43,14.803,35.9,14.803,61.4196,
14.806,167.6765,14.806,35.9,14.806,61.43979,
14.81,168.3198,14.81,35.9,14.81,61.45999,
14.813,168.32,14.813,35.9,14.813,61.48941,
14.816,168.627,14.816,35.9,14.816,61.5098,
14.82,169.9001,14.82,35.9,14.82,61.53,
14.823,170.2139,14.823,35.9,14.823,61.54962,
14.826,170.22,14.826,35.9,14.826,61.57972,
14.83,170.8608,14.83,35.9,14.83,61.60001,
14.833,171.7924,14.833,35.9,14.833,61.61963,
14.836,172.1272,14.836,35.9,14.836,61.63983,
14.84,172.1311,14.84,35.9,14.84,61.66005,
14.843,172.7685,14.843,35.9,14.843,61.68947,
14.846,174.0596,14.846,35.9,14.846,61.69992,
14.85,174.07,14.85,35.89998,14.85,61.73005,
14.853,174.07,14.853,35.89017,14.853,61.74966,
14.856,175.033,14.856,35.89,14.856,61.76986,
14.86,175.99,14.86,35.89,14.86,61.79006,
14.863,175.99,14.863,35.89,14.863,61.80967,
14.866,175.99,14.866,35.89,14.866,61.8398,
14.87,176.9633,14.87,35.89,14.87,61.86007,
14.873,177.9145,14.873,35.89,14.873,61.87968,
14.876,177.93,14.876,35.89,14.876,61.89988,
14.88,177.9354,14.88,35.89,14.88,61.93008,
14.883,179.2005,14.883,35.89,14.883,61.9497,
14.886,179.8664,14.886,35.89,14.886,61.96989,
14.89,179.8715,14.89,35.89,14.89,61.9901,
14.893,180.1853,14.893,35.89,14.893,62.00971,
14.896,181.1552,14.896,35.89,14.896,62.03985,
14.9,181.81,14.9,35.89,14.9,62.06011,
14.903,181.81,14.903,35.89,14.903,62.07972,
14.906,182.4574,14.906,35.89,14.906,62.09992,
14.91,183.4419,14.91,35.89,14.91,62.13012,
14.913,183.7557,14.913,35.89,14.913,62.14973,
14.916,183.76,14.916,35.89,14.916,62.16993,
14.92,184.4287,14.92,35.89,14.92,62.19013,
14.923,185.7032,14.923,35.89,14.923,62.20974,
14.926,185.72,14.926,35.89,14.926,62.23991,
14.93,185.7271,14.93,35.89,14.93,62.26014,
14.933,186.6882,14.933,35.89,14.933,62.27976,
14.936,187.6877,14.936,35.89,14.936,62.29995,
14.94,187.69,14.94,35.89,14.94,62.33016,
14.943,187.69,14.943,35.89,14.943,62.34977,
14.946,188.6686,14.946,35.88002,14.946,62.36997,
14.95,189.67,14.95,35.88,14.95,62.39017,
14.953,189.67,14.953,35.88,14.953,62.40977,
14.956,189.67,14.956,35.88,14.956,62.43996,
14.96,190.9959,14.96,35.88,14.96,62.46018,
14.963,191.643,14.963,35.88,14.963,62.47979,
14.966,191.65,14.966,35.88,14.966,62.49999,
14.97,191.6626,14.97,35.88,14.97,62.53019,
14.973,192.957,14.973,35.88,14.973,62.5498,
14.976,193.63,14.976,35.88,14.976,62.57,
14.98,193.6333,14.98,35.88,14.98,62.5902,
14.983,193.957,14.983,35.88,14.983,62.60981,
14.986,194.9406,14.986,35.88,14.986,62.64002,
14.99,195.6,14.99,35.88,14.99,62.66021,
14.993,195.6,14.993,35.88,14.993,62.67982,
14.996,196.2715,14.996,35.88,14.996,62.70004,
15,197.2738,15,35.88,15,62.73023,
15.003,197.5973,15.003,35.88,15.003,62.74984,
15.007,197.6013,15.007,35.88,15.007,62.77004,
15.01,198.266,15.01,35.88,15.01,62.79024,
15.013,199.5703,15.013,35.88,15.013,62.80986,
15.017,199.58,15.017,35.88,15.017,62.84005,
15.02,199.5925,15.02,35.88,15.02,62.86025,
15.023,200.5633,15.023,35.88,15.023,62.87987,
15.027,201.57,15.027,35.88,15.027,62.9001,
15.03,201.57,15.03,35.88,15.03,62.93026,
15.033,201.57,15.033,35.88,15.033,62.94988,
15.037,202.5741,15.037,35.88,15.037,62.97008,
15.04,203.57,15.04,35.88,15.04,62.99028,
15.043,203.57,15.043,35.88,15.043,63.00989,
15.047,203.5762,15.047,35.87,15.047,63.04009,
15.05,204.9196,15.05,35.87,15.05,63.06029,
15.053,205.5669,15.053,35.87,15.053,63.07991,
15.057,205.57,15.057,35.87,15.057,63.10015,
15.06,205.5903,15.06,35.87,15.06,63.1303,
15.063,206.9044,15.063,35.87,15.063,63.14992,
15.067,207.57,15.067,35.87,15.067,63.17012,
15.07,207.5752,15.07,35.87,15.07,63.19031,
15.073,207.8988,15.073,35.87,15.073,63.20993,
15.077,209.2422,15.077,35.87,15.077,63.24014,
15.08,209.57,15.08,35.87,15.08,63.26033,
15.083,209.5874,15.083,35.87,15.083,63.28053,
15.087,210.2373,15.087,35.87,15.087,63.30022,
15.09,211.246,15.09,35.87,15.09,63.33035,
15.093,211.58,15.093,35.87,15.093,63.35054,
15.097,211.5852,15.097,35.87,15.097,63.37016,
15.1,212.2742,15.1,35.87,15.1,63.39036,
15.103,213.6,15.103,35.87,15.103,63.41082,
15.107,213.6,15.107,35.87,15.107,63.44017,
15.11,213.6185,15.11,35.87,15.11,63.46037,
15.113,214.6281,15.113,35.87,15.113,63.48056,
15.117,215.6,15.117,35.87,15.117,63.50027,
15.12,215.6,15.12,35.87,15.12,63.53038,
15.123,215.6286,15.123,35.87,15.123,63.55057,
15.127,216.6096,15.127,35.87,15.127,63.57019,
15.13,217.61,15.13,35.87,15.13,63.5904,
15.133,217.61,15.133,35.87,15.133,63.61087,
15.137,217.6237,15.137,35.87,15.137,63.6402,
15.14,218.974,15.14,35.87,15.14,63.66041,
15.143,219.64,15.143,35.8697,15.143,63.6806,
15.147,219.64,15.147,35.86,15.147,63.70032,
15.15,219.6685,15.15,35.86,15.15,63.73042,
15.153,221.0108,15.153,35.86,15.153,63.75061,
15.157,221.67,15.157,35.86,15.157,63.77023,
15.16,221.6772,15.16,35.86,15.16,63.79044,
15.163,222.0414,15.163,35.86,15.163,63.81094,
15.167,223.3341,15.167,35.86,15.167,63.84024,
15.17,223.67,15.17,35.86,15.17,63.86045,
15.173,223.6909,15.173,35.86,15.173,63.88063,
15.177,224.3428,15.177,35.86,15.177,63.90038,
15.18,225.3476,15.18,35.86,15.18,63.93046,
15.183,225.67,15.183,35.86,15.183,63.95065,
15.187,225.6792,15.187,35.86,15.187,63.97027,
15.19,226.392,15.19,35.86,15.19,63.99047,
15.193,227.71,15.193,35.86,15.193,64.01099,
15.197,227.71,15.197,35.86,15.197,64.04028,
15.2,227.7345,15.2,35.86,15.2,64.06049,
15.203,228.7537,15.203,35.86,15.203,64.08067,
15.207,229.72,15.207,35.86,15.207,64.10044,
15.21,229.72,15.21,35.86,15.21,64.1305,
15.213,229.7542,15.213,35.86,15.213,64.15069,
15.217,230.7355,15.217,35.86,15.217,64.1703,
15.22,231.73,15.22,35.86,15.22,64.19051,
15.223,231.73,15.223,35.86,15.223,64.21105,
15.227,231.7513,15.227,35.86,15.227,64.24032,
15.23,233.0876,15.23,35.86,15.23,64.26053,
15.233,233.74,15.233,35.85965,15.233,64.28071,
15.237,233.7457,15.237,35.85,15.237,64.30051,
15.24,234.1071,15.24,35.85,15.24,64.33054,
15.243,235.1142,15.243,35.85,15.243,64.35072,
15.247,235.76,15.247,35.85,15.247,64.37035,
15.25,235.7784,15.25,35.85,15.25,64.39055,
15.253,236.4665,15.253,35.85,15.253,64.41109,
15.257,237.4358,15.257,35.85,15.257,64.44035,
15.26,237.76,15.26,35.85,15.26,64.46056,
15.263,237.785,15.263,35.85,15.263,64.48075,
15.267,238.4542,15.267,35.85,15.267,64.50055,
15.27,239.76,15.27,35.85,15.27,64.53057,
15.273,239.76,15.273,35.85,15.273,64.55076,
15.277,239.7726,15.277,35.85,15.277,64.57038,
15.28,240.4588,15.28,35.85,15.28,64.59058,
15.283,241.75,15.283,35.85,15.283,64.61115,
15.287,241.75,15.287,35.85,15.287,64.6404,
15.29,241.7807,15.29,35.85,15.29,64.66061,
15.293,242.8094,15.293,35.85,15.293,64.68078,
15.297,243.78,15.297,35.85,15.297,64.70061,
15.3,243.78,15.3,35.85,15.3,64.73061,
15.303,243.8192,15.303,35.85,15.303,64.75079,
15.307,244.7908,15.307,35.85,15.307,64.77042,
15.31,245.77,15.31,35.85,15.31,64.79063,
15.313,245.77,15.313,35.85,15.313,64.81121,
15.317,245.7986,15.317,35.85,15.317,64.84043,
15.32,247.111,15.32,35.85,15.32,64.86063,
15.323,247.75,15.323,35.84959,15.323,64.88081,
15.327,247.7573,15.327,35.84,15.327,64.90067,
15.33,248.1124,15.33,35.84,15.33,64.93065,
15.333,249.1074,15.333,35.84,15.333,64.95083,
15.337,249.74,15.337,35.84,15.337,64.97046,
15.34,249.7623,15.34,35.84,15.34,64.99066,
15.343,250.4521,15.343,35.84,15.343,65.01126,
15.347,251.4177,15.347,35.84,15.347,65.04047,
15.35,251.74,15.35,35.84,15.35,65.06068,
15.353,251.7683,15.353,35.84,15.353,65.08086,
15.357,252.4315,15.357,35.84,15.357,65.10072,
15.36,253.7,15.36,35.84,15.36,65.13068,
15.363,253.7,15.363,35.84,15.363,65.15087,
15.367,253.7241,15.367,35.84,15.367,65.17049,
15.37,254.7046,15.37,35.84,15.37,65.1907,
15.373,255.66,15.373,35.84,15.373,65.21132,
15.377,255.66,15.377,35.84,15.377,65.24051,
15.38,255.6951,15.38,35.84,15.38,65.26072,
15.383,256.6842,15.383,35.84,15.383,65.28089,
15.387,257.63,15.387,35.84,15.387,65.30078,
15.39,257.63,15.39,35.84,15.39,65.33073,
15.393,257.6896,15.393,35.84,15.393,65.3509,
15.397,258.9671,15.397,35.84,15.397,65.37053,
15.4,259.6,15.4,35.84,15.4,65.39073,
15.403,259.6,15.403,35.83954,15.403,65.41138,
15.407,259.6356,15.407,35.83,15.407,65.44054,
15.41,260.9342,15.41,35.83,15.41,65.46075,
15.413,261.56,15.413,35.83,15.413,65.48093,
15.417,261.5689,15.417,35.83,15.417,65.50083,
15.42,261.9296,15.42,35.83,15.42,65.53076,
15.423,263.1955,15.423,35.83,15.423,65.55094,
15.427,263.51,15.427,35.83,15.427,65.57056,
15.43,263.5352,15.43,35.83,15.43,65.59077,
15.433,264.2067,15.433,35.83,15.433,65.61143,
15.437,265.1496,15.437,35.83,15.437,65.64058,
15.44,265.47,15.44,35.83,15.44,65.66079,
15.443,265.5014,15.443,35.83,15.443,65.68096,
15.447,266.159,15.447,35.83,15.447,65.70089,
15.45,267.43,15.45,35.83,15.45,65.7308,
15.453,267.43,15.453,35.83,15.453,65.75098,
15.457,267.4594,15.457,35.83,15.457,65.77061,
15.46,268.4395,15.46,35.83,15.46,65.79082,
15.463,269.37,15.463,35.83,15.463,65.81148,
15.467,269.37,15.467,35.83,15.467,65.84061,
15.47,269.4101,15.47,35.83,15.47,65.86082,
15.473,270.3887,15.473,35.83,15.473,65.881,
15.477,271.31,15.477,35.83,15.477,65.90095,
15.48,271.31,15.48,35.83,15.48,65.93084,
15.483,271.376,15.483,35.83,15.483,65.95101,
15.487,272.631,15.487,35.83,15.487,65.97065,
15.49,273.26,15.49,35.82958,15.49,65.99084,
15.493,273.26,15.493,35.82,15.493,66.01154,
15.497,273.3029,15.497,35.82,15.497,66.04066,
15.5,274.5877,15.5,35.82,15.5,66.06087,
15.503,275.2,15.503,35.82,15.503,66.08104,
15.507,275.2108,15.507,35.82,15.507,66.10101,
15.51,275.5762,15.51,35.82,15.51,66.13087,
15.513,276.8169,15.513,35.82,15.513,66.15105,
15.517,277.12,15.517,35.82,15.517,66.17068,
15.52,277.1485,15.52,35.82,15.52,66.1909,
15.523,277.8112,15.523,35.82,15.523,66.2116,
15.527,278.7312,15.527,35.82,15.527,66.2407,
15.53,279.04,15.53,35.82,15.53,66.2609,
15.533,279.0755,15.533,35.82,15.533,66.28111,
15.537,279.7625,15.537,35.82,15.537,66.30192,
15.54,280.97,15.54,35.82,15.54,66.33092,
15.543,280.97,15.543,35.82,15.543,66.35111,
15.547,281.0323,15.547,35.82,15.547,66.37128,
15.55,281.9839,15.55,35.82,15.55,66.39092,
15.553,282.89,15.553,35.82,15.553,66.4117,
15.557,282.89,15.557,35.82,15.557,66.4413,
15.56,282.9345,15.56,35.82,15.56,66.46094,
15.563,283.8943,15.563,35.82,15.563,66.48115,
15.567,284.79,15.567,35.82,15.567,66.50196,
15.57,284.79,15.57,35.82,15.57,66.53094,
15.573,284.8629,15.573,35.82,15.573,66.55116,
15.577,286.0923,15.577,35.82,15.577,66.57132,
15.58,286.69,15.58,35.82,15.58,66.59096,
15.583,286.7087,15.583,35.82,15.583,66.61176,
15.587,287.0734,15.587,35.82,15.587,66.64133,
15.59,287.9912,15.59,35.82,15.59,66.66098,
15.593,288.6,15.593,35.82,15.593,66.68118,
15.597,288.6209,15.597,35.81933,15.597,66.70202,
15.6,288.9723,15.6,35.81,15.6,66.731,
15.603,290.1886,15.603,35.81,15.603,66.7512,
15.607,290.48,15.607,35.81,15.607,66.77135,
15.61,290.5115,15.61,35.81,15.61,66.791,
15.613,291.1855,15.613,35.81,15.613,66.81181,
15.617,292.36,15.617,35.81,15.617,66.84137,
15.62,292.36,15.62,35.81,15.62,66.86102,
15.623,292.3978,15.623,35.81,15.623,66.88122,
15.627,293.0666,15.627,35.81,15.627,66.90208,
15.63,294.23,15.63,35.81,15.63,66.93103,
15.633,294.23,15.633,35.81,15.633,66.95123,
15.637,294.2957,15.637,35.81,15.637,66.9714,
15.64,295.2189,15.64,35.81,15.64,66.99104,
15.643,296.11,15.643,35.81,15.643,67.01187,
15.647,296.11,15.647,35.81,15.647,67.04141,
15.65,296.1589,15.65,35.81,15.65,67.06105,
15.653,297.0986,15.653,35.81,15.653,67.08126,
15.657,297.97,15.657,35.81,15.657,67.10213,
15.66,297.97,15.66,35.81,15.66,67.13106,
15.663,298.0476,15.663,35.81,15.663,67.15128,
15.667,299.2338,15.667,35.81,15.667,67.17143,
15.67,299.8,15.67,35.81,15.67,67.19109,
15.673,299.8199,15.673,35.81,15.673,67.21192,
15.677,300.1766,15.677,35.81,15.677,67.24145,
15.68,301.0633,15.68,35.81,15.68,67.26109,
15.683,301.64,15.683,35.81,15.683,67.2813,
15.687,301.6843,15.687,35.81,15.687,67.30219,
15.69,302.3005,15.69,35.81,15.69,67.3311,
15.693,303.1902,15.693,35.81,15.693,67.3513,
15.697,303.48,15.697,35.80927,15.697,67.37148,
15.7,303.5139,15.7,35.8,15.7,67.39166,
15.703,304.1691,15.703,35.8,15.703,67.42132,
15.707,305.29,15.707,35.8,15.707,67.44148,
15.71,305.29,15.71,35.8,15.71,67.46113,
15.713,305.3498,15.713,35.8,15.713,67.48133,
15.717,306.2571,15.717,35.8,15.717,67.50224,
15.72,307.09,15.72,35.8,15.72,67.53114,
15.723,307.09,15.723,35.8,15.723,67.55135,
15.727,307.1569,15.727,35.8,15.727,67.5715,
15.73,308.0312,15.73,35.8,15.73,67.59172,
15.733,308.87,15.733,35.8,15.733,67.62136,
15.737,308.87,15.737,35.8,15.737,67.64152,
15.74,308.9397,15.74,35.8,15.74,67.66116,
15.743,310.1104,15.743,35.8,15.743,67.68137,
15.747,310.66,15.747,35.8,15.747,67.70229,
15.75,310.66,15.75,35.8,15.75,67.73118,
15.753,310.7415,15.753,35.8,15.753,67.75138,
15.757,311.8855,15.757,35.8,15.757,67.77154,
15.76,312.43,15.76,35.8,15.76,67.79179,
15.763,312.4503,15.763,35.8,15.763,67.8214,
15.767,312.8101,15.767,35.8,15.767,67.84155,
15.77,313.8974,15.77,35.8,15.77,67.86121,
15.773,314.17,15.773,35.8,15.773,67.88141,
15.777,314.2154,15.777,35.79922,15.777,67.90235,
15.78,314.8028,15.78,35.79,15.78,67.93121,
15.783,315.6413,15.783,35.79,15.783,67.95142,
15.787,315.92,15.787,35.79,15.787,67.97158,
15.79,315.9557,15.79,35.79,15.79,67.99184,
15.793,316.5831,15.793,35.79,15.793,68.02143,
15.797,317.66,15.797,35.79,15.797,68.0416,
15.8,317.66,15.8,35.79,15.8,68.06124,
15.803,317.7214,15.803,35.79,15.803,68.08144,
15.807,318.579,15.807,35.79,15.807,68.1024,
15.81,319.37,15.81,35.79,15.81,68.13125,
15.813,319.37,15.813,35.79,15.813,68.15147,
15.817,319.4387,15.817,35.79,15.817,68.17162,
15.82,320.2732,15.82,35.79,15.82,68.1919,
15.823,321.06,15.823,35.79,15.823,68.22147,
15.827,321.06,15.827,35.79,15.827,68.24163,
15.83,321.1322,15.83,35.79,15.83,68.26128,
15.833,322.2322,15.833,35.79,15.833,68.28148,
15.837,322.76,15.837,35.79,15.837,68.30246,
15.84,322.76,15.84,35.79,15.84,68.33129,
15.843,322.8428,15.843,35.79,15.843,68.35149,
15.847,323.9162,15.847,35.79,15.847,68.37165,
15.85,324.43,15.85,35.79,15.85,68.39195,
15.853,324.4511,15.853,35.79,15.853,68.42151,
15.857,324.8013,15.857,35.79,15.857,68.44167,
15.86,325.8277,15.86,35.79,15.86,68.46131,
15.863,326.08,15.863,35.78924,15.863,68.48152,
15.867,326.1261,15.867,35.78,15.867,68.50252,
15.87,326.6843,15.87,35.78,15.87,68.53133,
15.873,327.4707,15.873,35.78,15.873,68.55154,
15.877,327.72,15.877,35.78,15.877,68.57169,
15.88,327.7562,15.88,35.78,15.88,68.59201,
15.883,328.3449,15.883,35.78,15.883,68.62154,
15.887,329.36,15.887,35.78,15.887,68.6417,
15.89,329.36,15.89,35.78,15.89,68.66135,
15.893,329.424,15.893,35.78,15.893,68.68156,
15.897,330.2484,15.897,35.78,15.897,68.70256,
15.9,330.98,15.9,35.78,15.9,68.73137,
15.903,330.98,15.903,35.78,15.903,68.75157,
15.907,331.0491,15.907,35.78,15.907,68.77172,
15.91,331.8344,15.91,35.78,15.91,68.79206,
15.913,332.57,15.913,35.78,15.913,68.82159,
15.917,332.57,15.917,35.78,15.917,68.84174,
15.92,332.6438,15.92,35.78,15.92,68.8614,
15.923,333.6723,15.923,35.78,15.923,68.88159,
15.927,334.16,15.927,35.78,15.927,68.90263,
15.93,334.1783,15.93,35.78,15.93,68.9314,
15.933,334.4845,15.933,35.78,15.933,68.95161,
15.937,335.2667,15.937,35.78,15.937,68.97176,
15.94,335.75,15.94,35.77929,15.94,68.99212,
15.943,335.7711,15.943,35.77,15.943,69.02162,
15.947,336.1034,15.947,35.77,15.947,69.04178,
15.95,337.0786,15.95,35.77,15.95,69.06142,
15.953,337.32,15.953,35.77,15.953,69.08163,
15.957,337.3665,15.957,35.77,15.957,69.10268,
15.96,337.9144,15.96,35.77,15.96,69.13144,
15.963,338.87,15.963,35.77,15.963,69.15165,
15.967,338.87,15.967,35.77,15.967,69.1718,
15.97,338.9079,15.97,35.77,15.97,69.19218,
15.973,339.4749,15.973,35.77,15.973,69.22166,
15.977,340.41,15.977,35.77,15.977,69.24181,
15.98,340.41,15.98,35.77,15.98,69.26147,
15.983,340.4743,15.983,35.77,15.983,69.28167,
15.987,341.2509,15.987,35.77,15.987,69.30273,
15.99,341.96,15.99,35.77,15.99,69.33147,
15.993,341.96,15.993,35.77,15.993,69.35168,
15.997,342.0318,15.997,35.77,15.997,69.37189,
16,342.7972,16,35.77,16,69.39304,
16.003,343.48,16.003,35.77,16.003,69.4217,
16.007,343.48,16.007,35.77,16.007,69.44186,
16.01,343.5559,16.01,35.77,16.01,69.4615,
16.013,344.5328,16.013,35.77,16.013,69.48171,
16.017,344.99,16.017,35.77,16.017,69.50279,
16.02,345.0091,16.02,35.76924,16.02,69.53152,
16.023,345.3037,16.023,35.76,16.023,69.55173,
16.027,346.0269,16.027,35.76,16.027,69.57188,
16.03,346.48,16.03,35.76,16.03,69.5923,
16.033,346.5234,16.033,35.76,16.033,69.62173,
16.037,347.0507,16.037,35.76,16.037,69.64188,
16.04,347.7494,16.04,35.76,16.04,69.66155,
16.043,347.98,16.043,35.76,16.043,69.68176,
16.047,348.0274,16.047,35.76,16.047,69.70284,
16.05,348.5573,16.05,35.76,16.05,69.73157,
16.053,349.47,16.053,35.76,16.053,69.75175,
16.057,349.47,16.057,35.76,16.057,69.7719,
16.06,349.5277,16.06,35.76,16.06,69.79234,
16.063,350.2746,16.063,35.76,16.063,69.82177,
16.067,350.94,16.067,35.76,16.067,69.84191,
16.07,350.94,16.07,35.76,16.07,69.86157,
16.073,351.0041,16.073,35.76,16.073,69.88177,
16.077,351.7304,16.077,35.76,16.077,69.90289,
16.08,352.39,16.08,35.76,16.08,69.93159,
16.083,352.39,16.083,35.76,16.083,69.95179,
16.087,352.4851,16.087,35.76,16.087,69.97194,
16.09,353.4083,16.09,35.76,16.09,69.99239,
16.093,353.85,16.093,35.76,16.093,70.0209,
16.097,353.85,16.097,35.76,16.097,70.03195,
16.1,353.9271,16.1,35.76,16.1,70.05241,
16.103,354.8535,16.103,35.76,16.103,70.08182,
16.107,355.29,16.107,35.76,16.107,70.10196,
16.11,355.3096,16.11,35.76,16.11,70.12163,
16.113,355.6168,16.113,35.76,16.113,70.14274,
16.117,356.5037,16.117,35.76,16.117,70.17197,
16.12,356.72,16.12,35.75918,16.12,70.19164,
16.123,356.7644,16.123,35.75,16.123,70.21185,
16.127,357.2705,16.127,35.75,16.127,70.23199,
16.13,357.9298,16.13,35.75,16.13,70.25248,
16.133,358.15,16.133,35.75,16.133,70.28186,
16.137,358.1972,16.137,35.75,16.137,70.30201,
16.14,358.6999,16.14,35.75,16.14,70.32166,
16.143,359.58,16.143,35.75,16.143,70.3428,
16.147,359.58,16.147,35.75,16.147,70.37202,
16.15,359.6395,16.15,35.75,16.15,70.39168,
16.153,360.355,16.153,35.75,16.153,70.41189,
16.157,360.98,16.157,35.75,16.157,70.43203,
16.16,360.98,16.16,35.75,16.16,70.45253,
16.163,361.0444,16.163,35.75,16.163,70.48184,
16.167,361.7322,16.167,35.75,16.167,70.50149,
16.17,362.38,16.17,35.75,16.17,70.5217,
16.173,362.38,16.173,35.75,16.173,70.54278,
16.177,362.4504,16.177,35.75,16.177,70.57151,
16.18,363.3502,16.18,35.75,16.18,70.59171,
16.183,363.78,16.183,35.75,16.183,70.61186,
16.187,363.78,16.187,35.75,16.187,70.63152,
16.19,363.8615,16.19,35.75,16.19,70.6526,
16.193,364.764,16.193,35.75,16.193,70.68188,
16.197,365.19,16.197,35.75,16.197,70.70154,
16.2,365.2101,16.2,35.75,16.2,70.72175,
16.203,365.5072,16.203,35.75,16.203,70.74284,
16.207,366.3578,16.207,35.75,16.207,70.77155,
16.21,366.57,16.21,35.74912,16.21,70.79176,
16.213,366.6139,16.213,35.74,16.213,70.8119,
16.217,367.0831,16.217,35.74,16.217,70.83157,
16.22,367.7303,16.22,35.74,16.22,70.85265,
16.223,367.94,16.223,35.74,16.223,70.88191,
16.227,367.9762,16.227,35.74,16.227,70.90157,
16.23,368.481,16.23,35.74,16.23,70.92178,
16.233,369.31,16.233,35.74,16.233,70.94289,
16.237,369.31,16.237,35.74,16.237,70.97159,
16.24,369.3718,16.24,35.74,16.24,70.99179,
16.243,370.066,16.243,35.74,16.243,71.01194,
16.247,370.68,16.247,35.74,16.247,71.03159,
16.25,370.68,16.25,35.74,16.25,71.05271,
16.253,370.7464,16.253,35.74,16.253,71.08195,
16.257,371.415,16.257,35.74,16.257,71.10162,
16.26,372.04,16.26,35.74,16.26,71.12182,
16.263,372.04,16.263,35.74,16.263,71.14294,
16.267,372.1125,16.267,35.74,16.267,71.17163,
16.27,372.9713,16.27,35.74,16.27,71.19184,
16.273,373.38,16.273,35.74,16.273,71.21198,
16.277,373.38,16.277,35.74,16.277,71.23164,
16.28,373.4613,16.28,35.74,16.28,71.25277,
16.283,374.3057,16.283,35.74,16.283,71.28198,
16.287,374.72,16.287,35.74,16.287,71.30166,
16.29,374.7414,16.29,35.73907,16.29,71.32186,
16.293,375.0404,16.293,35.73,16.293,71.34301,
16.297,375.8683,16.297,35.73,16.297,71.37167,
16.3,376.07,16.3,35.73,16.3,71.39188,
16.303,376.1144,16.303,35.73,16.303,71.41203,
16.307,376.5838,16.307,35.73,16.307,71.43168,
16.31,377.39,16.31,35.73,16.31,71.45274,
16.313,377.39,16.313,35.73,16.313,71.48148,
16.317,377.4272,16.317,35.73,16.317,71.50169,
16.32,377.9101,16.32,35.73,16.32,71.52184,
16.323,378.7,16.323,35.73,16.323,71.54225,
16.327,378.7,16.327,35.73,16.327,71.5717,
16.33,378.7611,16.33,35.73,16.33,71.59185,
16.333,379.41,16.333,35.73,16.333,71.61151,
16.337,380.02,16.337,35.73,16.337,71.63172,
16.34,380.02,16.34,35.73,16.34,71.65279,
16.343,380.0703,16.343,35.73,16.343,71.68153,
16.347,380.7372,16.347,35.73,16.347,71.70173,
16.35,381.34,16.35,35.73,16.35,71.72186,
16.353,381.34,16.353,35.73,16.353,71.74229,
16.357,381.4146,16.357,35.73,16.357,71.77173,
16.36,382.2396,16.36,35.73,16.36,71.79189,
16.363,382.62,16.363,35.73,16.363,71.81154,
16.367,382.6383,16.367,35.73,16.367,71.83175,
16.37,382.8897,16.37,35.73,16.37,71.85284,
16.373,383.4925,16.373,35.73,16.373,71.88155,
16.377,383.88,16.377,35.73,16.377,71.90176,
16.38,383.92,16.38,35.73,16.38,71.92191,
16.383,384.3492,16.383,35.73,16.383,71.94234,
16.387,384.9495,16.387,35.73,16.387,71.97177,
16.39,385.15,16.39,35.72904,16.39,71.99191,
