Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,
ml,mAU,ml,mS/cm,ml,%B,
11.019,153.8356,11.019,0,11.019,100,
11.023,148.9525,11.023,0,11.023,100,
11.026,147.2216,11.026,0,11.026,100,
11.029,147.07,11.029,0,11.029,100,
11.033,144.4158,11.033,0,11.033,100,
11.036,140.0723,11.036,0,11.036,100,
11.039,138.1859,11.039,0,11.039,100,
11.043,138.03,11.043,0,11.043,100,
11.046,135.1979,11.046,0,11.046,100,
11.049,128.9089,11.049,0,11.049,100,
11.053,128.25,11.053,0,11.053,100,
11.056,128.25,11.056,0,11.056,100,
11.059,123.5638,11.059,0,11.059,100,
11.063,118.1002,11.063,0,11.063,100,
11.066,117.62,11.066,0,11.066,100,
11.069,117.62,11.069,0,11.069,100,
11.073,112.4281,11.073,0,11.073,100,
11.076,106.4665,11.076,0,11.076,100,
11.079,105.83,11.079,0,11.079,100,
11.083,105.83,11.083,0,11.083,100,
11.086,97.57561,11.086,0,11.086,100,
11.089,92.3633,11.089,0,11.089,100,
11.093,91.91,11.093,0,11.093,100,
11.096,91.91,11.096,0,11.096,100,
11.099,83.63508,11.099,0,11.099,100,
11.103,78.71557,11.103,0,11.103,100,
11.106,78.34,11.106,0,11.106,100,
11.109,76.36604,11.109,0,11.109,100,
11.113,68.42291,11.113,0,11.113,100,
11.116,65.86759,11.116,0,11.116,100,
11.119,65.66,11.119,0,11.119,100,
11.123,61.94711,11.123,0,11.123,100,
11.126,56.31131,11.126,0,11.126,100,
11.129,53.97868,11.129,0,11.129,100,
11.133,53.8,11.133,0,11.133,100,
11.136,50.39535,11.136,0,11.136,100,
11.139,43.40192,11.139,0,11.139,100,
11.143,42.73,11.143,0,11.143,100,
11.146,42.73,11.146,0,11.146,100,
11.149,37.94888,11.149,0,11.149,100,
11.153,32.81017,11.153,0,11.153,100,
11.156,32.4,11.156,0,11.156,100,
11.159,32.4,11.159,0,11.159,100,
11.163,27.91068,11.163,0,11.163,100,
11.166,23.267,11.166,0,11.166,100,
11.169,22.81,11.169,0,11.169,100,
11.173,22.81,11.173,0,11.173,100,
11.176,17.40536,11.176,0,11.176,100,
11.179,14.2063,11.179,0,11.179,100,
11.183,13.95,11.183,0,11.183,100,
11.186,13.95,11.186,0,11.186,100,
11.189,8.924115,11.189,0,11.189,100,
11.193,5.995966,11.193,0,11.193,100,
11.196,5.79,11.196,0,11.196,100,
11.199,4.603092,11.199,0,11.199,100,
11.203,-0.1164866,11.203,0,11.203,100,
11.206,-1.587237,11.206,0,11.206,100,
11.209,-1.7,11.209,0,11.209,100,
11.213,-3.872052,11.213,0,11.213,100,
11.216,-7.878186,11.216,0,11.216,100,
11.219,-8.27,11.219,0,11.219,100,
11.223,-8.27,11.223,0,11.223,100,
11.226,-9.958348,11.226,0,11.226,100,
11.229,-13.05079,11.229,0,11.229,100,
11.233,-13.32,11.233,0,11.233,100,
11.236,-13.32,11.236,0,11.236,100,
11.239,-15.13405,11.239,0,11.239,100,
11.243,-16.9401,11.243,0,11.243,100,
11.246,-17.07,11.246,0,11.246,100,
11.249,-17.07,11.249,0,11.249,100,
11.253,-18.53538,11.253,0,11.253,100,
11.256,-19.96074,11.256,0,11.256,100,
11.259,-20.09,11.259,0,11.259,100,
11.263,-20.09,11.263,0,11.263,100,
11.266,-21.60239,11.266,0,11.266,100,
11.269,-22.41133,11.269,0,11.269,100,
11.273,-22.47,11.273,0,11.273,100,
11.276,-22.77093,11.276,0,11.276,100,
11.279,-23.61849,11.279,0,11.279,100,
11.283,-24.1363,11.283,0,11.283,100,
11.286,-24.17,11.286,0,11.286,100,
11.289,-24.53821,11.289,0,11.289,100,
11.293,-24.88651,11.293,0,11.293,100,
11.296,-24.94654,11.296,0,11.296,100,
11.299,-24.95,11.299,0,11.299,100,
11.303,-24.93137,11.303,0,11.303,100,
11.306,-24.83856,11.306,0,11.306,100,
11.309,-24.83,11.309,0,11.309,100,
11.313,-24.83,11.313,0,11.313,100,
11.316,-2.110376,11.316,0,11.316,100,
11.319,-0.009228324,11.319,0,11.319,100,
11.323,-0.01,11.323,0,11.323,100,
11.326,-0.01,11.326,0,11.326,100,
11.329,-0.01,11.329,0,11.329,100,
11.333,-0.01,11.333,0,11.333,100,
11.336,-0.01,11.336,0,11.336,100,
11.339,-0.01,11.339,0,11.339,100,
11.343,-0.01,11.343,0,11.343,100,
11.346,-0.0008246844,11.346,0,11.346,100,
11.349,0,11.349,0,11.349,100,
11.353,0,11.353,0,11.353,100,
11.356,0,11.356,0,11.356,100,
11.359,0,11.359,0,11.359,100,
11.363,0,11.363,0,11.363,100,
11.366,0,11.366,0,11.366,100,
11.369,0,11.369,0,11.369,100,
11.373,0,11.373,0,11.373,100,
11.376,0,11.376,0,11.376,100,
11.379,0,11.379,0,11.379,100,
11.383,0,11.383,0,11.383,100,
11.386,0,11.386,0,11.386,100,
11.389,0,11.389,0,11.389,100,
11.393,0.009390173,11.393,0,11.393,100,
11.396,0.04797688,11.396,0,11.396,100,
11.399,0.05,11.399,0,11.399,100,
11.403,0.05,11.403,0,11.403,100,
11.406,0.09751445,11.406,0,11.406,100,
11.409,0.1745919,11.409,0,11.409,100,
11.413,0.18,11.413,0,11.413,100,
11.416,0.18,11.416,0,11.416,100,
11.419,0.273324,11.419,0,11.419,100,
11.423,0.3929942,11.423,0,11.423,100,
11.426,0.4,11.426,0,11.426,100,
11.429,0.4,11.429,0,11.429,100,
11.433,0.5884972,11.433,0,11.433,100,
11.436,0.7143468,11.436,0,11.436,100,
11.439,0.72,11.439,0,11.439,100,
11.443,0.72,11.443,0,11.443,100,
11.446,0.9775144,11.446,0,11.446,100,
11.449,1.130365,11.449,0,11.449,100,
11.453,1.14,11.453,0,11.453,100,
11.456,1.206804,11.456,0,11.456,100,
11.459,1.51908,11.459,0,11.459,100,
11.463,1.625058,11.463,0,11.463,100,
11.466,1.63,11.466,0,11.466,100,
11.469,1.79869,11.469,0,11.469,100,
11.473,2.084243,11.473,0,11.473,100,
11.476,2.195636,11.476,0,11.476,100,
11.479,2.2,11.479,0,11.479,100,
11.483,2.408241,11.483,0,11.483,100,
11.486,2.841052,11.486,0,11.486,100,
11.489,2.86,11.489,0,11.489,100,
11.493,2.86,11.493,0,11.493,100,
11.496,3.204809,11.496,0,11.496,100,
11.499,3.577083,11.499,0,11.499,100,
11.503,3.6,11.503,0,11.503,100,
11.506,3.6,11.506,0,11.506,100,
11.509,3.966808,11.509,0,11.509,100,
11.513,4.379145,11.513,0,11.513,100,
11.516,4.4,11.516,0,11.516,100,
11.519,4.4,11.519,0,11.519,100,
11.523,4.9415,11.523,0,11.523,100,
11.526,5.258121,11.526,0,11.526,100,
11.529,5.27,11.529,0,11.529,100,
11.533,5.27,11.533,0,11.533,100,
11.536,5.875419,11.536,0,11.536,100,
11.539,6.201778,11.539,0,11.539,100,
11.543,6.22,11.543,0,11.543,100,
11.546,6.373898,11.546,0,11.546,100,
11.549,7.002788,11.549,0,11.549,100,
11.553,7.201942,11.553,0,11.553,100,
11.556,7.21,11.556,0,11.556,100,
11.559,7.521677,11.559,0,11.559,100,
11.563,8.207225,11.563,0,11.563,100,
11.566,8.24,11.566,0,11.566,100,
11.569,8.24,11.569,0,11.569,100,
11.573,8.573921,11.573,0,11.573,100,
11.576,9.294049,11.576,0,11.576,100,
11.579,9.32,11.579,0,11.579,100,
11.583,9.32,11.583,0,11.583,100,
11.586,9.860583,11.586,0,11.586,100,
11.589,10.41031,11.589,0,11.589,100,
11.593,10.44,11.593,0,11.593,100,
11.596,10.44,11.596,0,11.596,100,
11.599,10.99923,11.599,0,11.599,100,
11.603,11.58486,11.603,0,11.603,100,
11.606,11.61,11.606,0,11.606,100,
11.609,11.61,11.609,0,11.609,100,
11.613,12.30878,11.613,0,11.613,100,
11.616,12.67877,11.616,0,11.616,100,
11.619,12.69,11.619,0,11.619,100,
11.623,12.85292,11.623,0,11.623,100,
11.626,13.32488,11.626,0,11.626,100,
11.629,13.62502,11.629,0,11.629,100,
11.633,13.64,11.633,0,11.633,100,
11.636,13.9115,11.636,0,11.636,100,
11.639,14.29086,11.639,0,11.639,100,
11.643,14.43478,11.643,0,11.643,100,
11.646,14.44,11.646,0,11.646,100,
11.649,14.64945,11.649,0,11.649,100,
11.653,15.05389,11.653,0,11.653,100,
11.656,15.07,11.656,0,11.656,100,
11.659,15.07,11.659,0,11.659,100,
11.663,15.31046,11.663,0,11.663,100,
11.666,15.55327,11.666,0,11.666,100,
11.669,15.56,11.669,0,11.669,100,
11.673,15.56,11.673,0,11.673,100,
11.676,15.75451,11.676,0,11.676,100,
11.679,15.91268,11.679,0,11.679,100,
11.683,15.92,11.683,0,11.683,100,
11.686,15.92,11.686,0,11.686,100,
11.689,16.08237,11.689,0,11.689,100,
11.693,16.13821,11.693,0,11.693,100,
11.696,16.14,11.696,0,11.696,100,
11.699,16.14,11.699,0,11.699,100,
11.703,16.20753,11.703,0,11.703,100,
11.706,16.2295,11.706,0,11.706,100,
11.709,16.23,11.709,0,11.709,100,
11.713,16.23,11.713,0,11.713,100,
11.716,16.21048,11.716,0,11.716,100,
11.719,16.20043,11.719,0,11.719,100,
11.723,16.2,11.723,0,11.723,100,
11.726,16.17068,11.726,0,11.726,100,
11.729,16.10291,11.729,0,11.729,100,
11.733,16.07098,11.733,0,11.733,100,
11.736,16.07,11.736,0,11.736,100,
11.739,16.01244,11.739,0,11.739,100,
11.743,15.83572,11.743,0,11.743,100,
11.746,15.83,11.746,0,11.746,100,
11.749,15.83,11.749,0,11.749,100,
11.753,15.67495,11.753,0,11.753,100,
11.756,15.49369,11.756,0,11.756,100,
11.759,15.49,11.759,0,11.759,100,
11.763,15.49,11.763,0,11.763,100,
11.766,15.29393,11.766,0,11.766,100,
11.769,15.07851,11.769,0,11.769,100,
11.773,15.07,11.773,0,11.773,100,
11.776,15.07,11.776,0,11.776,100,
11.779,14.76203,11.779,0,11.779,100,
11.783,14.58486,11.783,0,11.783,100,
11.786,14.58,11.786,0,11.786,100,
11.789,14.58,11.789,0,11.789,100,
11.793,14.21043,11.793,0,11.793,100,
11.796,14.00347,11.796,0,11.796,100,
11.799,14,11.799,0,11.799,100,
11.803,13.90266,11.803,0,11.803,100,
11.806,13.47696,11.806,0,11.806,100,
11.809,13.36389,11.809,0,11.809,100,
11.813,13.36,11.813,0,11.813,100,
11.816,13.13359,11.816,0,11.816,100,
11.819,12.79198,11.819,0,11.819,100,
11.823,12.66302,11.823,0,11.823,100,
11.826,12.66,11.826,0,11.826,100,
11.829,12.4474,11.829,0,11.829,100,
11.833,11.99103,11.833,0,11.833,100,
11.836,11.98,11.836,0,11.836,100,
11.839,11.98,11.839,0,11.839,100,
11.843,11.65773,11.843,0,11.843,100,
11.846,11.33416,11.846,0,11.846,100,
11.849,11.33,11.849,0,11.849,100,
11.853,11.33,11.853,0,11.853,100,
11.856,11.02376,11.856,0,11.856,100,
11.859,10.72061,11.859,0,11.859,100,
11.863,10.72,11.863,0,11.863,100,
11.866,10.72,11.866,0,11.866,100,
11.869,10.34033,11.869,0,11.869,100,
11.873,10.16364,11.873,0,11.873,100,
11.876,10.16,11.876,0,11.876,100,
11.879,10.16,11.879,0,11.879,100,
11.883,9.806968,11.883,0,11.883,100,
11.886,9.631621,11.886,0,11.886,100,
11.889,9.62995,11.889,0,11.889,100,
11.893,9.541692,11.893,0,11.893,100,
11.896,9.222775,11.896,0,11.896,100,
11.899,9.13,11.899,0,11.899,100,
11.903,9.13,11.903,0,11.903,100,
11.906,8.981214,11.906,0,11.906,100,
11.909,8.759798,11.909,0,11.909,100,
11.913,8.681347,11.913,0,11.913,100,
11.916,8.68,11.916,0,11.916,100,
11.919,8.539166,11.919,0,11.919,100,
11.923,8.274393,11.923,0,11.923,100,
11.926,8.27,11.926,0,11.926,100,
11.929,8.269215,11.929,0,11.929,100,
11.933,8.073085,11.933,0,11.933,100,
11.936,7.871098,11.936,0,11.936,100,
11.939,7.87,11.939,0,11.939,100,
11.943,7.87,11.943,0,11.943,100,
11.946,7.690833,11.946,0,11.946,100,
11.949,7.51,11.949,0,11.949,100,
11.953,7.51,11.953,0,11.953,100,
11.956,7.51,11.956,0,11.956,100,
11.959,7.279291,11.959,0,11.959,100,
11.963,7.17142,11.963,0,11.963,100,
11.966,7.17,11.966,0,11.966,100,
11.969,7.118948,11.969,0,11.969,100,
11.973,6.971809,11.973,0,11.973,100,
11.976,6.870202,11.976,0,11.976,100,
11.979,6.869215,11.979,0,11.979,100,
11.983,6.77115,11.983,0,11.983,100,
11.986,6.620217,11.986,0,11.986,100,
11.989,6.57,11.989,0,11.989,100,
11.993,6.57,11.993,0,11.993,100,
11.996,6.480052,11.996,0,11.996,100,
11.999,6.3,11.999,0,11.999,100,
12.003,6.3,12.003,0,12.003,100,
12.006,6.299963,12.006,0,12.006,100,
12.009,6.168651,12.009,0,12.009,100,
12.013,6.041167,12.013,0,12.013,100,
12.016,6.04,12.016,0,12.016,100,
12.019,6.038653,12.019,0,12.019,100,
12.023,5.920976,12.023,0,12.023,100,
12.026,5.81,12.026,0,12.026,100,
12.029,5.81,12.029,0,12.029,100,
12.033,5.81,12.033,0,12.033,100,
12.036,5.649798,12.036,0,12.036,100,
12.039,5.58,12.039,0,12.039,100,
12.043,5.58,12.043,0,12.043,100,
12.046,5.579515,12.046,0,12.046,100,
12.049,5.439038,12.049,0,12.049,100,
12.053,5.370393,12.053,0,12.053,100,
12.056,5.369861,12.056,0,12.056,100,
12.059,5.33857,12.059,0,12.059,100,
12.063,5.240505,12.063,0,12.063,100,
12.066,5.17,12.066,0,12.066,100,
12.069,5.169075,12.069,0,12.069,100,
12.073,5.110252,12.073,0,12.073,100,
12.076,5.009818,12.076,0,12.076,100,
12.079,4.98,12.079,0,12.079,100,
12.083,4.98,12.083,0,12.083,100,
12.086,4.919237,12.086,0,12.086,100,
12.089,4.81,12.089,0,12.089,100,
12.093,4.81,12.093,0,12.093,100,
12.096,4.809272,12.096,0,12.096,100,
12.099,4.718586,12.099,0,12.099,100,
12.103,4.640134,12.103,0,12.103,100,
12.106,4.64,12.106,0,12.106,100,
12.109,4.638541,12.109,0,12.109,100,
12.113,4.560067,12.113,0,12.113,100,
12.116,4.48,12.116,0,12.116,100,
12.119,4.48,12.119,0,12.119,100,
12.123,4.48,12.123,0,12.123,100,
12.126,4.379494,12.126,0,12.126,100,
12.129,4.33,12.129,0,12.129,100,
12.133,4.33,12.133,0,12.133,100,
12.136,4.328986,12.136,0,12.136,100,
12.139,4.238962,12.139,0,12.139,100,
12.143,4.19,12.143,0,12.143,100,
12.146,4.189757,12.146,0,12.146,100,
12.149,4.168056,12.149,0,12.149,100,
12.153,4.079931,12.153,0,12.153,100,
12.156,4.05,12.156,0,12.156,100,
12.16,4.049091,12.16,0,12.16,100,
12.163,4.009792,12.163,0,12.163,100,
12.166,3.949728,12.166,0,12.166,100,
12.17,3.93,12.17,0,12.17,100,
12.173,3.929838,12.173,0,12.173,100,
12.176,3.888988,12.176,0,12.176,100,
12.18,3.82,12.18,0,12.18,100,
12.183,3.82,12.183,0,12.183,100,
12.186,3.819081,12.186,0,12.186,100,
12.19,3.758752,12.19,0,12.19,100,
12.193,3.71,12.193,0,12.193,100,
12.196,3.71,12.196,0,12.196,100,
12.2,3.708452,12.2,0,12.2,100,
12.203,3.649682,12.203,0,12.203,100,
12.206,3.6,12.206,0,12.206,100,
12.21,3.6,12.21,0,12.21,100,
12.213,3.599474,12.213,0,12.213,100,
12.216,3.529471,12.216,0,12.216,100,
12.22,3.5,12.22,0,12.22,100,
12.223,3.5,12.223,0,12.223,100,
12.226,3.498873,12.226,0,12.226,100,
12.23,3.439158,12.23,0,12.23,100,
12.233,3.41,12.233,0,12.233,100,
12.236,3.409804,12.236,0,12.236,100,
12.24,3.398542,12.24,0,12.24,100,
12.243,3.349803,12.243,0,12.243,100,
12.246,3.33,12.246,0,12.246,100,
12.25,3.329405,12.25,0,12.25,100,
12.253,3.309451,12.253,0,12.253,100,
12.256,3.259789,12.256,0,12.256,100,
12.26,3.25,12.26,0,12.26,100,
12.263,3.249769,12.263,0,12.263,100,
12.266,3.228902,12.266,0,12.266,100,
12.27,3.18,12.27,0,12.27,100,
12.273,3.18,12.273,0,12.273,100,
12.276,3.179315,12.276,0,12.276,100,
12.28,3.14871,12.28,0,12.28,100,
12.283,3.11,12.283,0,12.283,100,
12.286,3.11,12.286,0,12.286,100,
12.29,3.109007,12.29,0,12.29,100,
12.293,3.079575,12.293,0,12.293,100,
12.296,3.05,12.296,0,12.296,100,
12.3,3.05,12.3,0,12.3,100,
12.303,3.048238,12.303,0,12.303,100,
12.306,3.009491,12.306,0,12.306,100,
12.31,2.99,12.31,0,12.31,100,
12.313,2.989551,12.313,0,12.313,100,
12.316,2.979211,12.316,0,12.316,100,
12.32,2.949266,12.32,0,12.32,100,
12.323,2.93,12.323,0,12.323,100,
12.326,2.929731,12.326,0,12.326,100,
12.33,2.918873,12.33,0,12.33,100,
12.333,2.89,12.333,0,12.333,100,
12.336,2.89,12.336,0,12.336,100,
12.34,2.889237,12.34,0,12.34,100,
12.343,2.868586,12.343,0,12.343,100,
12.346,2.84,12.346,0,12.346,100,
12.35,2.84,12.35,0,12.35,100,
12.353,2.838561,12.353,0,12.353,100,
12.356,2.809411,12.356,0,12.356,100,
12.36,2.79,12.36,0,12.36,100,
12.363,2.79,12.363,0,12.363,100,
12.366,2.789696,12.366,0,12.366,100,
12.37,2.779185,12.37,0,12.37,100,
12.373,2.76,12.373,0,12.373,100,
12.376,2.76,12.376,0,12.376,100,
12.38,2.759584,12.38,0,12.38,100,
12.383,2.74899,12.383,0,12.383,100,
12.386,2.73,12.386,0,12.386,100,
12.39,2.73,12.39,0,12.39,100,
12.393,2.728973,12.393,0,12.393,100,
12.396,2.709671,12.396,0,12.396,100,
12.4,2.7,12.4,0,12.4,100,
12.403,2.7,12.403,0,12.403,100,
12.406,2.699324,12.406,0,12.406,100,
12.41,2.68,12.41,0,12.41,100,
12.413,2.68,12.413,0,12.413,100,
12.416,2.679656,12.416,0,12.416,100,
12.42,2.669552,12.42,0,12.42,100,
12.423,2.66,12.423,0,12.423,100,
12.426,2.66,12.426,0,12.426,100,
12.43,2.659544,12.43,0,12.43,100,
12.433,2.648912,12.433,0,12.433,100,
12.436,2.63,12.436,0,12.436,100,
12.44,2.63,12.44,0,12.44,100,
12.443,2.629447,12.443,0,12.443,100,
12.446,2.61963,12.446,0,12.446,100,
12.45,2.61,12.45,0,12.45,100,
12.453,2.61,12.453,0,12.453,100,
12.456,2.609621,12.456,0,12.456,100,
12.46,2.599517,12.46,0,12.46,100,
12.463,2.59,12.463,0,12.463,100,
12.466,2.59,12.466,0,12.466,100,
12.47,2.589509,12.47,0,12.47,100,
12.473,2.579422,12.473,0,12.473,100,
12.476,2.57,12.476,0,12.476,100,
12.48,2.57,12.48,0,12.48,100,
12.483,2.569417,12.483,0,12.483,100,
12.486,2.559595,12.486,0,12.486,100,
12.49,2.55,12.49,0,12.49,100,
12.493,2.55,12.493,0,12.493,100,
12.496,2.54959,12.496,0,12.496,100,
12.5,2.54,12.5,0,12.5,100,
12.503,2.54,12.503,0,12.503,100,
12.506,2.539581,12.506,0,12.506,100,
12.51,2.53,12.51,0,12.51,100,
12.513,2.53,12.513,0,12.513,100,
12.516,2.53,12.516,0,12.516,100,
12.52,2.53,12.52,0,12.52,100,
12.523,2.53,12.523,0,12.523,100,
12.526,2.53,12.526,0,12.526,100,
12.53,2.53,12.53,0,12.53,100,
12.533,2.53,12.533,0,12.533,100,
12.536,2.529555,12.536,0,12.536,100,
12.54,2.52,12.54,0,12.54,100,
12.543,2.52,12.543,0,12.543,100,
12.546,2.52,12.546,0,12.546,100,
12.55,2.52,12.55,0,12.55,100,
12.553,2.52,12.553,0,12.553,100,
12.556,2.52,12.556,0,12.556,100,
12.56,2.519436,12.56,0,12.56,100,
12.563,2.51,12.563,0,12.563,100,
12.566,2.51,12.566,0,12.566,100,
12.57,2.51,12.57,0,12.57,100,
12.573,2.51,12.573,0,12.573,100,
12.576,2.51,12.576,0,12.576,100,
12.58,2.51,12.58,0,12.58,100,
12.583,2.51,12.583,0,12.583,100,
12.586,2.51,12.586,0,12.586,100,
12.59,2.51,12.59,0,12.59,100,
12.593,2.51,12.593,0,12.593,100,
12.596,2.51,12.596,0,12.596,100,
12.6,2.509402,12.6,0,12.6,100,
12.603,2.19,12.603,0,12.603,100,
12.606,2.19,12.606,0,12.606,100,
12.61,2.19,12.61,0,12.61,100,
12.613,2.19,12.613,0,12.613,100,
12.616,2.19,12.616,0,12.616,100,
12.62,2.19,12.62,0,12.62,100,
12.623,2.190696,12.623,0,12.623,100,
12.626,2.2,12.626,0,12.626,100,
12.63,2.2,12.63,0,12.63,100,
12.633,2.2,12.633,0,12.633,100,
12.636,2.2,12.636,0,12.636,100,
12.64,2.2,12.64,0,12.64,100,
12.643,2.2,12.643,0,12.643,100,
12.646,2.2,12.646,0,12.646,100,
12.65,2.2,12.65,0,12.65,100,
12.653,2.200721,12.653,0,12.653,100,
12.656,2.21,12.656,0,12.656,100,
12.66,2.21,12.66,0,12.66,100,
12.663,2.209271,12.663,0,12.663,100,
12.666,2.200552,12.666,0,12.666,100,
12.67,2.21,12.67,0,12.67,100,
12.673,2.21,12.673,0,12.673,100,
12.676,2.211121,12.676,0,12.676,100,
12.68,2.23,12.68,0,12.68,100,
12.683,2.23,12.683,0,12.683,100,
12.686,2.23,12.686,0,12.686,100,
12.69,2.230673,12.69,0,12.69,100,
12.693,2.24,12.693,0,12.693,100,
12.696,2.24,12.696,0,12.696,100,
12.7,2.24,12.7,0,12.7,100,
12.703,2.24,12.703,0,12.703,100,
12.706,2.24,12.706,0,12.706,100,
12.71,2.24,12.71,0,12.71,100,
12.713,2.24,12.713,0,12.713,100,
12.716,2.240595,12.716,0,12.716,100,
12.72,2.25,12.72,0,12.72,100,
12.723,2.25,12.723,0,12.723,100,
12.726,2.250604,12.726,0,12.726,100,
12.73,2.260705,12.73,0,12.73,100,
12.733,2.27,12.733,0,12.733,100,
12.736,2.27,12.736,0,12.736,100,
12.74,2.271433,12.74,0,12.74,100,
12.743,2.290794,12.743,0,12.743,100,
12.746,2.3,12.746,0,12.746,100,
12.75,2.3,12.75,0,12.75,100,
12.753,2.300805,12.753,0,12.753,100,
12.756,2.31,12.756,0,12.756,100,
12.76,2.31,12.76,0,12.76,100,
12.763,2.31,12.763,0,12.763,100,
12.766,2.31,12.766,0,12.766,100,
12.77,2.31074,12.77,0,12.77,100,
12.773,2.32,12.773,0,12.773,100,
12.776,2.32,12.776,0,12.776,100,
12.78,2.320751,12.78,0,12.78,100,
12.783,2.33,12.783,0,12.783,100,
12.786,2.33,12.786,0,12.786,100,
12.79,2.33,12.79,0,12.79,100,
12.793,2.331722,12.793,0,12.793,100,
12.796,2.35,12.796,0,12.796,100,
12.8,2.35,12.8,0,12.8,100,
12.803,2.35087,12.803,0,12.803,100,
12.806,2.360942,12.806,0,12.806,100,
12.81,2.37,12.81,0,12.81,100,
12.813,2.37,12.813,0,12.813,100,
12.816,2.370954,12.816,0,12.816,100,
12.82,2.380783,12.82,0,12.82,100,
12.823,2.39,12.823,0,12.823,100,
12.826,2.39,12.826,0,12.826,100,
12.83,2.39,12.83,0,12.83,100,
12.833,2.39,12.833,0,12.833,100,
12.836,2.39,12.836,0,12.836,100,
12.84,2.39,12.84,0,12.84,100,
12.843,2.390904,12.843,0,12.843,100,
12.846,2.400976,12.846,0,12.846,100,
12.85,2.41,12.85,0,12.85,100,
12.853,2.41,12.853,0,12.853,100,
12.856,2.41,12.856,0,12.856,100,
12.86,2.41,12.86,0,12.86,100,
12.863,2.41,12.863,0,12.863,100,
12.866,2.41,12.866,0,12.866,100,
12.87,2.41,12.87,0,12.87,100,
12.873,2.41,12.873,0,12.873,100,
12.876,2.41,12.876,0,12.876,100,
12.88,2.410832,12.88,0,12.88,100,
12.883,2.42,12.883,0,12.883,100,
12.886,2.42,12.886,0,12.886,100,
12.89,2.42,12.89,0,12.89,100,
12.893,2.42,12.893,0,12.893,100,
12.896,2.42,12.896,0,12.896,100,
12.9,2.42,12.9,0,12.9,100,
12.903,2.42,12.903,0,12.903,100,
12.906,2.421027,12.906,0,12.906,100,
12.91,2.43,12.91,0,12.91,100,
12.913,2.43,12.913,0,12.913,100,
12.916,2.43,12.916,0,12.916,100,
12.92,2.43,12.92,0,12.92,100,
12.923,2.430971,12.923,0,12.923,100,
12.926,2.44,12.926,0,12.926,100,
12.93,2.44,12.93,0,12.93,100,
12.933,2.440977,12.933,0,12.933,100,
12.936,2.45,12.936,0,12.936,100,
12.94,2.45,12.94,0,12.94,100,
12.943,2.45,12.943,0,12.943,100,
12.946,2.451057,12.946,0,12.946,100,
12.95,2.459107,12.95,0,12.95,100,
12.953,2.45,12.953,0,12.953,100,
12.956,2.451066,12.956,0,12.956,100,
12.96,2.46,12.96,0,12.96,100,
12.963,2.46,12.963,0,12.963,100,
12.966,2.46,12.966,0,12.966,100,
12.97,2.46,12.97,0,12.97,100,
12.973,2.461012,12.973,0,12.973,100,
12.976,2.47,12.976,0,12.976,100,
12.98,2.47,12.98,0,12.98,100,
12.983,2.47,12.983,0,12.983,100,
12.986,2.47,12.986,0,12.986,100,
12.99,2.47,12.99,0,12.99,100,
12.993,2.47,12.993,0,12.993,100,
12.996,2.4711,12.996,0,12.996,100,
13,2.48,13,0,13,100,
13.003,2.48,13.003,0,13.003,100,
13.006,2.48,13.006,0,13.006,100,
13.01,2.479061,13.01,0,13.01,100,
13.013,2.47,13.013,0,13.013,100,
13.016,2.47,13.016,0,13.016,100,
13.02,2.47,13.02,0,13.02,100,
13.023,2.471052,13.023,0,13.023,100,
13.026,2.48,13.026,0,13.026,100,
13.03,2.48,13.03,0,13.03,100,
13.033,2.48,13.033,0,13.033,100,
13.036,2.48,13.036,0,13.036,100,
13.04,2.48,13.04,0,13.04,100,
13.043,2.48,13.043,0,13.043,100,
13.046,2.48,13.046,0,13.046,100,
13.05,2.48,13.05,0,13.05,100,
13.053,2.48,13.053,0,13.053,100,
13.056,2.48,13.056,0,13.056,100,
13.06,2.48,13.06,0,13.06,100,
13.063,2.48,13.063,0,13.063,100,
13.066,2.48,13.066,0,13.066,100,
13.07,2.48,13.07,0,13.07,100,
13.073,2.48,13.073,0,13.073,100,
13.076,2.48,13.076,0,13.076,100,
13.08,2.48,13.08,0,13.08,100,
13.083,2.48,13.083,0,13.083,100,
13.086,2.47883,13.086,0,13.086,100,
13.09,2.47,13.09,0,13.09,100,
13.093,2.47,13.093,0,13.093,100,
13.096,2.47,13.096,0,13.096,100,
13.1,2.47,13.1,0,13.1,100,
13.103,2.47,13.103,0,13.103,100,
13.106,2.47,13.106,0,13.106,100,
13.11,2.47,13.11,0,13.11,100,
13.113,2.47,13.113,0,13.113,100,
13.116,2.47,13.116,0,13.116,100,
13.12,2.47,13.12,0,13.12,100,
13.123,2.468864,13.123,0,13.123,100,
13.126,2.46,13.126,0,13.126,100,
13.13,2.46,13.13,0,13.13,100,
13.133,2.46,13.133,0,13.133,100,
13.136,2.46,13.136,0,13.136,100,
13.14,2.461049,13.14,0,13.14,100,
13.143,2.47,13.143,0,13.143,100,
13.146,2.47,13.146,0,13.146,100,
13.15,2.47,13.15,0,13.15,100,
13.153,2.47,13.153,0,13.153,100,
13.156,2.47,13.156,0,13.156,100,
13.16,2.47,13.16,0,13.16,100,
13.163,2.47,13.163,0,13.163,100,
13.166,2.468763,13.166,0,13.166,100,
13.17,2.46,13.17,0,13.17,100,
13.173,2.46,13.173,0,13.173,100,
13.176,2.46,13.176,0,13.176,100,
