iter	RMSE
374	0.9859200064
375	0.9858674764
376	0.9858124645
377	0.985756368
378	0.985704115
379	0.9856544473
380	0.9855895378
381	0.9855377297
382	0.9854909185
383	0.9854320131
384	0.9853835423
385	0.9853332102
386	0.9852661181
387	0.9852183569
388	0.9850652027
389	0.9850179718
390	0.9849485209
391	0.9848875725
392	0.9848370339
393	0.9847017068
394	0.9846247618
395	0.9845615372
396	0.9845109853
397	0.9844471552
398	0.9843992784
399	0.9843508731
400	0.9842797274
401	0.9842261939
402	0.9841757082
403	0.9841123176
404	0.9840448196
405	0.983975203
406	0.9837985913
407	0.9837458014
408	0.9836134396
409	0.9835509378
410	0.9834794422
411	0.9834354143
412	0.9833798199
413	0.9833310471
414	0.9832767448
415	0.98322702
416	0.983180712
417	0.9831348496
418	0.9830903919
419	0.9830355942
420	0.9829945272
421	0.982933148
422	0.9828885928
423	0.9828452035
424	0.9827909324
425	0.9827492593
426	0.982683261
427	0.9826358759
428	0.9825630489
429	0.9825029378
430	0.9824560748
431	0.9824070019
432	0.9823655612
433	0.9823238113
434	0.982281939
435	0.982235525
436	0.9821944337
437	0.9821426587
438	0.9820780093
439	0.9819904692
440	0.9819492642
441	0.9818703579
442	0.9818309591
443	0.9817790277
444	0.9817429959
445	0.9816603148
446	0.9815983267
447	0.9815441463
448	0.9814664541
449	0.9814169349
450	0.9813788889
451	0.9813141749
452	0.9812561649
453	0.9811852873
454	0.9811476437
455	0.9810989698
456	0.9810404268
457	0.9809952283
458	0.9809567172
459	0.9809209913
460	0.9808824782
461	0.9808457492
462	0.9807929536
463	0.980747712
464	0.9807146751
465	0.9806406371
466	0.9805238651
467	0.9804890974
468	0.9804455304
469	0.9804031053
470	0.9803499854
471	0.9803156138
472	0.9802729434
473	0.9802384579
474	0.9801082325
475	0.9800652352
476	0.9800267676
477	0.9799884234
478	0.9799552575
479	0.9799204274
480	0.9798647471
481	0.9798307142
482	0.9797988161
483	0.9797618598
484	0.9796686667
485	0.9796351453
486	0.979605389
487	0.9795695957
488	0.9795302368
489	0.9794886441
490	0.9794354476
491	0.9794009712
492	0.9793678173
493	0.9793365725
494	0.9792344681
495	0.9791908881
496	0.9791599326
497	0.9791281314
498	0.9790585679
499	0.9790235526
500	0.9789912928
501	0.9789610475
502	0.9789013145
503	0.9788691875
504	0.9788360927
505	0.9787970198
506	0.978762544
507	0.9786996297
508	0.9786608626
509	0.978624379
510	0.9785713986
511	0.9785406319
512	0.9785098983
513	0.9784768568
514	0.9784303261
515	0.9783513609
516	0.9782899953
517	0.9782520963
518	0.9782222235
519	0.9781919049
520	0.9781620207
521	0.9781206553
522	0.9780829781
523	0.9780550945
524	0.9780202211
525	0.9779875045
526	0.9779066304
527	0.977872097
528	0.9778429234
529	0.9778138914
530	0.97777999
531	0.9776810673
532	0.9776497434
533	0.9775614163
534	0.977522854
535	0.9774609257
536	0.9774039443
537	0.9773646762
538	0.9772781131
539	0.9772536989
540	0.9772144952
541	0.9771826048
542	0.9771457275
543	0.9771170615
544	0.9770841918
545	0.977052004
546	0.9770201283
547	0.976993629
548	0.9769644757
549	0.9769176822
550	0.9768850748
551	0.9768542573
552	0.9768105044
553	0.9767832829
554	0.9767399514
555	0.9767130446
556	0.9766839133
557	0.9766463274
558	0.9765868336
559	0.9765359258
560	0.9765007785
561	0.9764694362
562	0.9764417025
563	0.9764053343
564	0.9763702064
565	0.9763414688
566	0.9763070076
567	0.9762722685
568	0.9762451701
569	0.9762106093
570	0.9761827951
571	0.9761297352
572	0.9760700041
573	0.9760469317
574	0.9760035935
575	0.975976503
576	0.9759409484
577	0.9759038162
578	0.9758486001
579	0.9758129634
580	0.9757609283
581	0.9757096558
582	0.9756774369
583	0.975638602
584	0.9756133321
585	0.975540371
586	0.9755024974
587	0.9754773643
588	0.975457306
589	0.9754234301
590	0.9753985991
591	0.9753736707
592	0.9753413161
593	0.9752888399
594	0.9752580453
595	0.9752092547
596	0.9751758207
597	0.975136505
598	0.9751027946
599	0.9750796457
600	0.9750558518
601	0.9750306745
602	0.9750025249
603	0.9749697812
604	0.9749399697
605	0.9749128463
606	0.9748663117
607	0.9748217979
608	0.9747889007
609	0.9747242739
610	0.9746937189
611	0.9746449233
612	0.9746211261
613	0.9745722244
614	0.9745371623
615	0.9745031248
616	0.9744632953
617	0.9744229864
618	0.9744019347
619	0.9743721834
620	0.9743469185
621	0.9743085497
622	0.9742641602
623	0.9742435796
624	0.9742109551
625	0.9741524043
626	0.9740804427
627	0.974056065
628	0.9740073835
629	0.9739600865
630	0.9739149636
631	0.9738893993
632	0.9738521947
633	0.9738163745
634	0.9737907266
635	0.9737707286
636	0.9737258251
637	0.9736972484
638	0.9736610356
639	0.9736065281
640	0.9735836652
641	0.9735414075
642	0.9735070892
643	0.9734875186
644	0.9734665827
645	0.9734432066
646	0.9734177671
647	0.9733920325
648	0.9733476544
649	0.9733243361
650	0.9732926359
651	0.9732500226
652	0.9732254703
653	0.9731912785
654	0.9731677503
655	0.9731372214
656	0.9731086885
657	0.9730804237
658	0.9730557283
659	0.9730338216
660	0.9729994951
661	0.9729729418
662	0.9729408807
663	0.9729172047
664	0.9728906701
665	0.9728574006
666	0.9728256509
667	0.972795588
668	0.9727622038
669	0.9727239907
670	0.9726937826
671	0.9726726935
672	0.9726318616
673	0.9726099448
674	0.9725857553
675	0.9725572382
676	0.9725384098
677	0.9725182763
678	0.9724908092
679	0.9724581392
680	0.9724219437
681	0.9723997813
682	0.9723649309
683	0.9723338649
684	0.972315135
685	0.9722963422
686	0.9722711807
687	0.9722475931
688	0.9721981865
689	0.9721555133
690	0.9721376454
691	0.9721175738
692	0.9720805248
693	0.9720612434
694	0.9720423731
695	0.9720176687
696	0.9719794881
697	0.9719465498
698	0.9719258425
699	0.9718981807
700	0.971869344
701	0.9718526585
702	0.9718290825
703	0.9718026902
704	0.9717785125
705	0.9717335354
706	0.9717142915
707	0.9716774392
708	0.9716588225
709	0.9716366969
710	0.9715662324
711	0.9715409235
712	0.9715215545
713	0.9714923138
714	0.9714656812
715	0.9714507361
716	0.971433784
717	0.9714086634
718	0.9713818704
719	0.9713404731
720	0.9713174123
721	0.9712872108
722	0.9712648009
723	0.9712316832
724	0.9712127375
725	0.9711764949
726	0.9711585477
727	0.9711115238
728	0.9710951407
729	0.9710728338
730	0.971045289
731	0.9710314105
732	0.9709900802
733	0.970957001
734	0.9709374352
735	0.9709170235
736	0.9708630074
737	0.9708423288
738	0.9708273519
739	0.9708081712
740	0.970787038
741	0.970754872
742	0.9707341636
743	0.9707050694
744	0.9706847254
745	0.9706555942
746	0.970630908
747	0.9706113406
748	0.9705953286
749	0.9705773806
750	0.9705513128
751	0.9705305105
752	0.9705080783
753	0.9704809747
754	0.9704609497
755	0.9704427425
756	0.9704171307
757	0.9703983045
758	0.9703719201
759	0.9703570639
760	0.9703139967
761	0.9702868039
762	0.9702644837
763	0.9702458085
764	0.9702213794
765	0.9702017027
766	0.9701605859
767	0.9701377228
768	0.9701048269
769	0.9700779697
770	0.9700613609
771	0.9700414986
772	0.9700064514
773	0.9699888655
774	0.969974755
775	0.9699287991
776	0.9698924481
777	0.9698678418
778	0.9698159813
779	0.9697929745
780	0.9697753633
781	0.9697556192
782	0.9697257264
783	0.9697115666
784	0.9696965391
785	0.9696754615
786	0.9696508518
787	0.9696312514
788	0.969603272
789	0.9695765045
790	0.9695370146
791	0.9695177285
792	0.9694950934
793	0.9694663606
794	0.9694471582
795	0.9694107591
796	0.9693870053
797	0.9693584779
798	0.9693216898
799	0.9693009302
800	0.9692828434
801	0.9692512922
802	0.9692354533
803	0.969217321
804	0.9691938487
805	0.9691720422
806	0.9691459691
807	0.9691253552
808	0.969113976
809	0.9690918505
810	0.9690746834
811	0.9690517226
812	0.9690265081
813	0.9690068717
814	0.968977636
815	0.9689610608
816	0.9689387135
817	0.968921221
818	0.9689023253
819	0.9688870088
820	0.9688656679
821	0.9688372888
822	0.9688073444
823	0.9687809377
824	0.9687477284
825	0.9687120276
826	0.9686828467
827	0.968665857
828	0.9686278681
829	0.968608496
830	0.9685868723
831	0.9685699583
832	0.9685493806
833	0.9685262589
834	0.9685133482
835	0.9684951466
836	0.9684764438
837	0.9684571993
838	0.9684339644
839	0.9684157317
840	0.9684022713
841	0.9683854209
842	0.9683612569
843	0.9683430038
844	0.9683088942
845	0.9682852846
846	0.9682709694
847	0.9682549605
848	0.9682373438
849	0.9682216559
850	0.9682065623
851	0.968186156
852	0.9681685257
853	0.9681517061
854	0.9681206764
855	0.9680582414
856	0.9679968083
857	0.9679803906
858	0.9679541222
859	0.9679359819
860	0.9679151961
861	0.9678861814
862	0.9678577652
863	0.967838678
864	0.9678141916
865	0.9677959048
866	0.9677672871
867	0.9677501051
868	0.967730265
869	0.9677094455
870	0.9676814419
871	0.9676653249
872	0.9676390545
873	0.967614382
874	0.9675773761
875	0.9675629095
876	0.9675460199
877	0.96751595
878	0.9674976643
879	0.9674781598
880	0.967454069
881	0.9674417342
882	0.9673701575
883	0.9673601487
884	0.9673253377
885	0.9673051803
886	0.9672851099
887	0.967264365
888	0.9672387694
889	0.967225951
890	0.9672148367
891	0.9671980176
892	0.9671759117
893	0.9671554851
894	0.967130752
895	0.9671151754
896	0.9670858712
897	0.9670636752
898	0.9670442821
899	0.9670094117
900	0.9669837874
901	0.9669591183
902	0.9669446515
903	0.9669201508
904	0.9668859024
905	0.9668643885
906	0.9668526589
907	0.9668357565
908	0.9668164744
909	0.9668000095
910	0.9667690682
911	0.9667416065
912	0.9667253305
913	0.9667083992
914	0.966689527
915	0.9666646753
916	0.9666474006
917	0.9666321994
918	0.9666057861
919	0.9665888165
920	0.9665742284
921	0.9665652733
922	0.9665483938
923	0.9665314407
924	0.9665128
925	0.9664896461
926	0.9664672487
927	0.9664469607
928	0.9664294484
929	0.9664174488
930	0.9663998104
931	0.9663850028
932	0.9663652036
933	0.9663483625
934	0.9663361729
935	0.9663101707
936	0.9662925392
937	0.966270222
938	0.9662470573
939	0.9662259637
940	0.9662113385
941	0.9661853332
942	0.9661675854
943	0.9661479478
944	0.9661326124
945	0.9661163461
946	0.9660682921
947	0.9660534031
948	0.9660287784
949	0.9660126647
950	0.9659957891
951	0.9659804449
952	0.9659609943
953	0.965945712
954	0.9659300779
955	0.9659198024
956	0.9658896149
957	0.965855419
958	0.9658421176
959	0.9658099308
960	0.9657969542
961	0.9657800713
962	0.9657595974
963	0.9657426382
964	0.9657276076
965	0.9657123094
966	0.9656982753
967	0.9656715993
968	0.9656582109
969	0.965640277
970	0.9656177549
971	0.9655827287
972	0.9655620236
973	0.9655448432
974	0.9655287965
975	0.9655158059
976	0.9654867335
977	0.9654751833
978	0.9654574256
979	0.9654374778
980	0.9654191408
981	0.965396922
982	0.9653729646
983	0.9653544487
984	0.9653377504
985	0.9653198759
986	0.9652873244
987	0.9652721083
988	0.9652563717
989	0.9652418824
990	0.9652212533
991	0.9652032582
992	0.9651692061
993	0.965149173
994	0.9651143268
995	0.9650949451
996	0.9650793647
997	0.9650575643
998	0.9650384079
999	0.9650219601
1000	0.9650073388
1001	0.9650012902
1002	0.9649837441
1003	0.9649691863
1004	0.9649454348
1005	0.9649305834
1006	0.964906132
1007	0.9648786795
1008	0.9648655589
1009	0.9648492003
1010	0.964831846
1011	0.9648166699
1012	0.9648001771
1013	0.9647805726
1014	0.9647631367
1015	0.9647471026
1016	0.9647332684
1017	0.9647171271
1018	0.9647045837
1019	0.9646912946
1020	0.9646782549
1021	0.9646636833
1022	0.9646392848
1023	0.9646001587
1024	0.9645827551
1025	0.9645701695
1026	0.9645593211
1027	0.9645442782
1028	0.9645271969
1029	0.9645127623
1030	0.9644959548
1031	0.9644827787
1032	0.9644700285
1033	0.9644479567
1034	0.9644308487
1035	0.9644180131
1036	0.9644000521
1037	0.9643817858
1038	0.9643664047
1039	0.9643519715
1040	0.9643308672
1041	0.9643151737
1042	0.9642990577
1043	0.9642838749
1044	0.964261865
1045	0.9642327341
1046	0.9642132515
1047	0.964189824
1048	0.9641771344
1049	0.9641633058
1050	0.9640976795
1051	0.9640848843
1052	0.9640681578
1053	0.9640458313
1054	0.964029808
1055	0.9640054237
1056	0.963990001
1057	0.9639715705
1058	0.9639599037
1059	0.963923649
1060	0.9639035635
1061	0.9638842986
1062	0.9638682528
1063	0.9638403822
1064	0.9638249642
1065	0.9638065089
1066	0.9637804611
1067	0.96375802
1068	0.9637461975
1069	0.9637281948
1070	0.9637085833
1071	0.9636892406
1072	0.9636679122
1073	0.9636469369
1074	0.9636228313
1075	0.9635976198
1076	0.963585317
1077	0.9635696795
1078	0.9635428652
1079	0.9635284343
1080	0.9635130788
1081	0.9634850851
1082	0.9634677802
1083	0.963446024
1084	0.9634332003
1085	0.9634105279
1086	0.9633933424
1087	0.9633773458
1088	0.9633621243
1089	0.9633489176
1090	0.9633363517
1091	0.963320554
1092	0.9632995263
1093	0.9632845441
1094	0.9632711331
1095	0.9632540212
1096	0.9632383026
1097	0.9632278285
1098	0.9632083701
1099	0.963186582
1100	0.963171617
1101	0.9631516748
1102	0.9631320721
1103	0.9631201099
1104	0.9631056939
1105	0.9630844659
1106	0.9630657944
1107	0.9630588983
1108	0.9630379993
1109	0.9630198168
1110	0.9630064066
1111	0.9629894563
1112	0.9629691002
1113	0.9629520548
1114	0.9629262697
1115	0.9629095403
1116	0.9628840112
1117	0.9628613177
1118	0.9628468426
1119	0.9628182908
1120	0.9628048974
1121	0.9627745308
1122	0.962762362
1123	0.9627471984
1124	0.9627364785
1125	0.962715853
1126	0.9626979331
1127	0.9626882596
1128	0.962673531
1129	0.9626610744
1130	0.9626459495
1131	0.9626338281
1132	0.9626190161
1133	0.9625955156
1134	0.9625823496
1135	0.962563872
1136	0.9625520435
1137	0.9625318954
1138	0.9625113638
1139	0.9624928418
1140	0.9624846573
1141	0.9624643752
1142	0.962444847
1143	0.9624313116
1144	0.9623974533
1145	0.9623825793
1146	0.9623442453
1147	0.9623272864
1148	0.962312945
1149	0.9622940208
1150	0.9622783103
1151	0.9622644829
1152	0.9622489311
1153	0.9622380343
1154	0.9622288237
1155	0.9622171791
1156	0.9622063379
1157	0.9621936363
1158	0.9621695435
1159	0.9621538887
1160	0.9621395075
1161	0.9621159826
1162	0.9621065035
1163	0.9620836509
1164	0.9620729876
1165	0.9620475906
1166	0.962021461
1167	0.9620016935
1168	0.9619883509
1169	0.9619696095
1170	0.9619557545
1171	0.9619436746
1172	0.9619152671
1173	0.961901587
1174	0.961884256
1175	0.9618743199
1176	0.9618613878
1177	0.9618363023
1178	0.9618245756
1179	0.9618089583
1180	0.9617923967
1181	0.9617832259
1182	0.9617676917
1183	0.9617547514
1184	0.9617359303
1185	0.9617124956
1186	0.9616987103
1187	0.9616822349
1188	0.9616654021
1189	0.9616536081
1190	0.9616345386
1191	0.9616185954
1192	0.9616033559
1193	0.9615889717
1194	0.9615760025
1195	0.9615600787
1196	0.9615484995
1197	0.961525174
1198	0.9615105406
1199	0.9614850377
1200	0.9614506355
1201	0.9614360137
1202	0.9614229112
1203	0.9614082567
1204	0.961392152
1205	0.9613840131
1206	0.9613750312
1207	0.9613605179
1208	0.9613446399
1209	0.9613308346
1210	0.9613163941
1211	0.9612990653
1212	0.961271604
1213	0.9612583029
1214	0.9612458759
1215	0.9612201279
1216	0.9612036811
1217	0.9611889763
1218	0.9611742641
1219	0.9611561335
1220	0.9611347199
1221	0.9611229729
1222	0.9611088982
1223	0.9610918327
1224	0.9610772956
1225	0.9610664593
1226	0.9610517037
1227	0.9610401724
1228	0.9610191276
1229	0.960996786
1230	0.9609862272
1231	0.9609738155
1232	0.9609545274
1233	0.9609378074
1234	0.9609196448
1235	0.9609021637
1236	0.9608841842
1237	0.9608747639
1238	0.9608609821
1239	0.9608251508
1240	0.9608039238
1241	0.9607874682
1242	0.9607755417
1243	0.9607633788
1244	0.9607452788
1245	0.9607260604
1246	0.9607114904
1247	0.9606873332
1248	0.9606725589
1249	0.9606612157
1250	0.9606449034
1251	0.9606266954
1252	0.9606120859
1253	0.9605987437
1254	0.9605887149
1255	0.9605698039
1256	0.9605569113
1257	0.9605398414
1258	0.9605224043
1259	0.9605086805
1260	0.9604928041
1261	0.9604801927
1262	0.9604685622
1263	0.9604531198
1264	0.960440643
1265	0.9604282369
1266	0.9604114981
1267	0.9603854856
1268	0.9603586559
1269	0.96034274
1270	0.9603294712
1271	0.9603111364
1272	0.9602951574
1273	0.9602833177
1274	0.9602761096
1275	0.9602622466
1276	0.9602522971
1277	0.9602396006
1278	0.9602284333
1279	0.960222462
1280	0.9602027414
1281	0.9601899938
1282	0.9601717449
1283	0.9601559858
1284	0.9601445604
1285	0.9601297009
1286	0.9601173916
1287	0.9601036789
1288	0.9600873626
1289	0.9600746958
1290	0.9600662151
1291	0.9600558814
1292	0.9600345279
1293	0.9600217213
1294	0.9600097649
1295	0.959996559
1296	0.959983545
1297	0.9599716583
1298	0.9599589406
1299	0.9599446787
1300	0.9599352244
1301	0.9599189443
1302	0.9599087058
1303	0.959892409
1304	0.9598738373
1305	0.9598607132
1306	0.959847069
1307	0.9598359393
1308	0.9598246576
1309	0.9598123985
1310	0.9597972617
1311	0.9597855437
1312	0.9597603733
1313	0.9597500876
1314	0.9597380148
1315	0.9597277493
1316	0.9597157885
1317	0.9597050997
1318	0.9596939369
1319	0.9596830581
1320	0.9596626951
1321	0.9596429293
1322	0.9596311243
1323	0.9596162315
1324	0.9596036654
1325	0.9595902575
1326	0.959575162
1327	0.9595586606
1328	0.9595465369
1329	0.9595293412
1330	0.9595159812
1331	0.9594959485
1332	0.9594379167
1333	0.9594222787
1334	0.9594015677
1335	0.959389291
1336	0.9593779081
1337	0.9593702683
1338	0.9593539155
1339	0.9593424316
1340	0.9593273818
1341	0.9593148383
1342	0.9592962259
1343	0.9592857009
1344	0.9592803012
1345	0.9592664268
1346	0.9592582068
1347	0.9592351916
1348	0.9592260478
1349	0.9592126953
1350	0.959201431
1351	0.9591883555
1352	0.9591723475
1353	0.9591612912
1354	0.9591473855
1355	0.9591260034
1356	0.9591134244
1357	0.9591031615
1358	0.9590856756
1359	0.959066146
1360	0.9590545524
1361	0.9590420647
1362	0.9590325368
1363	0.9590186355
1364	0.9589985299
1365	0.9589849369
1366	0.9589749256
1367	0.958964923
1368	0.9589387046
1369	0.9589246367
1370	0.9589121912
1371	0.9588767724
1372	0.9588632475
1373	0.9588488491
1374	0.9588346763
1375	0.9588136014
1376	0.958799537
1377	0.9587846267
1378	0.9587713808
1379	0.9587570566
1380	0.9587430927
1381	0.9587280461
1382	0.9587087129
1383	0.9586909863
1384	0.9586695177
1385	0.9586590604
1386	0.9586424552
1387	0.9586286303
1388	0.9586035867
1389	0.9585910479
1390	0.9585816368
1391	0.9585705035
1392	0.9585605091
1393	0.9585324184
1394	0.958517607
1395	0.9585015621
1396	0.9584891545
1397	0.9584684951
1398	0.9584565518
1399	0.9584428976
1400	0.9584322106
1401	0.9584225454
1402	0.9584086324
1403	0.9583957551
1404	0.958381843
1405	0.9583673881
1406	0.9583511467
1407	0.9583399309
1408	0.9583244659
1409	0.9583161707
1410	0.9583042932
1411	0.9582794714
1412	0.9582615645
1413	0.9582484208
1414	0.9582385215
1415	0.9582213627
1416	0.9581999622
1417	0.9581866724
1418	0.9581772213
1419	0.9581615442
1420	0.9581431969
1421	0.9581349375
1422	0.9581224864
1423	0.9581139175
1424	0.9581002133
1425	0.9580936529
1426	0.9580789865
1427	0.9580575833
1428	0.9580434407
1429	0.9580346239
1430	0.9580139773
1431	0.9579983257
1432	0.957987372
1433	0.9579746663
1434	0.9579614447
1435	0.9579485522
1436	0.9579271523
1437	0.9579124041
1438	0.9578999495
1439	0.9578873449
1440	0.9578699467
1441	0.9578587426
1442	0.9578477118
1443	0.9578373173
1444	0.9578270906
1445	0.957815777
1446	0.9578002625
1447	0.95778325
1448	0.9577676112
1449	0.9577560519
1450	0.9577419341
1451	0.9577269799
1452	0.9577132518
1453	0.957693492
1454	0.9576823062
1455	0.9576659836
1456	0.9576540744
1457	0.9576415467
1458	0.9576257299
1459	0.9576094595
1460	0.9575943012
1461	0.9575834371
1462	0.9575661301
1463	0.9575506745
1464	0.9575372946
1465	0.9575162546
1466	0.9575048802
1467	0.9574874314
1468	0.9574771285
1469	0.9574603007
1470	0.9574478878
1471	0.957438999
1472	0.957427191
1473	0.9574156124
1474	0.9574063716
1475	0.9573974694
1476	0.9573870183
1477	0.9573733888
1478	0.9573630299
1479	0.9573506039
1480	0.957338107
1481	0.9573263122
1482	0.9573134474
1483	0.9572911902
1484	0.9572807557
1485	0.9572664093
1486	0.9572543211
1487	0.9572421553
1488	0.9572194025
1489	0.9571933544
1490	0.9571734954
1491	0.9571573054
1492	0.9571372367
1493	0.9571201888
1494	0.9571092448
1495	0.9570963685
1496	0.9570836872
1497	0.9570697451
1498	0.9570528725
1499	0.9570426345
1500	0.9570319605
1501	0.957021449
1502	0.9570093238
1503	0.9569953538
1504	0.9569815486
1505	0.9569711713
1506	0.9569592205
1507	0.9569502468
1508	0.9569374961
1509	0.9569259968
1510	0.9569147661
1511	0.9568877229
1512	0.9568787037
1513	0.9568579652
1514	0.9568456545
1515	0.9568345848
1516	0.9568233149
1517	0.956807981
1518	0.9567962792
1519	0.9567372232
1520	0.9567237766
1521	0.9567111159
1522	0.9566957061
1523	0.9566822061
1524	0.956673021
1525	0.9566595646
1526	0.9566497675
1527	0.9566359869
1528	0.9566238164
1529	0.9566142887
1530	0.9565955241
1531	0.9565812572
