iter	RMSE
1532	0.9565649624
1533	0.9565563363
1534	0.9565478325
1535	0.9565343578
1536	0.9565238095
1537	0.9565133549
1538	0.9565020111
1539	0.9564933072
1540	0.956484691
1541	0.9564723247
1542	0.9564620311
1543	0.9564464489
1544	0.9564332129
1545	0.9564165871
1546	0.9564063859
1547	0.9563890308
1548	0.9563787954
1549	0.9563637671
1550	0.9563511265
1551	0.9563385098
1552	0.9563282107
1553	0.9563194413
1554	0.9563069495
1555	0.9562893389
1556	0.9562773211
1557	0.9562690223
1558	0.9562564982
1559	0.9562455376
1560	0.9562345132
1561	0.9562235065
1562	0.9562129209
1563	0.9562061656
1564	0.9561938659
1565	0.9561900885
1566	0.9561817888
1567	0.9561675786
1568	0.9561512292
1569	0.9561392794
1570	0.9560942337
1571	0.9560792642
1572	0.9560666773
1573	0.9560557034
1574	0.9560481297
1575	0.9560376104
1576	0.956024016
1577	0.9560127104
1578	0.955996246
1579	0.9559856878
1580	0.9559765805
1581	0.955966402
1582	0.9559531617
1583	0.9559386207
1584	0.9559241362
1585	0.9559161761
1586	0.9559067172
1587	0.955897812
1588	0.955881973
1589	0.9558701999
1590	0.9558506758
1591	0.9558388556
1592	0.9558245205
1593	0.9558118491
1594	0.9557964788
1595	0.9557839871
1596	0.9557697949
1597	0.9557549589
1598	0.9557433645
1599	0.9557342899
1600	0.9557129625
1601	0.955692
1602	0.9556810196
1603	0.9556692893
1604	0.9556581874
1605	0.9556478439
1606	0.955634253
1607	0.95562006
1608	0.9556106377
1609	0.955597719
1610	0.955583949
1611	0.9555771757
1612	0.9555590818
1613	0.9555488573
1614	0.9555109959
1615	0.9555009289
1616	0.9554913466
1617	0.9554755222
1618	0.9554669196
1619	0.9554595382
1620	0.9554447761
1621	0.9554368185
1622	0.955423281
1623	0.9554014124
1624	0.9553857171
1625	0.9553664275
1626	0.9553531586
1627	0.955344916
1628	0.9553335534
1629	0.9553232231
1630	0.9553126659
1631	0.9553044571
1632	0.9552918102
1633	0.9552790039
1634	0.955268048
1635	0.9552571961
1636	0.9552399305
1637	0.9552297221
1638	0.9552201807
1639	0.9552103015
1640	0.9551997804
1641	0.9551893956
1642	0.9551730535
1643	0.9551619872
1644	0.955152388
1645	0.9551416478
1646	0.9551326266
1647	0.9551225641
1648	0.9551126859
1649	0.9551013824
1650	0.9550958298
1651	0.9550811854
1652	0.9550703856
1653	0.9550629889
1654	0.9550545476
1655	0.9550374432
1656	0.9550217381
1657	0.9550120752
1658	0.9550003193
1659	0.9549850385
1660	0.9549738213
1661	0.954961549
1662	0.9549507525
1663	0.9549399304
1664	0.9549260508
1665	0.9549172004
1666	0.9549077305
1667	0.9548959809
1668	0.9548794421
1669	0.9548720532
1670	0.9548600996
1671	0.9548483556
1672	0.9548340169
1673	0.9548214836
1674	0.9548085007
1675	0.9547957246
1676	0.9547841453
1677	0.9547752222
1678	0.954768075
1679	0.9547563864
1680	0.954743564
1681	0.954731655
1682	0.9547225558
1683	0.9547055293
1684	0.9546924475
1685	0.9546829508
1686	0.9546699208
1687	0.9546500693
1688	0.9546392275
1689	0.9546288126
1690	0.9546193749
1691	0.9546092785
1692	0.9545997221
1693	0.95458698
1694	0.9545698256
1695	0.954556299
1696	0.9545417505
1697	0.9545298169
1698	0.9545208235
1699	0.9545134463
1700	0.9545016341
1701	0.9544956767
1702	0.9544848386
1703	0.9544730909
1704	0.9544623676
1705	0.9544541641
1706	0.9544388454
1707	0.9544258687
1708	0.9544118032
1709	0.9543983023
1710	0.9543894679
1711	0.9543798994
1712	0.95436442
1713	0.9543531913
1714	0.9543417135
1715	0.9543318234
1716	0.9543194032
1717	0.9543105482
1718	0.954299224
1719	0.954292
1720	0.9542759405
1721	0.9542634225
1722	0.9542570504
1723	0.9542456502
1724	0.9542339867
1725	0.9542226257
1726	0.9542057893
1727	0.9541967203
1728	0.9541832086
1729	0.9541722009
1730	0.9541632508
1731	0.9541518107
1732	0.9541430269
1733	0.9541330616
1734	0.9541224001
1735	0.9541105249
1736	0.9540988615
1737	0.9540868644
1738	0.9540739898
1739	0.9540675287
1740	0.9540525286
1741	0.9540404717
1742	0.9540273335
1743	0.9540147923
1744	0.9539939328
1745	0.9539806352
1746	0.9539699083
1747	0.9539538416
1748	0.9539366818
1749	0.9539259241
1750	0.9539140076
1751	0.9538995909
1752	0.9538883012
1753	0.9538856684
1754	0.953879178
1755	0.9538644905
1756	0.9538567207
1757	0.9538463819
1758	0.9538376477
1759	0.9538253907
1760	0.9538169822
1761	0.9538085495
1762	0.953791434
1763	0.9537766802
1764	0.9537639104
1765	0.9537506789
1766	0.9537406856
1767	0.9537302661
1768	0.9537185627
1769	0.9537048256
1770	0.9536922348
1771	0.9536828406
1772	0.9536514506
1773	0.9536421575
1774	0.9536297235
1775	0.953620961
1776	0.9536086783
1777	0.9536006964
1778	0.9535927622
1779	0.9535856184
1780	0.9535666747
1781	0.9535558756
1782	0.9535522109
1783	0.9535420159
1784	0.9535287038
1785	0.9535164126
1786	0.9535010683
1787	0.9534886414
1788	0.9534759613
1789	0.9534681693
1790	0.9534550796
1791	0.9534403634
1792	0.953429552
1793	0.953419772
1794	0.9534098119
1795	0.9533934327
1796	0.9533819994
1797	0.9533713176
1798	0.9533603684
1799	0.9533522915
1800	0.9533427916
1801	0.9533289949
1802	0.9533140462
1803	0.9533037802
1804	0.9532888126
1805	0.9532769636
1806	0.9532663782
1807	0.9532579186
1808	0.953243375
1809	0.9532285157
1810	0.9532161333
1811	0.9532064963
1812	0.9531938716
1813	0.9531834641
1814	0.9531719127
1815	0.9531571079
1816	0.9531397154
1817	0.9531305218
1818	0.9531205466
1819	0.9531047865
1820	0.9530929983
1821	0.9530733292
1822	0.9530661458
1823	0.9530561611
1824	0.9530475462
1825	0.9530342808
1826	0.9530275212
1827	0.9530118856
1828	0.9529978008
1829	0.9529838087
1830	0.9529751146
1831	0.9529696968
1832	0.9529581544
1833	0.952950844
1834	0.952943472
1835	0.9529362403
1836	0.9529296658
1837	0.9529233112
1838	0.9529106101
1839	0.9529020597
1840	0.9528939854
1841	0.9528821126
1842	0.95287052
1843	0.9528604561
1844	0.9528486364
1845	0.9528300854
1846	0.9528216603
1847	0.9528106475
1848	0.9528007516
1849	0.9527897713
1850	0.952773245
1851	0.9527672696
1852	0.9527575444
1853	0.9527516932
1854	0.9527383852
1855	0.9527270453
1856	0.9527106253
1857	0.9526987389
1858	0.9526855492
1859	0.9526741685
1860	0.9526639229
1861	0.9526513996
1862	0.9526405965
1863	0.9526237167
1864	0.9526110778
1865	0.952598883
1866	0.9525726544
1867	0.9525650167
1868	0.9525451372
1869	0.9525311977
1870	0.9525155843
1871	0.9525067015
1872	0.9524964906
1873	0.9524813754
1874	0.9524721726
1875	0.9524595056
1876	0.9524506624
1877	0.9524412023
1878	0.9524313382
1879	0.9524221303
1880	0.9524091422
1881	0.9523960614
1882	0.9523833765
1883	0.9523742512
1884	0.9523655212
1885	0.9523565413
1886	0.9523472744
1887	0.9523337118
1888	0.9523185739
1889	0.9523038295
1890	0.9522966226
1891	0.9522860377
1892	0.9522704631
1893	0.9522619769
1894	0.9522448111
1895	0.9522368889
1896	0.9522253647
1897	0.9522088122
1898	0.9521998871
1899	0.9521838979
1900	0.9521746976
1901	0.9521624653
1902	0.9521527037
1903	0.9521349134
1904	0.9521243143
1905	0.9521121597
1906	0.9520977815
1907	0.9520803313
1908	0.9520702583
1909	0.9520621043
1910	0.9520544506
1911	0.9520449925
1912	0.9520351568
1913	0.9520274259
1914	0.9520171178
1915	0.9520029057
1916	0.9519949237
1917	0.9519868335
1918	0.951980603
1919	0.9519672037
1920	0.9519553176
1921	0.9519456024
1922	0.9519383721
1923	0.9519304246
1924	0.9519187532
1925	0.9519032643
1926	0.951892552
1927	0.95187776
1928	0.9518622474
1929	0.9518458441
1930	0.9518296912
1931	0.951820414
1932	0.9518088114
1933	0.9517978778
1934	0.9517866897
1935	0.9517705259
1936	0.9517609558
1937	0.9517483704
1938	0.9517382169
1939	0.9517276716
1940	0.9517182699
1941	0.9517091157
1942	0.9516975417
1943	0.9516755394
1944	0.9516608783
1945	0.9516505611
1946	0.9516413623
1947	0.9516339071
1948	0.9516243553
1949	0.9516116977
1950	0.9516032675
1951	0.9515915604
1952	0.9515763564
1953	0.951564908
1954	0.9515531352
1955	0.9515426002
1956	0.9515291297
1957	0.9515205056
1958	0.9515106851
1959	0.9515029793
1960	0.9514918721
1961	0.9514805027
1962	0.9514668039
1963	0.9514544841
1964	0.9514405171
1965	0.9514321159
1966	0.9514179985
1967	0.9514110136
1968	0.9514025801
1969	0.9513827964
1970	0.9513727563
1971	0.9513660082
1972	0.9513509115
1973	0.9513442452
1974	0.9513376427
1975	0.9513278108
1976	0.9513160484
1977	0.9513081703
1978	0.9512997644
1979	0.9512877849
1980	0.9512777267
1981	0.9512650391
1982	0.9512551131
1983	0.9512470024
1984	0.9512406127
1985	0.9512313736
1986	0.951222343
1987	0.9512095443
1988	0.9511986493
1989	0.9511837881
1990	0.9511735852
1991	0.9511641813
1992	0.951153612
1993	0.9511424173
1994	0.9511273983
1995	0.9511133212
1996	0.9510999493
1997	0.9510919397
1998	0.9510737212
1999	0.9510650739
