date,open,high,low,close,volume,money
2009-05-07,673.84,705.89,673.06,701.59,1560953.0,1083382912.0
2009-05-08,691.04,714.49,687.13,710.58,1483769.0,1043097152.0
2009-05-11,711.37,750.45,688.3,689.87,1722582.0,1249003904.0
2009-05-12,687.13,703.55,681.66,699.64,529669.0,367649728.0
2009-05-13,703.16,711.37,690.26,697.29,598454.0,418430784.0
2009-05-14,695.34,695.73,674.23,680.88,805961.0,547898112.0
2009-05-15,687.13,689.87,676.58,684.0,374435.0,256399248.0
2009-05-19,696.51,710.58,696.51,699.25,747366.0,524996000.0
2009-05-20,700.42,702.38,686.35,687.91,359262.0,248650624.0
2009-05-21,685.96,688.7,659.77,662.51,650464.0,435761376.0
2009-05-22,659.77,675.41,651.95,668.37,598784.0,395973408.0
2009-05-25,658.6,682.44,648.83,671.11,756167.0,504422912.0
2009-05-26,672.67,678.14,661.34,667.98,446973.0,299362592.0
2009-05-27,674.62,697.69,674.62,697.29,890640.0,615492544.0
2009-06-01,707.07,723.09,701.98,715.27,768141.0,548654464.0
2009-06-02,721.14,729.74,716.06,722.31,1107703.0,800652352.0
2009-06-03,722.31,783.67,722.31,780.16,1655061.0,1263200512.0
2009-06-04,773.9,816.12,769.99,796.57,1582304.0,1263708672.0
2009-06-05,791.49,805.17,775.86,781.72,891697.0,703018688.0
2009-06-15,859.89,859.89,820.81,859.89,4851819.0,4087878144.0
2009-06-16,840.35,892.72,836.44,882.95,3837101.0,3349282048.0
2009-06-17,875.92,879.44,848.17,867.71,1668691.0,1438301568.0
2009-06-18,861.85,883.34,850.12,856.77,1716642.0,1484658816.0
2009-06-19,854.03,875.53,845.43,862.63,1483585.0,1275968128.0
2009-06-22,863.8,876.31,844.26,863.41,1696480.0,1465552896.0
2009-06-23,848.17,884.91,841.13,863.8,1598265.0,1377111680.0
2009-06-24,855.2,855.59,824.32,837.22,1681312.0,1407276032.0
2009-06-25,836.44,850.9,830.58,835.66,981210.0,823792192.0
2009-06-26,839.96,848.17,834.88,844.26,872879.0,735726144.0
2009-06-30,859.89,867.71,844.65,852.86,1054119.0,904244096.0
2009-07-01,852.07,914.22,842.69,908.75,2043134.0,1808460032.0
2009-07-02,906.8,924.38,898.98,910.31,1252185.0,1142173312.0
2009-07-03,897.41,926.73,895.46,922.43,963039.0,878856832.0
2009-07-06,922.82,958.78,915.0,933.37,900512.0,844831232.0
2009-07-07,929.47,929.47,883.34,890.77,1323432.0,1195541504.0
2009-07-08,875.53,892.33,862.24,882.56,960885.0,840308608.0
2009-07-09,882.17,889.99,866.15,885.69,817667.0,716148672.0
2009-07-10,886.47,901.71,879.44,890.38,754168.0,673110976.0
2009-07-13,885.3,885.3,864.97,864.97,714517.0,623127040.0
2009-07-14,869.66,895.85,869.66,893.12,740587.0,658655488.0
2009-07-15,895.46,911.49,889.99,898.2,718626.0,645874880.0
2009-07-16,909.14,932.59,896.24,920.87,1396593.0,1285357696.0
2009-07-17,920.87,928.29,898.98,917.35,727099.0,663508352.0
2009-07-20,917.35,925.56,897.02,925.56,965869.0,878859584.0
2009-07-21,919.3,937.67,896.63,897.02,1201453.0,1097625088.0
2009-07-22,893.51,908.75,887.25,902.1,1066911.0,955451712.0
2009-07-23,900.93,920.08,881.39,905.23,1392145.0,1253467264.0
2009-07-24,911.88,914.22,879.44,887.25,1146904.0,1026109248.0
2009-07-27,891.94,920.08,891.16,902.89,976981.0,884331776.0
2009-07-28,906.01,933.37,891.16,902.89,1543469.0,1412429952.0
2009-07-29,910.7,984.97,889.99,930.25,3492449.0,3296629435.0
2009-07-30,952.13,1023.27,952.13,1023.27,4788716.0,4821611008.0
2009-08-03,1010.37,1011.15,973.63,1010.37,2545628.0,2517751552.0
2009-08-04,1001.38,1003.73,959.56,978.71,1759056.0,1713961856.0
2009-08-05,971.68,1006.46,965.42,983.4,1193283.0,1177478272.0
2009-08-06,966.6,967.38,920.48,937.67,1241832.0,1171305472.0
2009-08-07,938.45,959.56,916.57,919.69,828841.0,777062528.0
2009-08-10,933.37,941.58,879.83,897.41,1177385.0,1065654848.0
2009-08-11,900.93,911.09,879.44,902.1,627284.0,563547840.0
2009-08-12,897.81,916.96,866.15,874.35,933043.0,833650624.0
2009-08-13,872.79,911.49,863.41,909.53,987639.0,881036928.0
2009-08-14,902.89,915.78,871.62,887.25,784733.0,701501120.0
2009-08-17,871.23,902.89,827.84,829.01,1140752.0,989872320.0
2009-08-18,830.58,846.21,817.29,838.0,720134.0,601150720.0
2009-08-19,843.48,857.55,799.31,812.21,720241.0,599317184.0
2009-08-20,813.38,843.09,801.65,842.69,881118.0,728855232.0
2009-08-21,845.04,879.44,842.3,862.63,1211791.0,1044471872.0
2009-08-24,868.1,875.53,850.12,856.77,742148.0,638338176.0
2009-08-25,855.59,855.59,771.17,795.01,1408015.0,1130510848.0
2009-08-26,781.72,816.12,762.18,805.95,931007.0,739250240.0
2009-08-27,793.45,815.72,785.24,787.19,743876.0,592686080.0
2009-08-28,786.02,793.84,745.76,748.89,960956.0,728308992.0
2009-08-31,740.29,741.85,705.11,710.97,921949.0,667617792.0
2009-09-01,710.97,753.19,710.97,742.63,925111.0,683604928.0
2009-09-02,730.13,781.72,723.09,775.47,1068815.0,822035776.0
2009-09-03,777.03,815.72,768.04,807.13,1008997.0,803812224.0
2009-09-04,812.6,827.06,804.39,810.25,738564.0,600230912.0
2009-09-07,814.94,827.84,805.17,813.38,691319.0,564654400.0
2009-09-08,807.13,820.81,800.48,819.24,858461.0,695914368.0
2009-09-09,822.37,828.62,801.26,819.24,534171.0,435507936.0
2009-09-10,814.16,820.42,803.22,809.08,597522.0,485233600.0
2009-09-11,802.44,859.11,802.44,852.07,1155954.0,965618432.0
2009-09-14,852.07,866.54,841.91,859.11,750286.0,641851520.0
2009-09-15,859.89,867.71,844.26,855.59,530589.0,453400640.0
2009-09-16,845.04,850.9,819.24,831.75,723361.0,602675456.0
2009-09-17,834.49,846.99,834.49,839.96,562954.0,473194336.0
2009-09-18,844.65,845.43,785.63,801.26,1393097.0,1134002944.0
2009-09-21,791.1,801.26,761.4,798.53,1057721.0,823299392.0
2009-09-22,785.63,798.53,768.43,770.78,905653.0,710314112.0
2009-09-23,771.17,781.33,755.53,762.57,636797.0,488930432.0
2009-09-24,762.57,811.03,755.53,794.23,1232310.0,965753792.0
2009-09-25,781.72,792.66,769.21,787.58,542062.0,423648256.0
2009-09-28,787.58,794.23,755.53,759.83,373176.0,290298496.0
2009-09-29,762.18,778.98,754.36,771.56,480892.0,368535552.0
2009-09-30,777.03,790.32,775.47,782.11,466977.0,365527776.0
2009-10-09,801.26,828.62,790.32,822.76,658710.0,535696800.0
2009-10-12,828.62,839.96,816.9,820.42,616545.0,509669632.0
2009-10-13,814.94,828.62,811.03,825.5,324827.0,267367264.0
2009-10-14,826.67,848.56,821.98,829.8,743748.0,621909568.0
2009-10-15,838.39,854.81,830.19,837.22,627225.0,528984512.0
2009-10-16,838.0,846.99,814.94,832.92,500220.0,414123552.0
2009-10-19,834.1,862.63,820.81,861.85,891401.0,756880640.0
2009-10-20,867.71,879.44,860.28,875.14,764962.0,666569600.0
2009-10-21,875.14,901.32,869.27,884.13,741950.0,657002752.0
2009-10-22,879.44,887.64,868.1,868.88,571850.0,501296672.0
2009-10-23,875.14,901.32,872.01,891.55,638102.0,569395584.0
2009-10-26,898.2,903.28,882.17,891.55,415459.0,371247200.0
2009-10-27,886.47,886.47,855.2,859.89,573425.0,497956736.0
2009-10-28,856.77,863.8,837.61,855.2,422387.0,359633600.0
2009-10-29,844.26,883.73,840.35,868.1,954631.0,829904128.0
2009-10-30,891.16,897.41,868.88,878.65,666237.0,590492352.0
2009-11-02,855.98,966.6,852.07,966.6,1951753.0,1830348416.0
2009-11-03,957.61,986.53,955.26,974.8,1379079.0,1345694848.0
2009-11-04,965.42,1022.1,965.42,992.78,1277007.0,1276594304.0
2009-11-05,992.0,995.13,971.29,979.1,740193.0,727022400.0
2009-11-06,992.39,1004.12,969.72,981.06,775150.0,762726336.0
2009-11-09,973.63,984.97,949.01,971.68,839089.0,810528320.0
2009-11-10,977.93,1016.63,977.15,1008.42,1284570.0,1285853184.0
2009-11-11,997.08,1005.68,988.88,1000.21,491460.0,490000800.0
2009-11-12,1000.99,1012.33,979.5,983.4,545051.0,541542272.0
2009-11-13,983.01,992.78,969.33,992.78,579441.0,568337344.0
2009-11-16,999.04,1029.13,993.96,1024.83,868790.0,880393408.0
2009-11-17,1026.4,1044.77,1000.99,1017.41,869255.0,896886720.0
2009-11-18,1018.58,1024.05,1002.17,1008.81,465485.0,471343648.0
2009-11-19,1014.28,1024.05,1000.6,1014.28,505888.0,511511008.0
2009-11-20,1006.46,1014.67,995.91,1000.99,681277.0,683580544.0
2009-11-23,1001.38,1005.68,988.88,998.65,646413.0,644587904.0
2009-11-24,1006.46,1022.88,977.54,983.01,952351.0,956197696.0
2009-11-25,983.79,995.91,951.74,984.19,792522.0,773227776.0
2009-11-26,984.19,984.58,918.52,927.51,1083983.0,1033180992.0
2009-11-27,916.57,934.16,902.5,911.88,992551.0,909588096.0
2009-11-30,923.21,950.96,919.69,948.23,721134.0,676858432.0
2009-12-01,943.93,945.88,910.7,945.49,1365843.0,1268305408.0
2009-12-02,948.62,966.99,948.23,952.92,872692.0,836075200.0
2009-12-03,945.88,952.53,926.34,936.11,867854.0,812890752.0
2009-12-04,936.11,990.83,921.26,988.88,2023641.0,1960035200.0
2009-12-07,979.89,1008.03,973.24,991.22,1078930.0,1068545152.0
2009-12-08,993.96,993.96,962.3,968.16,799452.0,778444672.0
2009-12-09,965.42,970.11,953.7,963.47,518969.0,499576640.0
2009-12-10,969.33,984.97,961.52,972.85,489390.0,476462784.0
2009-12-11,972.85,986.92,965.82,976.76,446290.0,436689792.0
2009-12-14,967.77,1008.42,937.67,996.69,1024134.0,1000935104.0
2009-12-15,986.92,1004.51,977.54,980.28,635863.0,628406656.0
2009-12-16,973.24,994.74,968.16,971.29,409585.0,401527616.0
2009-12-17,973.24,984.97,953.7,958.0,464096.0,448143104.0
2009-12-18,949.4,959.95,934.94,935.33,506224.0,478154144.0
2009-12-21,932.2,943.54,898.98,920.87,441716.0,405556992.0
2009-12-22,923.6,925.56,885.3,888.03,376910.0,339795424.0
2009-12-23,889.6,901.32,870.84,881.39,545981.0,483286336.0
2009-12-24,885.3,911.09,877.87,909.92,752261.0,672728256.0
2009-12-29,914.61,930.64,898.98,922.04,622829.0,571177472.0
2009-12-30,922.04,958.78,915.39,953.31,929567.0,877732160.0
2009-12-31,952.92,965.03,941.58,952.53,549460.0,523456320.0
2010-01-04,958.39,960.73,925.56,926.73,618950.0,580249472.0
2010-01-05,928.29,934.16,889.21,910.7,1423783.0,1293476992.0
2010-01-06,908.75,908.75,888.03,895.07,1054452.0,944453697.0
2010-01-07,895.07,900.93,875.53,885.3,909115.0,804166336.0
2010-01-08,879.44,889.21,873.57,883.34,738226.0,650667392.0
2010-01-11,918.52,925.56,870.84,883.34,1133004.0,1009985536.0
2010-01-12,882.17,885.3,852.07,877.48,1514087.0,1310068994.0
2010-01-13,854.81,855.98,812.99,819.24,2392262.0,1990492800.0
2010-01-14,820.81,827.06,805.17,819.63,1333456.0,1089329408.0
2010-01-15,821.59,846.21,807.13,837.61,1380311.0,1146375296.0
2010-01-18,837.61,850.51,829.01,839.18,893227.0,749941248.0
2010-01-19,843.48,873.18,842.69,868.88,1664829.0,1438886656.0
2010-01-20,868.49,883.34,832.53,835.66,1255784.0,1079325952.0
2010-01-21,843.48,891.16,835.66,886.47,1617718.0,1405279488.0
2010-01-22,877.09,916.57,855.2,902.1,2257941.0,2002921984.0
2010-01-25,883.34,902.89,863.8,867.32,910962.0,803320192.0
2010-01-26,867.32,882.95,844.26,861.85,883502.0,760432384.0
2010-01-27,875.14,883.34,848.17,856.37,1026032.0,892337344.0
2010-01-28,852.07,861.85,825.11,850.12,670656.0,567566976.0
2010-01-29,843.87,873.57,833.31,848.17,615791.0,528437728.0
2010-02-01,848.56,850.9,820.81,830.19,724505.0,602675200.0
2010-02-02,830.97,858.33,830.97,835.27,733597.0,620475776.0
2010-02-03,841.52,882.56,830.19,882.56,1404610.0,1214267904.0
2010-02-04,872.79,877.48,860.28,867.71,776099.0,675283328.0
2010-02-05,845.04,872.4,836.83,859.89,706580.0,601515200.0
2010-02-08,855.2,863.02,838.39,842.69,528125.0,447137536.0
2010-02-09,844.26,865.75,841.52,859.89,634934.0,543120256.0
2010-02-10,867.71,874.74,860.67,870.84,649439.0,564177472.0
2010-02-11,868.1,873.57,863.02,864.19,355888.0,308844864.0
2010-02-12,866.54,883.34,866.54,877.48,481977.0,422488288.0
2010-02-22,872.01,877.48,863.02,863.8,424135.0,367933696.0
2010-02-23,861.06,861.85,836.44,842.3,608354.0,513377952.0
2010-02-24,836.83,851.68,829.4,848.56,592249.0,497531456.0
2010-02-25,846.99,875.92,844.65,865.75,890035.0,770836544.0
2010-02-26,860.28,884.13,859.11,877.48,1151863.0,1008966464.0
2010-03-02,894.68,936.5,894.68,903.28,1751643.0,1599219840.0
2010-03-03,903.28,912.66,891.16,910.7,726888.0,655444672.0
2010-03-04,911.49,923.6,898.98,902.89,962802.0,877389760.0
2010-03-05,902.89,918.13,900.93,909.53,746667.0,681193920.0
2010-03-08,911.49,940.02,901.32,932.2,1128419.0,1045698944.0
2010-03-09,933.37,948.62,918.52,931.03,1008955.0,943966336.0
2010-03-10,926.73,941.19,912.66,914.61,539986.0,499356448.0
2010-03-11,920.48,936.89,914.22,924.77,617148.0,571453888.0
2010-03-12,920.48,920.48,894.29,895.85,724232.0,655910208.0
2010-03-15,894.29,894.29,867.71,875.14,483779.0,424857088.0
2010-03-16,875.14,884.52,869.27,881.39,503630.0,441221888.0
2010-03-17,884.13,906.8,877.87,906.4,493424.0,441162464.0
2010-03-18,908.75,918.52,898.2,900.93,558134.0,507527264.0
2010-03-19,900.93,906.8,887.25,900.54,451862.0,404284736.0
2010-03-22,896.24,915.39,896.24,904.84,499557.0,453198688.0
2010-03-23,906.8,909.14,887.64,892.33,407689.0,365560032.0
2010-03-24,893.12,906.8,888.82,891.16,539792.0,484336288.0
2010-03-25,889.6,889.99,870.84,871.62,424895.0,372184256.0
2010-03-26,871.62,902.5,866.54,891.55,571716.0,509149248.0
2010-03-29,897.41,932.59,890.77,920.87,1136374.0,1044826240.0
2010-03-30,923.6,929.47,912.27,924.38,647402.0,595446848.0
2010-03-31,924.38,925.17,902.1,906.8,781736.0,710514240.0
2010-04-01,909.53,922.43,901.71,914.61,780737.0,712145600.0
2010-04-02,916.96,918.52,907.19,915.78,501203.0,457640288.0
2010-04-06,920.87,932.59,909.14,913.44,605100.0,556583872.0
2010-04-07,912.66,915.78,886.47,893.12,814671.0,730335808.0
2010-04-08,891.94,892.33,872.4,882.17,1147181.0,1009933568.0
2010-04-09,882.17,888.82,879.44,885.69,563909.0,498836800.0
2010-04-12,888.03,889.6,857.55,863.41,1265851.0,1098010880.0
2010-04-13,866.54,883.73,861.85,875.53,1149227.0,1003910848.0
2010-04-14,875.53,877.48,861.06,868.88,849031.0,734720512.0
2010-04-15,870.84,875.53,859.11,875.53,913415.0,790372992.0
2010-04-16,870.84,870.84,859.11,860.28,732917.0,632291264.0
2010-04-19,842.3,843.48,781.33,784.85,2115525.0,1708546688.0
2010-04-20,786.41,794.62,762.18,772.73,1113274.0,858886272.0
2010-04-21,774.29,787.97,766.09,786.8,955811.0,742144448.0
2010-04-22,781.72,781.72,754.75,765.69,1156962.0,884329024.0
2010-04-23,767.65,803.61,757.88,787.97,1422621.0,1106582144.0
2010-04-26,781.72,795.4,769.99,779.37,824630.0,647506048.0
2010-04-27,773.12,789.93,764.13,775.86,892657.0,692500032.0
2010-04-28,771.56,788.76,766.09,787.19,856928.0,668218560.0
2010-04-29,794.23,806.34,786.8,788.36,942134.0,749244096.0
2010-04-30,791.49,804.78,787.19,803.61,829823.0,662829184.0
2010-05-04,785.63,793.45,772.73,781.72,733631.0,574413568.0
2010-05-05,785.24,790.32,756.7,777.81,1664080.0,1283692544.0
2010-05-06,769.6,769.6,715.66,719.18,1754584.0,1296218496.0
2010-05-07,704.72,725.05,701.59,713.71,1055570.0,752185920.0
2010-05-10,717.23,730.13,710.97,720.35,988632.0,710974016.0
2010-05-11,737.16,738.33,682.44,682.83,1437130.0,1017121600.0
2010-05-12,676.19,715.27,670.72,707.85,1333062.0,931251264.0
2010-05-13,703.94,739.51,703.55,730.13,1451996.0,1049525952.0
2010-05-14,730.13,730.52,711.37,717.23,679599.0,487732512.0
2010-05-17,703.55,704.33,677.75,681.27,835613.0,574713344.0
2010-05-18,684.0,707.85,676.19,702.38,925909.0,641553728.0
2010-05-19,693.39,710.19,680.49,694.17,655877.0,456208288.0
2010-05-20,686.74,705.5,683.22,685.96,558485.0,387168256.0
2010-05-21,668.37,698.47,665.24,696.51,564897.0,386738336.0
2010-05-24,700.42,727.0,700.42,718.79,813375.0,582619392.0
2010-05-25,711.37,713.32,693.78,695.34,629244.0,441872576.0
2010-05-26,698.86,710.19,696.12,699.64,439060.0,308368928.0
2010-05-27,698.47,708.24,682.44,706.28,711678.0,496702080.0
2010-05-28,713.32,718.79,704.33,706.67,649784.0,461689408.0
2010-05-31,699.64,711.37,684.0,684.4,691955.0,480683776.0
2010-06-01,681.27,691.43,671.89,676.19,557977.0,379058912.0
2010-06-02,674.23,680.49,661.34,673.45,642829.0,430720704.0
2010-06-03,676.58,692.21,673.06,673.06,735716.0,501143168.0
2010-06-04,672.67,684.0,670.72,676.19,344715.0,232824768.0
2010-06-07,668.37,676.19,657.04,660.94,617851.0,410550912.0
2010-06-08,661.34,665.24,644.92,652.74,435783.0,286156160.0
2010-06-09,656.25,695.34,648.05,690.65,1268341.0,857978624.0
2010-06-10,675.02,682.83,667.59,668.76,728242.0,489563040.0
2010-06-11,672.67,682.44,664.46,670.32,537234.0,362292832.0
2010-06-18,671.89,693.78,670.32,676.97,1147451.0,785248768.0
2010-06-21,676.58,723.87,676.58,715.27,1508998.0,1063389312.0
2010-06-22,713.32,735.6,707.85,724.26,1067231.0,770488704.0
2010-06-23,715.27,727.78,708.63,717.23,830680.0,597274368.0
2010-06-24,715.27,735.21,712.54,724.26,597439.0,432905280.0
2010-06-25,718.79,723.09,704.72,707.85,582057.0,415194016.0
2010-06-28,705.5,727.0,705.5,722.7,624643.0,448791840.0
2010-06-29,724.26,724.26,684.0,684.4,784637.0,549134848.0
2010-09-02,742.63,742.63,699.25,710.97,4181912.0,2984708608.0
2010-09-03,710.19,710.19,690.65,694.17,1596810.0,1110873728.0
2010-09-06,698.08,718.79,694.56,711.37,1558281.0,1106419456.0
2010-09-07,716.84,716.84,701.2,705.11,1005098.0,711274624.0
2010-09-08,700.03,700.03,684.4,689.87,1253737.0,865664576.0
2010-09-09,689.87,689.87,671.11,673.06,1202215.0,816937856.0
2010-09-10,670.72,680.49,664.46,672.28,644343.0,432519200.0
2010-09-13,672.67,680.1,655.86,667.98,1284931.0,856767616.0
2010-09-14,670.32,678.53,667.98,671.5,766246.0,516196352.0
2010-09-15,672.28,675.8,661.34,661.34,663244.0,443804448.0
2010-09-16,664.46,669.93,646.87,650.0,731915.0,478304192.0
2010-09-17,651.56,660.55,649.22,650.78,564890.0,369835360.0
2010-09-20,651.56,662.12,645.31,652.74,505774.0,330479008.0
2010-09-21,655.86,657.82,646.87,649.22,342814.0,223281920.0
2010-09-27,650.39,654.69,642.18,652.35,481839.0,312453344.0
2010-09-28,651.56,651.56,635.54,635.54,630728.0,404817184.0
2010-09-29,633.97,642.18,629.68,633.97,546169.0,347260768.0
2010-10-08,652.74,677.75,644.92,673.06,1373166.0,914838848.0
2010-10-11,676.97,717.62,676.97,705.11,2236172.0,1564391680.0
2010-10-12,705.89,709.41,695.73,702.38,1221907.0,856881088.0
2010-10-13,703.16,725.05,702.38,724.65,2113191.0,1514394496.0
2010-10-14,728.95,753.97,715.66,716.84,2568053.0,1889045248.0
2010-10-15,711.37,757.49,710.58,748.5,2990683.0,2220512256.0
2010-10-18,758.27,784.07,746.54,749.28,2747997.0,2102793984.0
2010-10-19,747.32,767.26,735.99,764.13,1485748.0,1107907840.0
2010-10-20,748.5,780.94,748.5,761.0,1892563.0,1448845952.0
2010-10-21,761.0,762.18,733.64,736.77,1419945.0,1052712896.0
2010-10-22,725.05,735.21,716.45,723.87,1377020.0,999166144.0
2010-10-25,725.05,741.46,713.71,739.12,1198142.0,874475200.0
2010-10-26,742.63,752.41,725.05,729.34,1080439.0,795987328.0
2010-10-27,726.61,745.76,717.23,725.44,1010673.0,739953216.0
2010-10-28,727.0,738.73,720.35,733.64,984064.0,719877440.0
2010-10-29,734.43,735.21,716.84,719.57,917406.0,663509376.0
2010-11-01,722.7,732.86,720.35,725.83,1512748.0,1097857664.0
2010-11-02,725.83,736.77,717.23,729.34,1636948.0,1190657920.0
2010-11-03,728.17,754.75,719.57,744.59,2330237.0,1727427712.0
2010-11-04,739.9,748.5,732.86,739.51,1569509.0,1160505984.0
2010-11-05,746.54,750.06,734.43,739.9,1289360.0,953355904.0
2010-11-08,741.46,757.88,741.46,748.11,1599536.0,1197820416.0
2010-11-09,748.89,749.67,727.0,728.95,1450459.0,1066476224.0
2010-11-10,724.65,725.05,707.46,708.63,1461404.0,1042355968.0
2010-11-11,711.37,729.34,706.67,720.75,1738951.0,1241063168.0
2010-11-12,711.76,714.88,669.54,671.89,1576669.0,1095115008.0
2010-11-15,674.23,676.97,664.07,676.58,1125514.0,754704064.0
2010-11-16,676.19,676.19,651.17,652.74,1132546.0,749307648.0
2010-11-17,647.66,667.2,645.31,656.64,868020.0,571087168.0
2010-11-18,661.73,675.02,658.6,671.5,1118916.0,745421248.0
2010-11-19,672.28,673.06,648.44,664.85,1107851.0,730445056.0
2010-11-22,656.64,658.6,648.83,651.95,904413.0,591130240.0
2010-11-23,648.05,652.74,635.15,646.87,842718.0,540216000.0
2010-11-24,642.96,660.55,641.4,655.08,814528.0,531391648.0
2010-11-25,657.04,669.15,648.83,662.51,979737.0,645536512.0
2010-11-26,661.73,661.73,650.78,652.35,606433.0,396929824.0
2010-11-29,648.44,659.77,644.14,653.52,513329.0,333489664.0
2010-11-30,650.78,656.25,632.41,640.62,723076.0,464292192.0
2010-12-01,640.62,647.26,637.1,644.53,394700.0,253584576.0
2010-12-02,653.13,656.25,644.14,645.31,518599.0,336507104.0
2010-12-03,647.26,650.78,642.96,647.66,401694.0,259727664.0
2010-12-06,648.83,659.77,644.92,654.3,557550.0,364205376.0
2010-12-07,652.35,657.82,641.79,653.91,510529.0,331262912.0
2010-12-08,652.74,654.3,642.96,644.53,442322.0,286846720.0
2010-12-09,643.75,644.53,633.19,633.58,614782.0,391356096.0
2010-12-10,633.19,640.23,629.28,638.67,507448.0,322263488.0
2010-12-13,639.06,650.39,635.54,649.61,718425.0,461224128.0
2010-12-14,649.61,650.78,644.14,646.48,607677.0,392885312.0
2010-12-15,648.83,656.64,645.31,648.44,719635.0,467398016.0
2010-12-16,649.61,653.52,642.18,642.96,564284.0,365485600.0
2010-12-17,642.96,644.92,636.71,639.06,442667.0,283291968.0
2010-12-20,640.62,642.57,624.99,630.46,655492.0,414236384.0
2010-12-21,632.02,650.78,628.11,647.66,785073.0,503881600.0
2010-12-22,649.22,650.0,633.19,634.37,580862.0,371863968.0
2010-12-24,633.19,648.83,631.24,642.57,732045.0,469742368.0
2010-12-27,649.61,653.91,626.16,628.11,789689.0,505246592.0
2010-12-28,628.5,633.97,623.42,623.42,679441.0,426320128.0
2010-12-29,623.42,624.59,609.74,616.39,605927.0,372484736.0
2010-12-30,616.39,617.56,606.22,612.48,456088.0,278979200.0
2010-12-31,612.87,620.29,609.35,617.17,616311.0,378317760.0
2011-01-04,618.34,632.41,611.7,626.16,918080.0,573343744.0
2011-01-05,624.99,630.46,621.86,622.64,607539.0,379869056.0
2011-01-06,622.64,628.5,613.65,617.95,528402.0,327148864.0
2011-01-07,617.56,655.86,613.65,641.4,1971249.0,1263299328.0
2011-01-10,634.37,641.01,621.47,624.59,925836.0,584172480.0
2011-01-11,621.47,636.71,620.69,632.8,532673.0,335260352.0
2011-01-12,634.37,641.79,629.68,641.01,709035.0,451290816.0
2011-01-13,644.14,646.87,637.49,638.67,498417.0,319664064.0
2011-01-14,636.71,636.71,624.59,624.99,529383.0,332810208.0
2011-01-17,617.95,622.64,600.36,601.14,680972.0,415802336.0
2011-01-18,601.92,603.88,596.45,599.58,397981.0,238789232.0
2011-01-19,599.97,606.61,595.28,605.44,429680.0,258415152.0
2011-01-20,605.05,605.05,583.16,583.16,735760.0,435524160.0
2011-01-21,581.21,609.74,580.82,592.15,588388.0,349887104.0
2011-01-24,592.15,594.11,584.34,588.24,393560.0,231930928.0
2011-01-25,590.59,595.67,586.29,592.93,343349.0,203198256.0
2011-01-26,592.15,598.02,591.37,596.45,268793.0,160007840.0
2011-01-27,592.15,601.92,586.29,599.19,653716.0,389319904.0
2011-01-28,598.8,600.36,588.64,594.11,474388.0,281316480.0
2011-01-31,594.11,599.19,589.81,598.41,358811.0,213770064.0
2011-02-01,598.8,605.44,596.45,603.49,388112.0,233656080.0
2011-02-09,599.97,607.79,595.28,596.06,426005.0,255979312.0
2011-02-10,596.06,604.66,594.11,603.88,350054.0,210138992.0
2011-02-11,601.14,609.35,598.02,605.83,577772.0,348149600.0
2011-02-14,605.44,628.89,605.05,625.38,1068558.0,661743808.0
2011-02-15,625.77,628.5,617.95,618.34,821518.0,512496480.0
2011-02-16,617.95,623.42,614.43,620.69,468725.0,289815296.0
2011-02-17,623.81,632.02,619.12,624.59,649363.0,405836832.0
2011-02-18,621.47,629.28,617.56,624.59,585382.0,363416320.0
2011-02-21,617.56,625.38,615.6,624.2,809864.0,502016608.0
2011-02-22,624.59,624.99,604.27,604.66,880004.0,538516416.0
2011-02-23,605.44,614.43,604.66,608.96,914482.0,555794816.0
2011-02-24,608.96,609.35,601.92,608.18,517597.0,313473088.0
2011-02-25,610.13,632.02,604.27,621.08,1302932.0,807238720.0
2011-02-28,617.95,624.59,610.91,622.64,787078.0,486809440.0
2011-03-01,623.42,632.8,620.29,626.94,1235162.0,774219072.0
2011-03-02,623.42,637.1,621.86,632.41,1248803.0,786881472.0
2011-03-03,633.19,655.47,632.41,641.01,2508544.0,1616932480.0
2011-03-04,642.96,654.69,637.49,651.95,1293037.0,833234944.0
2011-03-07,655.86,663.29,646.87,654.3,1273153.0,834013056.0
2011-03-08,654.3,658.99,647.66,650.78,823345.0,537368704.0
2011-03-09,652.74,659.38,651.95,652.35,828040.0,542959232.0
2011-03-10,648.83,648.83,633.97,635.15,789269.0,504165760.0
2011-03-11,632.41,636.71,626.55,627.33,588873.0,371901344.0
2011-03-14,625.38,632.8,624.99,632.02,557744.0,350756128.0
2011-03-15,626.16,629.28,613.65,619.12,727579.0,451454528.0
2011-03-16,619.9,625.38,615.21,623.42,619341.0,384301440.0
2011-03-17,618.34,621.47,612.87,614.04,530273.0,327039744.0
2011-03-18,621.08,621.08,615.6,618.73,371599.0,229686240.0
2011-03-21,617.56,621.08,614.43,616.39,409757.0,252850944.0
2011-03-22,618.73,627.33,611.7,625.77,644588.0,401085856.0
2011-03-23,623.81,631.24,622.25,629.28,580256.0,363809600.0
2011-03-24,628.89,629.28,623.42,624.59,409673.0,256090880.0
2011-03-25,624.59,638.67,623.81,635.54,923253.0,585086400.0
2011-03-28,639.84,649.61,637.88,638.27,941341.0,605067456.0
2011-03-29,639.45,654.69,637.49,644.92,1234681.0,798647424.0
2011-03-30,644.14,652.74,639.06,640.23,703773.0,453620672.0
2011-03-31,640.23,643.36,625.77,628.5,545894.0,345191104.0
